================================================================================
                          实验结果报告
================================================================================
实验名称: 简化变异 - 50%启发式+简单变异+禁忌搜索+复杂评分
算例名称: 5M80J
运行ID: 8
实验时间: 2026-02-07 12:50:35

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 220374.5000
运行时间: 307945 ms (307.95 秒)
终止代数: 2590

【收敛曲线数据】
代数	Cmax
1	339550.4000
11	264940.3000
21	260459.0000
31	260459.0000
41	249857.4000
51	249857.4000
61	249377.4000
71	241857.4000
81	241857.4000
91	241774.0000
101	241774.0000
111	239297.4000
121	234177.4000
131	234177.4000
141	234177.4000
151	234177.4000
161	234177.4000
171	232599.8000
181	232599.8000
191	232599.8000
201	232599.8000
211	223089.0000
221	223089.0000
231	223089.0000
241	223089.0000
251	223089.0000
261	223089.0000
271	223089.0000
281	223089.0000
291	223089.0000
301	223089.0000
311	223089.0000
321	223089.0000
331	223089.0000
341	223089.0000
351	223089.0000
361	223089.0000
371	223089.0000
381	223089.0000
391	223089.0000
401	223089.0000
411	223089.0000
421	223089.0000
431	223089.0000
441	223089.0000
451	223089.0000
461	223089.0000
471	223089.0000
481	223089.0000
491	223089.0000
501	223089.0000
511	223089.0000
521	223089.0000
531	223089.0000
541	223089.0000
551	223089.0000
561	223089.0000
571	223089.0000
581	223089.0000
591	223089.0000
601	223089.0000
611	223089.0000
621	223089.0000
631	223089.0000
641	223089.0000
651	223089.0000
661	223089.0000
671	223089.0000
681	223089.0000
691	223089.0000
701	223089.0000
711	223089.0000
721	223089.0000
731	221174.5000
741	221174.5000
751	221174.5000
761	221174.5000
771	221174.5000
781	221174.5000
791	221174.5000
801	221174.5000
811	221174.5000
821	221174.5000
831	221174.5000
841	221174.5000
851	221174.5000
861	221174.5000
871	221174.5000
881	221174.5000
891	221174.5000
901	221174.5000
911	221174.5000
921	221174.5000
931	221174.5000
941	221174.5000
951	221174.5000
961	221174.5000
971	221174.5000
981	221174.5000
991	221174.5000
1001	221174.5000
1011	221174.5000
1021	221174.5000
1031	221174.5000
1041	221174.5000
1051	221174.5000
1061	221174.5000
1071	221174.5000
1081	221174.5000
1091	221174.5000
1101	221174.5000
1111	221174.5000
1121	221174.5000
1131	221174.5000
1141	221174.5000
1151	221174.5000
1161	221174.5000
1171	221174.5000
1181	221174.5000
1191	221174.5000
1201	221174.5000
1211	221174.5000
1221	221174.5000
1231	221174.5000
1241	221174.5000
1251	220374.5000
1261	220374.5000
1271	220374.5000
1281	220374.5000
1291	220374.5000
1301	220374.5000
1311	220374.5000
1321	220374.5000
1331	220374.5000
1341	220374.5000
1351	220374.5000
1361	220374.5000
1371	220374.5000
1381	220374.5000
1391	220374.5000
1401	220374.5000
1411	220374.5000
1421	220374.5000
1431	220374.5000
1441	220374.5000
1451	220374.5000
1461	220374.5000
1471	220374.5000
1481	220374.5000
1491	220374.5000
1501	220374.5000
1511	220374.5000
1521	220374.5000
1531	220374.5000
1541	220374.5000
1551	220374.5000
1561	220374.5000
1571	220374.5000
1581	220374.5000
1591	220374.5000
1601	220374.5000
1611	220374.5000
1621	220374.5000
1631	220374.5000
1641	220374.5000
1651	220374.5000
1661	220374.5000
1671	220374.5000
1681	220374.5000
1691	220374.5000
1701	220374.5000
1711	220374.5000
1721	220374.5000
1731	220374.5000
1741	220374.5000
1751	220374.5000
1761	220374.5000
1771	220374.5000
1781	220374.5000
1791	220374.5000
1801	220374.5000
1811	220374.5000
1821	220374.5000
1831	220374.5000
1841	220374.5000
1851	220374.5000
1861	220374.5000
1871	220374.5000
1881	220374.5000
1891	220374.5000
1901	220374.5000
1911	220374.5000
1921	220374.5000
1931	220374.5000
1941	220374.5000
1951	220374.5000
1961	220374.5000
1971	220374.5000
1981	220374.5000
1991	220374.5000
2001	220374.5000
2011	220374.5000
2021	220374.5000
2031	220374.5000
2041	220374.5000
2051	220374.5000
2061	220374.5000
2071	220374.5000
2081	220374.5000
2091	220374.5000
2101	220374.5000
2111	220374.5000
2121	220374.5000
2131	220374.5000
2141	220374.5000
2151	220374.5000
2161	220374.5000
2171	220374.5000
2181	220374.5000
2191	220374.5000
2201	220374.5000
2211	220374.5000
2221	220374.5000
2231	220374.5000
2241	220374.5000
2251	220374.5000
2261	220374.5000
2271	220374.5000
2281	220374.5000
2291	220374.5000
2301	220374.5000
2311	220374.5000
2321	220374.5000
2331	220374.5000
2341	220374.5000
2351	220374.5000
2361	220374.5000
2371	220374.5000
2381	220374.5000
2391	220374.5000
2401	220374.5000
2411	220374.5000
2421	220374.5000
2431	220374.5000
2441	220374.5000
2451	220374.5000
2461	220374.5000
2471	220374.5000
2481	220374.5000
2491	220374.5000
2501	220374.5000
2511	220374.5000
2521	220374.5000
2531	220374.5000
2541	220374.5000
2551	220374.5000
2561	220374.5000
2571	220374.5000
2581	220374.5000
2590	220374.5000

✓ 收敛曲线图已生成: 收敛曲线图.png

【机器负载统计】
  机器 1: 批次数=5, 完工时间=220386.5498
  机器 2: 批次数=2, 完工时间=219570.7731
  机器 3: 批次数=2, 完工时间=192055.5294
  机器 4: 批次数=6, 完工时间=216856.7669
  机器 5: 批次数=2, 完工时间=217769.3046


================================================================================
                         实验结果输出完成
================================================================================
