================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 10 次
实验时间: 2025-12-21 20:06:32

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 50个零件, 3台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 71522.74
初始种群平均解: Makespan = 93132.04

Gen    1 | 最优: 71040.00 | 平均: 88609.03 | 改进: 482.74 | 停滞: 0/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 61103.13 | 平均: 82936.89 | 改进: 9936.87 | 停滞: 38/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 58804.35 | 平均: 82642.41 | 改进: 2298.78 | 停滞: 35/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 58804.35 | 平均: 83792.02 | 改进: 0.00 | 停滞: 85/300000 | 耗时: 0.1分钟
Gen  200 | 最优: 58804.35 | 平均: 83798.19 | 改进: 0.00 | 停滞: 135/300000 | 耗时: 0.1分钟
Gen  250 | 最优: 58804.35 | 平均: 83687.07 | 改进: 0.00 | 停滞: 185/300000 | 耗时: 0.1分钟
Gen  300 | 最优: 58804.35 | 平均: 82854.06 | 改进: 0.00 | 停滞: 235/300000 | 耗时: 0.1分钟
Gen  350 | 最优: 58804.35 | 平均: 83770.29 | 改进: 0.00 | 停滞: 285/300000 | 耗时: 0.2分钟
Gen  400 | 最优: 58804.35 | 平均: 82625.72 | 改进: 0.00 | 停滞: 335/300000 | 耗时: 0.2分钟
Gen  450 | 最优: 58804.35 | 平均: 82327.87 | 改进: 0.00 | 停滞: 385/300000 | 耗时: 0.2分钟
Gen  500 | 最优: 58523.30 | 平均: 82528.46 | 改进: 281.05 | 停滞: 36/300000 | 耗时: 0.2分钟
Gen  550 | 最优: 58523.30 | 平均: 82724.70 | 改进: 0.00 | 停滞: 86/300000 | 耗时: 0.2分钟
Gen  600 | 最优: 58523.30 | 平均: 83207.43 | 改进: 0.00 | 停滞: 136/300000 | 耗时: 0.3分钟
Gen  650 | 最优: 58523.30 | 平均: 83393.67 | 改进: 0.00 | 停滞: 186/300000 | 耗时: 0.3分钟
Gen  700 | 最优: 58523.30 | 平均: 82429.20 | 改进: 0.00 | 停滞: 236/300000 | 耗时: 0.3分钟
Gen  750 | 最优: 58523.30 | 平均: 84794.69 | 改进: 0.00 | 停滞: 286/300000 | 耗时: 0.3分钟
Gen  800 | 最优: 58523.30 | 平均: 82065.07 | 改进: 0.00 | 停滞: 336/300000 | 耗时: 0.3分钟
Gen  850 | 最优: 58523.30 | 平均: 83436.50 | 改进: 0.00 | 停滞: 386/300000 | 耗时: 0.4分钟
Gen  900 | 最优: 58426.73 | 平均: 83886.72 | 改进: 96.58 | 停滞: 11/300000 | 耗时: 0.4分钟
Gen  950 | 最优: 58426.73 | 平均: 82566.14 | 改进: 0.00 | 停滞: 61/300000 | 耗时: 0.4分钟
Gen 1000 | 最优: 58426.73 | 平均: 82284.43 | 改进: 0.00 | 停滞: 111/300000 | 耗时: 0.4分钟
Gen 1050 | 最优: 58426.73 | 平均: 82258.86 | 改进: 0.00 | 停滞: 161/300000 | 耗时: 0.4分钟
Gen 1100 | 最优: 57943.67 | 平均: 83728.03 | 改进: 483.06 | 停滞: 27/300000 | 耗时: 0.5分钟
Gen 1150 | 最优: 57943.67 | 平均: 83221.10 | 改进: 0.00 | 停滞: 77/300000 | 耗时: 0.5分钟
Gen 1200 | 最优: 57943.67 | 平均: 82715.81 | 改进: 0.00 | 停滞: 127/300000 | 耗时: 0.5分钟
Gen 1250 | 最优: 57943.67 | 平均: 82120.97 | 改进: 0.00 | 停滞: 177/300000 | 耗时: 0.5分钟
Gen 1300 | 最优: 57943.67 | 平均: 83417.27 | 改进: 0.00 | 停滞: 227/300000 | 耗时: 0.5分钟
Gen 1350 | 最优: 57943.67 | 平均: 83627.20 | 改进: 0.00 | 停滞: 277/300000 | 耗时: 0.5分钟
Gen 1400 | 最优: 57943.67 | 平均: 84584.38 | 改进: 0.00 | 停滞: 327/300000 | 耗时: 0.6分钟
Gen 1450 | 最优: 57408.39 | 平均: 83881.51 | 改进: 535.28 | 停滞: 20/300000 | 耗时: 0.6分钟
Gen 1500 | 最优: 57408.39 | 平均: 81757.14 | 改进: 0.00 | 停滞: 70/300000 | 耗时: 0.6分钟
Gen 1550 | 最优: 57408.39 | 平均: 82540.55 | 改进: 0.00 | 停滞: 120/300000 | 耗时: 0.6分钟
Gen 1600 | 最优: 57408.39 | 平均: 83788.80 | 改进: 0.00 | 停滞: 170/300000 | 耗时: 0.6分钟
Gen 1650 | 最优: 57408.39 | 平均: 81026.40 | 改进: 0.00 | 停滞: 220/300000 | 耗时: 0.7分钟
Gen 1700 | 最优: 57408.39 | 平均: 83963.68 | 改进: 0.00 | 停滞: 270/300000 | 耗时: 0.7分钟
Gen 1750 | 最优: 57408.39 | 平均: 82542.37 | 改进: 0.00 | 停滞: 320/300000 | 耗时: 0.7分钟
Gen 1800 | 最优: 57408.39 | 平均: 82623.80 | 改进: 0.00 | 停滞: 370/300000 | 耗时: 0.7分钟
Gen 1850 | 最优: 57408.39 | 平均: 81981.68 | 改进: 0.00 | 停滞: 420/300000 | 耗时: 0.7分钟
Gen 1900 | 最优: 57408.39 | 平均: 81761.16 | 改进: 0.00 | 停滞: 470/300000 | 耗时: 0.8分钟
Gen 1950 | 最优: 57408.39 | 平均: 82744.32 | 改进: 0.00 | 停滞: 520/300000 | 耗时: 0.8分钟
Gen 2000 | 最优: 57408.39 | 平均: 81833.21 | 改进: 0.00 | 停滞: 570/300000 | 耗时: 0.8分钟
Gen 2050 | 最优: 57408.39 | 平均: 83307.23 | 改进: 0.00 | 停滞: 620/300000 | 耗时: 0.8分钟
Gen 2100 | 最优: 57408.39 | 平均: 82940.88 | 改进: 0.00 | 停滞: 670/300000 | 耗时: 0.8分钟
