迭代次数,Cmax
1,191220.3000
2,185428.2000
3,181533.7000
4,181533.7000
5,180669.0000
6,180669.0000
7,180669.0000
8,180669.0000
9,180669.0000
10,180669.0000
11,180669.0000
12,180669.0000
13,180669.0000
14,180669.0000
15,180669.0000
16,180669.0000
17,180241.7000
18,180241.7000
19,180241.7000
20,180241.7000
21,180241.7000
22,180241.7000
23,179770.5000
24,179770.5000
25,179770.5000
26,179770.5000
27,179770.5000
28,179703.8000
29,179703.8000
30,176274.5000
31,176274.5000
32,176274.5000
33,176274.5000
34,176274.5000
35,176274.5000
36,176274.5000
37,176274.5000
38,176274.5000
39,176274.5000
40,176274.5000
41,176274.5000
42,176274.5000
43,176274.5000
44,176274.5000
45,176274.5000
46,176274.5000
47,176274.5000
48,176274.5000
49,176274.5000
50,176274.5000
51,176274.5000
52,176274.5000
53,176274.5000
54,176274.5000
55,176274.5000
56,176274.5000
57,176178.9000
58,176178.9000
59,176024.1000
60,176024.1000
61,176024.1000
62,176024.1000
63,176024.1000
64,176024.1000
65,176024.1000
66,176024.1000
67,176024.1000
68,176024.1000
69,176024.1000
70,176024.1000
71,176024.1000
72,176024.1000
73,176024.1000
74,176024.1000
75,176024.1000
76,176024.1000
77,176024.1000
78,176024.1000
79,176024.1000
80,176024.1000
81,176024.1000
82,176024.1000
83,176024.1000
84,176024.1000
85,176024.1000
86,176024.1000
87,176024.1000
88,176024.1000
89,176024.1000
90,176024.1000
91,176024.1000
92,176024.1000
93,176024.1000
94,176024.1000
95,176024.1000
96,176024.1000
97,176024.1000
98,176024.1000
99,176024.1000
100,176024.1000
101,176024.1000
102,176024.1000
103,176024.1000
104,176024.1000
105,176024.1000
106,176024.1000
107,176024.1000
108,176024.1000
109,176024.1000
110,176024.1000
111,176024.1000
112,176024.1000
113,176024.1000
114,176024.1000
115,176024.1000
116,176024.1000
117,176024.1000
118,176024.1000
119,176024.1000
120,176024.1000
121,176024.1000
122,176024.1000
123,176024.1000
124,176024.1000
125,176024.1000
126,176024.1000
127,176024.1000
128,176024.1000
129,176024.1000
130,176024.1000
131,176024.1000
132,176024.1000
133,176024.1000
134,176024.1000
135,176024.1000
136,176024.1000
137,176024.1000
138,173599.0000
139,173599.0000
140,173599.0000
141,173599.0000
142,173599.0000
143,173599.0000
144,173599.0000
145,173599.0000
146,173599.0000
147,173599.0000
148,173599.0000
149,173599.0000
150,173599.0000
151,173599.0000
152,173599.0000
153,173599.0000
154,173599.0000
155,173599.0000
156,173599.0000
157,173599.0000
158,173599.0000
159,173599.0000
160,173599.0000
161,173599.0000
162,173599.0000
163,173599.0000
164,173599.0000
165,173599.0000
166,173599.0000
167,173599.0000
168,173599.0000
169,173599.0000
170,173599.0000
171,173599.0000
172,173599.0000
173,173599.0000
174,172732.9000
175,172732.9000
176,172732.9000
177,172732.9000
178,172732.9000
179,172732.9000
180,172084.0000
181,172084.0000
182,172084.0000
183,172084.0000
184,172084.0000
185,172084.0000
186,172084.0000
187,172084.0000
188,172084.0000
189,172084.0000
190,172084.0000
191,172084.0000
192,172084.0000
193,172084.0000
194,172084.0000
195,172084.0000
196,172084.0000
197,172084.0000
198,172084.0000
199,172084.0000
200,172084.0000
201,172084.0000
202,172084.0000
203,172084.0000
204,172084.0000
205,172084.0000
206,172084.0000
207,172084.0000
208,172084.0000
209,172084.0000
210,172084.0000
211,172084.0000
212,172084.0000
213,172084.0000
214,172084.0000
215,172084.0000
216,172084.0000
217,172084.0000
218,172084.0000
219,172084.0000
220,172084.0000
221,172084.0000
222,172084.0000
223,172084.0000
224,172084.0000
