╔═══════════════════════════════════════════════════════════════╗
║           NSGA-II 多目标优化结果                              ║
╚═══════════════════════════════════════════════════════════════╝

生成时间: Mon Jan 26 12:46:00 CST 2026
算例文件: C:\Users\Zhang Hailong\Desktop\毕设相关\毕设程序\Article\chapter-3\src\main\resources\instance\J100P5B4D10_02.txt

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  问题信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
工件数:       100
机器总数:     17
打印机数:     5
批处理机数:   2

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  算法参数
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
种群规模:     100
最大代数:     200
交叉率:       0.9
变异率:       0.1
最大运行时间: 1.0 分钟

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  Pareto前沿（共 100 个解）
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

序号     Cmax         能耗(kWh)        PackingQ     批次数        拥挤距离        
────────────────────────────────────────────────────────────────────────
1      69728.86     845.23         0.2561       13         INF         
2      69728.86     845.23         0.2561       13         INF         
3      69728.86     845.23         0.2561       13         0.0000      
4      69728.86     845.23         0.2561       13         0.0000      
5      69728.86     845.23         0.2561       13         0.0000      
6      69728.86     845.23         0.2561       13         0.0000      
7      69728.86     845.23         0.2561       13         0.0000      
8      69728.86     845.23         0.2561       13         0.0000      
9      69728.86     845.23         0.2561       13         0.0000      
10     69728.86     845.23         0.2561       13         0.0000      
11     69728.86     845.23         0.2561       13         0.0000      
12     69728.86     845.23         0.2561       13         0.0000      
13     69728.86     845.23         0.2561       13         0.0000      
14     69728.86     845.23         0.2561       13         0.0000      
15     69728.86     845.23         0.2561       13         0.0000      
16     69728.86     845.23         0.2561       13         0.0000      
17     69728.86     845.23         0.2561       13         0.0000      
18     69728.86     845.23         0.2561       13         0.0000      
19     69728.86     845.23         0.2561       13         0.0000      
20     69728.86     845.23         0.2561       13         0.0000      
21     69728.86     845.23         0.2561       13         0.0000      
22     69728.86     845.23         0.2561       13         0.0000      
23     69728.86     845.23         0.2561       13         0.0000      
24     69728.86     845.23         0.2561       13         0.0000      
25     69728.86     845.23         0.2561       13         0.0000      
26     69728.86     845.23         0.2561       13         0.0000      
27     69728.86     845.23         0.2561       13         0.0000      
28     69728.86     845.23         0.2561       13         0.0000      
29     69728.86     845.23         0.2561       13         0.0000      
30     69728.86     845.23         0.2561       13         0.0000      
31     69728.86     845.23         0.2561       13         0.0000      
32     69728.86     845.23         0.2561       13         0.0000      
33     69728.86     845.23         0.2561       13         0.0000      
34     69728.86     845.23         0.2561       13         0.0000      
35     69728.86     845.23         0.2561       13         0.0000      
36     69728.86     845.23         0.2561       13         0.0000      
37     69728.86     845.23         0.2561       13         0.0000      
38     69728.86     845.23         0.2561       13         0.0000      
39     69728.86     845.23         0.2561       13         0.0000      
40     69728.86     845.23         0.2561       13         0.0000      
41     69728.86     845.23         0.2561       13         0.0000      
42     69728.86     845.23         0.2561       13         0.0000      
43     69728.86     845.23         0.2561       13         0.0000      
44     69728.86     845.23         0.2561       13         0.0000      
45     69728.86     845.23         0.2561       13         0.0000      
46     69728.86     845.23         0.2561       13         0.0000      
47     69728.86     845.23         0.2561       13         0.0000      
48     69728.86     845.23         0.2561       13         0.0000      
49     69728.86     845.23         0.2561       13         0.0000      
50     69728.86     845.23         0.2561       13         0.0000      
51     69728.86     845.23         0.2561       13         0.0000      
52     69728.86     845.23         0.2561       13         0.0000      
53     69728.86     845.23         0.2561       13         0.0000      
54     69728.86     845.23         0.2561       13         0.0000      
55     69728.86     845.23         0.2561       13         0.0000      
56     69728.86     845.23         0.2561       13         0.0000      
57     69728.86     845.23         0.2561       13         0.0000      
58     69728.86     845.23         0.2561       13         0.0000      
59     69728.86     845.23         0.2561       13         0.0000      
60     69728.86     845.23         0.2561       13         0.0000      
61     69728.86     845.23         0.2561       13         0.0000      
62     69728.86     845.23         0.2561       13         0.0000      
63     69728.86     845.23         0.2561       13         0.0000      
64     69728.86     845.23         0.2561       13         0.0000      
65     69906.00     844.85         0.2561       13         1.7600      
66     69906.00     844.85         0.2561       13         0.2400      
67     69906.00     844.85         0.2561       13         0.0000      
68     69906.00     844.85         0.2561       13         0.0000      
69     69906.00     844.85         0.2561       13         0.0000      
70     69906.00     844.85         0.2561       13         0.0000      
71     69906.00     844.85         0.2561       13         0.0000      
72     69906.00     844.85         0.2561       13         0.0000      
73     69906.00     844.85         0.2561       13         0.0000      
74     69906.00     844.85         0.2561       13         0.0000      
75     69906.00     844.85         0.2561       13         0.0000      
76     69906.00     844.85         0.2561       13         0.0000      
77     69906.00     844.85         0.2561       13         0.0000      
78     69906.00     844.85         0.2561       13         0.0000      
79     69906.00     844.85         0.2561       13         0.0000      
80     69906.00     844.85         0.2561       13         0.0000      
