Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-TS,1,386172.8000,0.7765,300019,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,2,375128.8000,0.8412,300081,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,3,390469.5000,0.7765,300064,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,4,389723.4000,0.7765,300042,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,5,379144.8000,0.8412,300029,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,6,383383.5000,0.8412,300021,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,7,381983.2500,0.8412,300026,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,8,390469.5000,0.7765,300110,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,9,381703.5000,0.7765,300071,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-TS,10,386183.5000,0.7765,300111,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,1,414284.8000,0.7765,494347,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,2,434364.8000,0.7765,413713,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,3,582271.2000,0.8412,420202,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,4,508660.8000,0.8412,470091,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,5,468500.8000,0.8412,414900,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,6,441392.8000,0.7765,361505,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,7,383663.5000,0.8412,430253,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,8,402236.8000,0.7765,412134,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,9,470508.8000,0.8412,380350,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-GA,10,610383.2000,0.7765,413588,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,1,644519.2000,0.7765,633419,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,2,624439.2000,0.7765,816880,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,3,689699.2000,0.7210,661100,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,4,719819.2000,0.7210,799969,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,5,678655.2000,0.7210,1064363,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,6,659579.2000,0.7765,762365,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,7,527736.8000,0.7765,677319,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,8,560183.2000,0.6729,1021042,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,9,701747.2000,0.7765,947317,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
GA-ACO,10,725843.2000,0.7765,1109010,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,1,313578.6000,0.0000,300122,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,2,309746.1000,0.0000,300151,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,3,312017.1000,0.0000,300131,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,4,312483.6000,0.0000,300113,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,5,311188.3000,0.0000,300113,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,6,315668.3000,0.0000,300346,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,7,307785.0000,0.0000,300074,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,8,312461.7000,0.0000,300234,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,9,315483.9000,0.0000,300038,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
ALNS,10,314888.8000,0.0000,300077,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_04
