Algorithm,Run,HV,IGD,RunTime
NSGAII,1,1.05519127,0.10218790,300.11
NSGAII,2,0.71822000,0.25279868,300.06
NSGAII,3,0.86877475,0.17029667,300.02
NSGAII,4,1.07515206,0.09301185,300.16
NSGAII,5,1.05941865,0.09803080,300.01
NSGAII,6,0.92398376,0.14376409,300.02
NSGAII,7,1.03017022,0.10128492,300.30
NSGAII,8,0.98536716,0.12908282,300.18
NSGAII,9,0.99412759,0.12669473,300.00
NSGAII,10,0.67353745,0.27420154,300.22
NSGAII-Basic,1,0.52591234,0.47592580,300.03
NSGAII-Basic,2,0.72531963,0.29562206,300.04
NSGAII-Basic,3,0.51893429,0.46569864,300.03
NSGAII-Basic,4,0.70119251,0.27665187,300.02
NSGAII-Basic,5,0.41852116,0.50211816,300.03
NSGAII-Basic,6,0.39148312,0.54587454,300.02
NSGAII-Basic,7,0.61121114,0.42353275,300.02
NSGAII-Basic,8,0.50325120,0.46342963,300.01
NSGAII-Basic,9,0.33168671,0.62362670,300.03
NSGAII-Basic,10,0.76363181,0.31162958,300.02
MOEAD,1,0.15684272,0.84983737,300.38
MOEAD,2,0.09941083,0.89265682,300.16
MOEAD,3,0.18503644,0.77625799,300.02
MOEAD,4,0.18242256,0.77599520,300.36
MOEAD,5,0.14014843,0.83343165,300.06
MOEAD,6,0.10008273,0.92154916,300.20
MOEAD,7,0.31848743,0.62101700,300.31
MOEAD,8,0.15867332,0.80995112,300.29
MOEAD,9,0.07865323,0.92747401,300.38
MOEAD,10,0.21982253,0.72816720,300.04
MOGWO,1,0.49940713,0.43049923,300.23
MOGWO,2,0.26292523,0.64988374,300.02
MOGWO,3,0.22157371,0.69829733,300.21
MOGWO,4,0.53573275,0.37065836,300.52
MOGWO,5,0.51547659,0.38761439,300.52
MOGWO,6,0.17339621,0.78817132,300.58
MOGWO,7,0.14675394,0.79986699,300.28
MOGWO,8,0.21936984,0.71247566,300.39
MOGWO,9,0.31133450,0.59678001,300.17
MOGWO,10,0.25800234,0.65451717,300.49
SPEA2,1,0.31778571,0.61124912,300.01
SPEA2,2,0.46292880,0.50723691,300.05
SPEA2,3,0.37047747,0.55895758,300.03
SPEA2,4,0.40829884,0.54128201,300.00
SPEA2,5,0.25158573,0.69894264,300.09
SPEA2,6,0.63088884,0.34468149,300.08
SPEA2,7,0.61388946,0.34649027,300.06
SPEA2,8,0.28484433,0.64795707,300.07
SPEA2,9,0.29553174,0.62137719,300.02
SPEA2,10,0.26530934,0.68889690,300.05
