╔═══════════════════════════════════════════════════════════════╗
║           NSGA-II 多目标优化结果                              ║
╚═══════════════════════════════════════════════════════════════╝

生成时间: Mon Jan 26 13:00:03 CST 2026
算例文件: C:\Users\Zhang Hailong\Desktop\毕设相关\毕设程序\Article\chapter-3\src\main\resources\instance\J100P5B4D10_02.txt

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  问题信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
工件数:       100
机器总数:     17
打印机数:     5
批处理机数:   2

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  算法参数
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
种群规模:     100
最大代数:     200
交叉率:       0.9
变异率:       0.3
最大运行时间: 1.0 分钟

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  Pareto前沿（共 100 个解）
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

序号     Cmax         能耗(kWh)        PackingQ     批次数        拥挤距离        
30     67335.74     851.10         0.3558       12         0.0000      
31     67335.74     851.10         0.3558       12         0.0000      
32     67335.74     851.10         0.3558       12         0.0000      
33     67335.74     851.10         0.3558       12         0.0000      
34     67335.74     851.10         0.3558       12         0.0000      
35     67335.74     851.10         0.3558       12         0.0000      
36     67335.74     851.10         0.3558       12         0.0000      
37     67335.74     851.10         0.3558       12         0.0000      
38     67335.74     851.10         0.3558       12         0.0000      
39     67366.16     850.09         0.3558       12         0.0579      
40     67366.16     850.09         0.3558       12         0.0255      
41     67366.16     850.09         0.3558       12         0.0000      
42     67366.16     850.09         0.3558       12         0.0000      
43     67366.16     850.09         0.3558       12         0.0000      
44     67366.16     850.09         0.3558       12         0.0000      
45     67366.16     850.09         0.3558       12         0.0000      
46     67366.16     850.09         0.3558       12         0.0000      
47     67366.16     850.09         0.3558       12         0.0000      
48     67366.16     850.09         0.3558       12         0.0000      
49     67366.16     850.09         0.3558       12         0.0000      
50     67366.16     850.09         0.3558       12         0.0000      
51     67373.16     850.07         0.3558       12         0.0947      
52     67373.16     850.07         0.3558       12         0.0061      
53     67373.16     850.07         0.3558       12         0.0000      
54     67373.16     850.07         0.3558       12         0.0000      
55     67373.16     850.07         0.3558       12         0.0000      
56     67373.16     850.07         0.3558       12         0.0000      
57     67373.16     850.07         0.3558       12         0.0000      
58     67373.16     850.07         0.3558       12         0.0000      
59     67373.16     850.07         0.3558       12         0.0000      
60     67373.16     850.07         0.3558       12         0.0000      
61     67373.16     850.07         0.3558       12         0.0000      
62     67373.16     850.07         0.3558       12         0.0000      
63     67373.16     850.07         0.3558       12         0.0000      
64     67373.16     850.07         0.3558       12         0.0000      
65     67373.16     850.07         0.3558       12         0.0000      
66     67373.16     850.07         0.3558       12         0.0000      
67     67489.16     850.06         0.3558       12         0.1043      
68     67489.16     850.06         0.3558       12         0.0579      
69     67489.16     850.06         0.3558       12         0.0000      
70     67489.16     850.06         0.3558       12         0.0000      
71     67489.16     850.06         0.3558       12         0.0000      
72     67489.16     850.06         0.3558       12         0.0000      
73     67489.16     850.06         0.3558       12         0.0000      
74     67489.16     850.06         0.3558       12         0.0000      
75     67489.16     850.06         0.3558       12         0.0000      
76     67489.16     850.06         0.3558       12         0.0000      
77     67489.16     850.06         0.3558       12         0.0000      
78     67489.16     850.06         0.3558       12         0.0000      
79     67489.16     850.06         0.3558       12         0.0000      
80     67489.16     850.06         0.3558       12         0.0000      
81     67489.16     850.06         0.3558       12         0.0000      
82     67489.16     850.06         0.3558       12         0.0000      
83     67489.16     850.06         0.3558       12         0.0000      
84     67560.16     849.86         0.3558       12         INF         
85     67560.16     849.86         0.3558       12         INF         
86     67560.16     849.86         0.3558       12         0.0000      
87     67560.16     849.86         0.3558       12         0.0000      
88     67560.16     849.86         0.3558       12         0.0000      
89     67560.16     849.86         0.3558       12         0.0000      
90     67560.16     849.86         0.3558       12         0.0000      
91     67560.16     849.86         0.3558       12         0.0000      
92     67560.16     849.86         0.3558       12         0.0000      
93     67560.16     849.86         0.3558       12         0.0000      
94     67560.16     849.86         0.3558       12         0.0000      
95     67560.16     849.86         0.3558       12         0.0000      
96     67560.16     849.86         0.3558       12         0.0000      
97     67560.16     849.86         0.3558       12         0.0000      
98     67560.16     849.86         0.3558       12         0.0000      
99     67560.16     849.86         0.3558       12         0.0000      
100    67560.16     849.86         0.3558       12         0.0000      

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  统计信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Cmax范围:      [66323.06, 67560.16]
能耗范围:      [849.86, 869.28] kWh
Cmax变化幅度:  1.87%
能耗变化幅度:  2.29%

═══════════════════════════════════════════════════════════════
