╔═══════════════════════════════════════════════════════════════╗
║           NSGA-II 多目标优化结果                              ║
╚═══════════════════════════════════════════════════════════════╝

生成时间: Mon Jan 26 13:00:03 CST 2026
算例文件: C:\Users\Zhang Hailong\Desktop\毕设相关\毕设程序\Article\chapter-3\src\main\resources\instance\J100P5B4D10_02.txt

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  问题信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
工件数:       100
机器总数:     17
打印机数:     5
批处理机数:   2

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  算法参数
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
种群规模:     100
最大代数:     200
交叉率:       0.9
变异率:       0.3
最大运行时间: 1.0 分钟

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  Pareto前沿（共 100 个解）
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

序号     Cmax         能耗(kWh)        PackingQ     批次数        拥挤距离        
────────────────────────────────────────────────────────────────────────
1      66323.06     869.28         0.0573       13         INF         
2      66323.06     869.28         0.0573       13         INF         
3      66699.74     857.07         0.2611       12         1.1173      
4      66699.74     857.07         0.2611       12         0.6107      
5      67304.16     851.12         0.3558       12         0.4894      
6      67304.16     851.12         0.3558       12         0.3318      
7      67304.16     851.12         0.3558       12         0.0000      
8      67304.16     851.12         0.3558       12         0.0000      
9      67304.16     851.12         0.3558       12         0.0000      
10     67304.16     851.12         0.3558       12         0.0000      
11     67304.16     851.12         0.3558       12         0.0000      
12     67304.16     851.12         0.3558       12         0.0000      
13     67304.16     851.12         0.3558       12         0.0000      
14     67304.16     851.12         0.3558       12         0.0000      
15     67304.16     851.12         0.3558       12         0.0000      
16     67304.16     851.12         0.3558       12         0.0000      
17     67304.16     851.12         0.3558       12         0.0000      
18     67304.16     851.12         0.3558       12         0.0000      
19     67304.16     851.12         0.3558       12         0.0000      
20     67304.16     851.12         0.3558       12         0.0000      
21     67304.16     851.12         0.3558       12         0.0000      
22     67335.74     851.10         0.3558       12         0.0778      
23     67335.74     851.10         0.3558       12         0.0254      
24     67335.74     851.10         0.3558       12         0.0000      
25     67335.74     851.10         0.3558       12         0.0000      
26     67335.74     851.10         0.3558       12         0.0000      
27     67335.74     851.10         0.3558       12         0.0000      
28     67335.74     851.10         0.3558       12         0.0000      
29     67335.74     851.10         0.3558       12         0.0000      
