================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 1 次
实验时间: 2025-12-21 20:00:29

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 50个零件, 2台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 78125.05
初始种群平均解: Makespan = 107708.30

Gen    1 | 最优: 78125.05 | 平均: 100629.00 | 改进: 0.00 | 停滞: 1/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 74612.89 | 平均: 94272.42 | 改进: 3512.16 | 停滞: 18/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 73362.00 | 平均: 93906.76 | 改进: 1250.89 | 停滞: 47/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 73362.00 | 平均: 93791.06 | 改进: 0.00 | 停滞: 97/300000 | 耗时: 0.1分钟
Gen  200 | 最优: 73362.00 | 平均: 93920.11 | 改进: 0.00 | 停滞: 147/300000 | 耗时: 0.1分钟
Gen  250 | 最优: 73362.00 | 平均: 93028.91 | 改进: 0.00 | 停滞: 197/300000 | 耗时: 0.1分钟
Gen  300 | 最优: 73071.89 | 平均: 93054.33 | 改进: 290.11 | 停滞: 20/300000 | 耗时: 0.1分钟
Gen  350 | 最优: 73071.89 | 平均: 94046.41 | 改进: 0.00 | 停滞: 70/300000 | 耗时: 0.1分钟
Gen  400 | 最优: 73071.89 | 平均: 93774.39 | 改进: 0.00 | 停滞: 120/300000 | 耗时: 0.2分钟
Gen  450 | 最优: 73071.89 | 平均: 92826.62 | 改进: 0.00 | 停滞: 170/300000 | 耗时: 0.2分钟
Gen  500 | 最优: 73071.89 | 平均: 91591.56 | 改进: 0.00 | 停滞: 220/300000 | 耗时: 0.2分钟
Gen  550 | 最优: 73071.89 | 平均: 92416.96 | 改进: 0.00 | 停滞: 270/300000 | 耗时: 0.2分钟
Gen  600 | 最优: 71589.00 | 平均: 92565.15 | 改进: 1482.89 | 停滞: 22/300000 | 耗时: 0.2分钟
Gen  650 | 最优: 71589.00 | 平均: 93217.59 | 改进: 0.00 | 停滞: 72/300000 | 耗时: 0.2分钟
Gen  700 | 最优: 71589.00 | 平均: 93411.68 | 改进: 0.00 | 停滞: 122/300000 | 耗时: 0.3分钟
Gen  750 | 最优: 71589.00 | 平均: 94288.54 | 改进: 0.00 | 停滞: 172/300000 | 耗时: 0.3分钟
Gen  800 | 最优: 71589.00 | 平均: 94133.94 | 改进: 0.00 | 停滞: 222/300000 | 耗时: 0.3分钟
Gen  850 | 最优: 71589.00 | 平均: 95005.16 | 改进: 0.00 | 停滞: 272/300000 | 耗时: 0.3分钟
Gen  900 | 最优: 71589.00 | 平均: 95202.04 | 改进: 0.00 | 停滞: 322/300000 | 耗时: 0.4分钟
Gen  950 | 最优: 71589.00 | 平均: 94605.56 | 改进: 0.00 | 停滞: 372/300000 | 耗时: 0.4分钟
Gen 1000 | 最优: 71589.00 | 平均: 95071.15 | 改进: 0.00 | 停滞: 422/300000 | 耗时: 0.4分钟
Gen 1050 | 最优: 71589.00 | 平均: 94056.06 | 改进: 0.00 | 停滞: 472/300000 | 耗时: 0.4分钟
Gen 1100 | 最优: 71589.00 | 平均: 94728.17 | 改进: 0.00 | 停滞: 522/300000 | 耗时: 0.4分钟
Gen 1150 | 最优: 71589.00 | 平均: 94640.27 | 改进: 0.00 | 停滞: 572/300000 | 耗时: 0.5分钟
Gen 1200 | 最优: 71589.00 | 平均: 94953.15 | 改进: 0.00 | 停滞: 622/300000 | 耗时: 0.5分钟
Gen 1250 | 最优: 71589.00 | 平均: 94599.17 | 改进: 0.00 | 停滞: 672/300000 | 耗时: 0.5分钟
Gen 1300 | 最优: 71589.00 | 平均: 93232.02 | 改进: 0.00 | 停滞: 722/300000 | 耗时: 0.5分钟
Gen 1350 | 最优: 71589.00 | 平均: 92951.49 | 改进: 0.00 | 停滞: 772/300000 | 耗时: 0.5分钟
Gen 1400 | 最优: 71589.00 | 平均: 93946.71 | 改进: 0.00 | 停滞: 822/300000 | 耗时: 0.5分钟
Gen 1450 | 最优: 71589.00 | 平均: 95497.38 | 改进: 0.00 | 停滞: 872/300000 | 耗时: 0.6分钟
Gen 1500 | 最优: 71589.00 | 平均: 93641.66 | 改进: 0.00 | 停滞: 922/300000 | 耗时: 0.6分钟
Gen 1550 | 最优: 71589.00 | 平均: 93051.74 | 改进: 0.00 | 停滞: 972/300000 | 耗时: 0.6分钟
Gen 1600 | 最优: 71589.00 | 平均: 94761.27 | 改进: 0.00 | 停滞: 1022/300000 | 耗时: 0.6分钟
Gen 1650 | 最优: 71589.00 | 平均: 92976.99 | 改进: 0.00 | 停滞: 1072/300000 | 耗时: 0.6分钟
Gen 1700 | 最优: 71589.00 | 平均: 92907.74 | 改进: 0.00 | 停滞: 1122/300000 | 耗时: 0.6分钟
Gen 1750 | 最优: 71589.00 | 平均: 93461.25 | 改进: 0.00 | 停滞: 1172/300000 | 耗时: 0.6分钟
Gen 1800 | 最优: 71589.00 | 平均: 94060.39 | 改进: 0.00 | 停滞: 1222/300000 | 耗时: 0.7分钟
Gen 1850 | 最优: 71589.00 | 平均: 93139.26 | 改进: 0.00 | 停滞: 1272/300000 | 耗时: 0.7分钟
Gen 1900 | 最优: 71589.00 | 平均: 95439.52 | 改进: 0.00 | 停滞: 1322/300000 | 耗时: 0.7分钟
Gen 1950 | 最优: 71589.00 | 平均: 94643.44 | 改进: 0.00 | 停滞: 1372/300000 | 耗时: 0.7分钟
Gen 2000 | 最优: 71589.00 | 平均: 94519.54 | 改进: 0.00 | 停滞: 1422/300000 | 耗时: 0.7分钟
Gen 2050 | 最优: 71589.00 | 平均: 94606.40 | 改进: 0.00 | 停滞: 1472/300000 | 耗时: 0.7分钟
Gen 2100 | 最优: 71589.00 | 平均: 94506.55 | 改进: 0.00 | 停滞: 1522/300000 | 耗时: 0.8分钟
Gen 2150 | 最优: 71589.00 | 平均: 94522.30 | 改进: 0.00 | 停滞: 1572/300000 | 耗时: 0.8分钟
Gen 2200 | 最优: 71589.00 | 平均: 94074.28 | 改进: 0.00 | 停滞: 1622/300000 | 耗时: 0.8分钟
Gen 2250 | 最优: 71589.00 | 平均: 93995.73 | 改进: 0.00 | 停滞: 1672/300000 | 耗时: 0.8分钟
Gen 2300 | 最优: 71589.00 | 平均: 93437.58 | 改进: 0.00 | 停滞: 1722/300000 | 耗时: 0.8分钟
Gen 2350 | 最优: 71589.00 | 平均: 94305.21 | 改进: 0.00 | 停滞: 1772/300000 | 耗时: 0.8分钟
Gen 2400 | 最优: 71589.00 | 平均: 95155.59 | 改进: 0.00 | 停滞: 1822/300000 | 耗时: 0.9分钟
Gen 2450 | 最优: 71589.00 | 平均: 93162.96 | 改进: 0.00 | 停滞: 1872/300000 | 耗时: 0.9分钟
Gen 2500 | 最优: 71589.00 | 平均: 94630.49 | 改进: 0.00 | 停滞: 1922/300000 | 耗时: 0.9分钟
Gen 2550 | 最优: 71589.00 | 平均: 95294.54 | 改进: 0.00 | 停滞: 1972/300000 | 耗时: 0.9分钟
Gen 2600 | 最优: 71019.49 | 平均: 94692.01 | 改进: 569.51 | 停滞: 9/300000 | 耗时: 0.9分钟
Gen 2650 | 最优: 71019.49 | 平均: 92989.46 | 改进: 0.00 | 停滞: 59/300000 | 耗时: 0.9分钟
Gen 2700 | 最优: 71019.49 | 平均: 94249.28 | 改进: 0.00 | 停滞: 109/300000 | 耗时: 1.0分钟
Gen 2750 | 最优: 71019.49 | 平均: 94055.53 | 改进: 0.00 | 停滞: 159/300000 | 耗时: 1.0分钟
Gen 2800 | 最优: 71019.49 | 平均: 93192.04 | 改进: 0.00 | 停滞: 209/300000 | 耗时: 1.0分钟
Gen 2850 | 最优: 71019.49 | 平均: 93245.17 | 改进: 0.00 | 停滞: 259/300000 | 耗时: 1.0分钟
Gen 2900 | 最优: 71019.49 | 平均: 94659.71 | 改进: 0.00 | 停滞: 309/300000 | 耗时: 1.0分钟
Gen 2950 | 最优: 71019.49 | 平均: 94193.33 | 改进: 0.00 | 停滞: 359/300000 | 耗时: 1.0分钟
Gen 3000 | 最优: 71019.49 | 平均: 95466.10 | 改进: 0.00 | 停滞: 409/300000 | 耗时: 1.1分钟
Gen 3050 | 最优: 71019.49 | 平均: 93472.59 | 改进: 0.00 | 停滞: 459/300000 | 耗时: 1.1分钟
Gen 3100 | 最优: 71019.49 | 平均: 95382.36 | 改进: 0.00 | 停滞: 509/300000 | 耗时: 1.1分钟
Gen 3150 | 最优: 71019.49 | 平均: 94284.14 | 改进: 0.00 | 停滞: 559/300000 | 耗时: 1.1分钟
Gen 3200 | 最优: 71019.49 | 平均: 93828.52 | 改进: 0.00 | 停滞: 609/300000 | 耗时: 1.1分钟
Gen 3250 | 最优: 71019.49 | 平均: 93964.15 | 改进: 0.00 | 停滞: 659/300000 | 耗时: 1.1分钟
Gen 3300 | 最优: 71019.49 | 平均: 93839.90 | 改进: 0.00 | 停滞: 709/300000 | 耗时: 1.1分钟
Gen 3350 | 最优: 71019.49 | 平均: 94194.35 | 改进: 0.00 | 停滞: 759/300000 | 耗时: 1.2分钟
Gen 3400 | 最优: 71019.49 | 平均: 94590.89 | 改进: 0.00 | 停滞: 809/300000 | 耗时: 1.2分钟
Gen 3450 | 最优: 71019.49 | 平均: 94456.71 | 改进: 0.00 | 停滞: 859/300000 | 耗时: 1.2分钟
Gen 3500 | 最优: 71019.49 | 平均: 93637.41 | 改进: 0.00 | 停滞: 909/300000 | 耗时: 1.2分钟
Gen 3550 | 最优: 71019.49 | 平均: 93525.74 | 改进: 0.00 | 停滞: 959/300000 | 耗时: 1.2分钟
Gen 3600 | 最优: 71019.49 | 平均: 95441.68 | 改进: 0.00 | 停滞: 1009/300000 | 耗时: 1.2分钟
Gen 3650 | 最优: 71019.49 | 平均: 94637.47 | 改进: 0.00 | 停滞: 1059/300000 | 耗时: 1.3分钟
Gen 3700 | 最优: 71019.49 | 平均: 94410.38 | 改进: 0.00 | 停滞: 1109/300000 | 耗时: 1.3分钟
Gen 3750 | 最优: 71019.49 | 平均: 95730.48 | 改进: 0.00 | 停滞: 1159/300000 | 耗时: 1.3分钟
Gen 3800 | 最优: 71019.49 | 平均: 93983.90 | 改进: 0.00 | 停滞: 1209/300000 | 耗时: 1.3分钟
Gen 3850 | 最优: 71019.49 | 平均: 94152.19 | 改进: 0.00 | 停滞: 1259/300000 | 耗时: 1.3分钟
Gen 3900 | 最优: 71019.49 | 平均: 93386.13 | 改进: 0.00 | 停滞: 1309/300000 | 耗时: 1.3分钟
Gen 3950 | 最优: 71019.49 | 平均: 92393.02 | 改进: 0.00 | 停滞: 1359/300000 | 耗时: 1.4分钟
Gen 4000 | 最优: 71019.49 | 平均: 92236.94 | 改进: 0.00 | 停滞: 1409/300000 | 耗时: 1.4分钟
Gen 4050 | 最优: 71019.49 | 平均: 93993.61 | 改进: 0.00 | 停滞: 1459/300000 | 耗时: 1.4分钟
Gen 4100 | 最优: 71019.49 | 平均: 93468.53 | 改进: 0.00 | 停滞: 1509/300000 | 耗时: 1.4分钟
Gen 4150 | 最优: 71019.49 | 平均: 93803.53 | 改进: 0.00 | 停滞: 1559/300000 | 耗时: 1.4分钟
Gen 4200 | 最优: 71019.49 | 平均: 94408.39 | 改进: 0.00 | 停滞: 1609/300000 | 耗时: 1.4分钟
Gen 4250 | 最优: 71019.49 | 平均: 92839.54 | 改进: 0.00 | 停滞: 1659/300000 | 耗时: 1.5分钟
Gen 4300 | 最优: 71019.49 | 平均: 94147.00 | 改进: 0.00 | 停滞: 1709/300000 | 耗时: 1.5分钟
Gen 4350 | 最优: 71019.49 | 平均: 93711.88 | 改进: 0.00 | 停滞: 1759/300000 | 耗时: 1.5分钟
Gen 4400 | 最优: 71019.49 | 平均: 94273.15 | 改进: 0.00 | 停滞: 1809/300000 | 耗时: 1.5分钟
Gen 4450 | 最优: 71019.49 | 平均: 93096.13 | 改进: 0.00 | 停滞: 1859/300000 | 耗时: 1.5分钟
Gen 4500 | 最优: 71019.49 | 平均: 94214.55 | 改进: 0.00 | 停滞: 1909/300000 | 耗时: 1.5分钟
Gen 4550 | 最优: 71019.49 | 平均: 94780.20 | 改进: 0.00 | 停滞: 1959/300000 | 耗时: 1.6分钟
Gen 4600 | 最优: 71019.49 | 平均: 94457.44 | 改进: 0.00 | 停滞: 2009/300000 | 耗时: 1.6分钟
Gen 4650 | 最优: 71019.49 | 平均: 93149.33 | 改进: 0.00 | 停滞: 2059/300000 | 耗时: 1.6分钟
Gen 4700 | 最优: 71019.49 | 平均: 93635.12 | 改进: 0.00 | 停滞: 2109/300000 | 耗时: 1.6分钟
Gen 4750 | 最优: 71019.49 | 平均: 93928.03 | 改进: 0.00 | 停滞: 2159/300000 | 耗时: 1.6分钟
Gen 4800 | 最优: 71019.49 | 平均: 94435.25 | 改进: 0.00 | 停滞: 2209/300000 | 耗时: 1.6分钟
Gen 4850 | 最优: 71019.49 | 平均: 92940.99 | 改进: 0.00 | 停滞: 2259/300000 | 耗时: 1.7分钟
Gen 4900 | 最优: 71019.49 | 平均: 93325.79 | 改进: 0.00 | 停滞: 2309/300000 | 耗时: 1.7分钟
Gen 4950 | 最优: 71019.49 | 平均: 93196.56 | 改进: 0.00 | 停滞: 2359/300000 | 耗时: 1.7分钟
Gen 5000 | 最优: 71019.49 | 平均: 93736.58 | 改进: 0.00 | 停滞: 2409/300000 | 耗时: 1.7分钟
Gen 5050 | 最优: 71019.49 | 平均: 93149.70 | 改进: 0.00 | 停滞: 2459/300000 | 耗时: 1.7分钟
Gen 5100 | 最优: 71019.49 | 平均: 92733.18 | 改进: 0.00 | 停滞: 2509/300000 | 耗时: 1.7分钟
Gen 5150 | 最优: 71019.49 | 平均: 93203.96 | 改进: 0.00 | 停滞: 2559/300000 | 耗时: 1.7分钟
Gen 5200 | 最优: 71019.49 | 平均: 92567.79 | 改进: 0.00 | 停滞: 2609/300000 | 耗时: 1.8分钟
Gen 5250 | 最优: 71019.49 | 平均: 94415.03 | 改进: 0.00 | 停滞: 2659/300000 | 耗时: 1.8分钟
Gen 5300 | 最优: 71019.49 | 平均: 93971.74 | 改进: 0.00 | 停滞: 2709/300000 | 耗时: 1.8分钟
Gen 5350 | 最优: 71019.49 | 平均: 94470.71 | 改进: 0.00 | 停滞: 2759/300000 | 耗时: 1.8分钟
Gen 5400 | 最优: 71019.49 | 平均: 93044.79 | 改进: 0.00 | 停滞: 2809/300000 | 耗时: 1.8分钟
Gen 5450 | 最优: 71019.49 | 平均: 93812.23 | 改进: 0.00 | 停滞: 2859/300000 | 耗时: 1.8分钟
Gen 5500 | 最优: 71019.49 | 平均: 92882.01 | 改进: 0.00 | 停滞: 2909/300000 | 耗时: 1.9分钟
Gen 5550 | 最优: 71019.49 | 平均: 93632.82 | 改进: 0.00 | 停滞: 2959/300000 | 耗时: 1.9分钟
Gen 5600 | 最优: 71019.49 | 平均: 94703.50 | 改进: 0.00 | 停滞: 3009/300000 | 耗时: 1.9分钟
Gen 5650 | 最优: 71019.49 | 平均: 94084.63 | 改进: 0.00 | 停滞: 3059/300000 | 耗时: 1.9分钟
Gen 5700 | 最优: 71019.49 | 平均: 92843.76 | 改进: 0.00 | 停滞: 3109/300000 | 耗时: 1.9分钟
Gen 5750 | 最优: 71019.49 | 平均: 93873.56 | 改进: 0.00 | 停滞: 3159/300000 | 耗时: 2.0分钟
Gen 5800 | 最优: 71019.49 | 平均: 94199.67 | 改进: 0.00 | 停滞: 3209/300000 | 耗时: 2.0分钟
Gen 5850 | 最优: 71019.49 | 平均: 94478.52 | 改进: 0.00 | 停滞: 3259/300000 | 耗时: 2.0分钟
Gen 5900 | 最优: 71019.49 | 平均: 93744.77 | 改进: 0.00 | 停滞: 3309/300000 | 耗时: 2.0分钟
Gen 5950 | 最优: 71019.49 | 平均: 94094.85 | 改进: 0.00 | 停滞: 3359/300000 | 耗时: 2.0分钟
Gen 6000 | 最优: 71019.49 | 平均: 92680.83 | 改进: 0.00 | 停滞: 3409/300000 | 耗时: 2.0分钟
Gen 6050 | 最优: 71019.49 | 平均: 93967.31 | 改进: 0.00 | 停滞: 3459/300000 | 耗时: 2.1分钟
Gen 6100 | 最优: 71019.49 | 平均: 93241.74 | 改进: 0.00 | 停滞: 3509/300000 | 耗时: 2.1分钟
Gen 6150 | 最优: 71019.49 | 平均: 93357.93 | 改进: 0.00 | 停滞: 3559/300000 | 耗时: 2.1分钟
Gen 6200 | 最优: 71019.49 | 平均: 92393.41 | 改进: 0.00 | 停滞: 3609/300000 | 耗时: 2.1分钟
Gen 6250 | 最优: 71019.49 | 平均: 93800.15 | 改进: 0.00 | 停滞: 3659/300000 | 耗时: 2.1分钟
Gen 6300 | 最优: 71019.49 | 平均: 93218.87 | 改进: 0.00 | 停滞: 3709/300000 | 耗时: 2.1分钟
Gen 6350 | 最优: 71019.49 | 平均: 93170.04 | 改进: 0.00 | 停滞: 3759/300000 | 耗时: 2.2分钟
Gen 6400 | 最优: 71019.49 | 平均: 93834.23 | 改进: 0.00 | 停滞: 3809/300000 | 耗时: 2.2分钟
