Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-TS,1,255024.7500,0.8293,300015,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,2,266361.0000,0.8293,300015,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,3,252846.0000,0.8293,300005,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,4,259517.0000,0.8293,300014,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,5,257798.2500,0.8293,300010,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,6,262778.2500,0.8293,300010,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,7,257740.0000,0.8293,300006,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,8,260004.7500,0.8293,300011,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,9,261641.0000,0.8293,300016,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-TS,10,261877.0000,0.8293,300010,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-GA,1,248425.0000,0.8293,380649,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-GA,2,247245.0000,0.8293,424874,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-GA,3,251601.0000,0.8293,436100,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
GA-GA,4,247481.0000,0.8293,337731,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_02
