================================================================================
                          实验结果报告
================================================================================
实验配置: ALNS - 自适应大邻域搜索
算例名称: 2M20J-03
实验次数: 第 3 次
实验时间: 2026-02-06 12:17:19

【算法参数】
  最大迭代次数: 1000000000
  种群规模: 0
  变异率: 0.0
  交叉率: 0.0

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 130481.70
运行时间: 300000 ms (300.00 秒)
迭代次数: 42098

【收敛曲线数据】
迭代次数	Cmax
1	160147.00
51	131104.20
101	131104.20
151	131104.20
201	131104.20
251	131104.20
301	131104.20
351	131104.20
401	131104.20
451	131104.20
501	131104.20
551	131104.20
601	131104.20
651	131104.20
701	131104.20
751	131104.20
801	131104.20
851	131104.20
901	131104.20
951	131104.20
1001	131104.20
1051	131104.20
1101	131104.20
1151	131104.20
1201	131104.20
1251	131104.20
1301	131104.20
1351	131104.20
1401	131104.20
1451	131104.20
1501	131104.20
1551	131104.20
1601	131104.20
1651	131104.20
1701	131104.20
1751	131104.20
1801	131104.20
1851	131104.20
1901	131104.20
1951	131104.20
2001	131104.20
2051	131104.20
2101	130481.70
2151	130481.70
2201	130481.70
2251	130481.70
2301	130481.70
2351	130481.70
2401	130481.70
2451	130481.70
2501	130481.70
2551	130481.70
2601	130481.70
2651	130481.70
2701	130481.70
2751	130481.70
2801	130481.70
2851	130481.70
2901	130481.70
2951	130481.70
3001	130481.70
3051	130481.70
3101	130481.70
3151	130481.70
3201	130481.70
3251	130481.70
3301	130481.70
3351	130481.70
3401	130481.70
3451	130481.70
3501	130481.70
3551	130481.70
3601	130481.70
3651	130481.70
3701	130481.70
3751	130481.70
3801	130481.70
3851	130481.70
3901	130481.70
3951	130481.70
4001	130481.70
4051	130481.70
4101	130481.70
4151	130481.70
4201	130481.70
4251	130481.70
4301	130481.70
4351	130481.70
4401	130481.70
4451	130481.70
4501	130481.70
4551	130481.70
4601	130481.70
4651	130481.70
4701	130481.70
4751	130481.70
4801	130481.70
4851	130481.70
4901	130481.70
4951	130481.70
5001	130481.70
5051	130481.70
5101	130481.70
5151	130481.70
5201	130481.70
5251	130481.70
5301	130481.70
5351	130481.70
5401	130481.70
5451	130481.70
5501	130481.70
5551	130481.70
5601	130481.70
5651	130481.70
5701	130481.70
5751	130481.70
5801	130481.70
5851	130481.70
5901	130481.70
5951	130481.70
6001	130481.70
6051	130481.70
6101	130481.70
6151	130481.70
6201	130481.70
6251	130481.70
6301	130481.70
6351	130481.70
6401	130481.70
6451	130481.70
6501	130481.70
6551	130481.70
6601	130481.70
6651	130481.70
6701	130481.70
6751	130481.70
6801	130481.70
6851	130481.70
6901	130481.70
6951	130481.70
7001	130481.70
7051	130481.70
7101	130481.70
7151	130481.70
7201	130481.70
7251	130481.70
7301	130481.70
7351	130481.70
7401	130481.70
7451	130481.70
7501	130481.70
7551	130481.70
7601	130481.70
7651	130481.70
7701	130481.70
7751	130481.70
7801	130481.70
7851	130481.70
7901	130481.70
7951	130481.70
8001	130481.70
8051	130481.70
8101	130481.70
8151	130481.70
8201	130481.70
8251	130481.70
8301	130481.70
8351	130481.70
8401	130481.70
8451	130481.70
8501	130481.70
8551	130481.70
8601	130481.70
8651	130481.70
8701	130481.70
8751	130481.70
8801	130481.70
8851	130481.70
8901	130481.70
8951	130481.70
9001	130481.70
9051	130481.70
9101	130481.70
9151	130481.70
9201	130481.70
9251	130481.70
9301	130481.70
9351	130481.70
9401	130481.70
9451	130481.70
9501	130481.70
9551	130481.70
9601	130481.70
9651	130481.70
9701	130481.70
9751	130481.70
9801	130481.70
9851	130481.70
9901	130481.70
9951	130481.70
10001	130481.70
10051	130481.70
10101	130481.70
10151	130481.70
10201	130481.70
10251	130481.70
10301	130481.70
10351	130481.70
10401	130481.70
10451	130481.70
10501	130481.70
10551	130481.70
10601	130481.70
10651	130481.70
10701	130481.70
10751	130481.70
10801	130481.70
10851	130481.70
10901	130481.70
10951	130481.70
11001	130481.70
11051	130481.70
11101	130481.70
11151	130481.70
