# Pareto Front
# Size: 29
# Format: Cmax Energy

49444.777778	288.998446
50126.777778	281.778141
49482.000000	288.541966
50612.000000	277.568178
50665.777778	276.570993
51260.777778	276.479832
51342.777778	275.904218
50648.777778	277.356718
51265.000000	276.179795
50174.000000	280.864945
50559.777778	280.408465
51456.000000	267.177872
55300.000000	265.145797
51576.000000	266.624630
55199.000000	265.243900
54134.000000	265.245569
51756.000000	266.296286
53813.000000	265.459936
52871.000000	265.537147
52035.000000	266.082833
52408.000000	266.067339
52805.000000	265.775230
52833.000000	265.558075
53999.000000	265.437375
52562.000000	265.930964
54033.000000	265.343672
52727.000000	265.837983
52628.000000	265.878358
52606.000000	265.892811
