Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-TS,1,133893.0000,0.8242,300007,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,2,146343.0000,0.8242,300017,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,3,140118.0000,0.8242,300007,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,4,135449.2500,0.8242,300014,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,5,140118.0000,0.8242,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,6,140118.0000,0.8242,300013,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,7,143627.0000,0.6594,300013,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,8,146343.0000,0.6594,300011,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,9,146343.0000,0.8242,300010,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-TS,10,143853.0000,0.8242,300017,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,1,135760.5000,0.8242,330217,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,2,141975.0000,0.6594,333971,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,3,131714.2500,0.8242,331179,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,4,132648.0000,0.8242,335985,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,5,140118.0000,0.8242,319556,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,6,136383.0000,0.8242,368972,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,7,135138.0000,0.8242,379996,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,8,127045.5000,0.8242,333101,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,9,129535.5000,0.8242,321393,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-GA,10,135138.0000,0.8242,316387,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,1,142608.0000,0.8242,402845,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,2,146343.0000,0.8242,384675,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,3,141985.5000,0.8242,355779,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,4,138250.5000,0.8242,378004,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,5,141051.7500,0.8242,345745,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,6,146343.0000,0.6594,362266,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,7,135760.5000,0.8242,393430,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,8,138873.0000,0.8242,413508,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,9,143391.0000,0.6594,351498,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
GA-ACO,10,141975.0000,0.6594,363571,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,1,122970.0000,0.0000,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,2,122970.0000,0.0000,300006,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,3,122970.0000,0.0000,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,4,122970.0000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,5,122970.0000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,6,122970.0000,0.0000,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,7,122970.0000,0.0000,300005,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,8,122970.0000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,9,122970.0000,0.0000,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
ALNS,10,122970.0000,0.0000,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_04
