================================================================================
                          实验结果报告
================================================================================
算法名称: PSO粒子群算法
实验次数: 第 6 次
实验时间: 2025-12-22 14:29:04

【参数配置】
PSOParameters{
  swarmSize=100, w=0.70, c1=1.50, c2=1.50
  maxStagnantStep=30000 (早停阈值), maxRunTime=3.0分钟
}

================================================================================
                        PSO算法开始运行
================================================================================
粒子群大小: 100
惯性权重 w: 0.7
个体学习因子 c1: 1.5
社会学习因子 c2: 1.5
最大停滞步数: 30000
最大运行时间: 3.0 分钟
================================================================================

[初始化] 生成初始粒子群...
[初始化] 初始最优 Makespan: 42290.33

开始迭代优化...

代数   10 | 最优 Makespan: 40953.33 | 改进: +3.16% | 停滞: 3
代数   20 | 最优 Makespan: 39115.79 | 改进: +4.49% | 停滞: 2
代数   30 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 12
代数   40 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 22
代数   50 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 32
代数   60 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 42
代数   70 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 52
代数   80 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 62
代数   90 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 72
代数  100 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 82
代数  110 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 92
代数  120 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 102
代数  130 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 112
代数  140 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 122
代数  150 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 132
代数  160 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 142
代数  170 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 152
代数  180 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 162
代数  190 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 172
代数  200 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 182
代数  210 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 192
代数  220 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 202
代数  230 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 212
代数  240 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 222
代数  250 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 232
代数  260 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 242
代数  270 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 252
代数  280 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 262
代数  290 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 272
代数  300 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 282
代数  310 | 最优 Makespan: 39115.79 | 改进: +0.00% | 停滞: 292
