Algorithm,Run,HV,IGD,RunTime
NSGAII,1,1.08777917,0.07585803,300.20
NSGAII,2,1.19259650,0.02050624,300.02
NSGAII,3,1.09182050,0.05483169,300.05
NSGAII,4,0.99400123,0.08850234,300.02
NSGAII,5,0.97366674,0.11490523,300.00
NSGAII,6,0.95577703,0.14345695,300.05
NSGAII,7,0.82498056,0.20481504,300.03
NSGAII,8,0.91626440,0.16546928,300.09
NSGAII,9,0.97823798,0.12414156,300.04
NSGAII,10,1.01809417,0.09570024,300.04
NSGAII-Basic,1,0.69953392,0.42517759,300.01
NSGAII-Basic,2,0.65926535,0.46322401,300.00
NSGAII-Basic,3,0.55763705,0.48794017,300.01
NSGAII-Basic,4,0.41159918,0.62419615,300.00
NSGAII-Basic,5,0.66775535,0.39767768,300.01
NSGAII-Basic,6,0.60743443,0.44012091,300.01
NSGAII-Basic,7,0.50552515,0.54244593,300.03
NSGAII-Basic,8,0.28142451,0.73929677,300.02
NSGAII-Basic,9,0.35098368,0.65998994,300.03
NSGAII-Basic,10,0.57404499,0.47320660,300.01
MOEAD,1,0.15243703,0.90289803,300.30
MOEAD,2,0.09974662,0.97546356,300.17
MOEAD,3,0.08872465,1.00955752,300.41
MOEAD,4,0.05687892,1.07262204,300.40
MOEAD,5,0.18376772,0.84332171,300.13
MOEAD,6,0.13415682,0.91839466,300.29
MOEAD,7,0.47776433,0.56055563,300.38
MOEAD,8,0.13913348,0.94146978,300.33
MOEAD,9,0.22971480,0.79412741,300.29
MOEAD,10,0.14818767,0.89864124,300.20
MOGWO,1,0.28530559,0.67515715,300.28
MOGWO,2,0.38154782,0.56281562,300.40
MOGWO,3,0.31557117,0.64001947,300.06
MOGWO,4,0.59906823,0.36422145,300.26
MOGWO,5,0.04769621,1.04821348,300.26
MOGWO,6,0.35511661,0.62244024,300.34
MOGWO,7,0.32069488,0.63460912,300.33
MOGWO,8,0.46809533,0.46981285,300.10
MOGWO,9,0.43280807,0.50796808,300.16
MOGWO,10,0.59414649,0.35088298,300.08
SPEA2,1,0.57644926,0.44950530,300.08
SPEA2,2,0.23870562,0.79603710,300.03
SPEA2,3,0.53350200,0.48197717,300.09
SPEA2,4,0.38229050,0.65273495,300.02
SPEA2,5,0.41839816,0.60963717,300.04
SPEA2,6,0.20093820,0.82624580,300.03
SPEA2,7,0.43363591,0.60453388,300.08
SPEA2,8,0.44902518,0.56127859,300.02
SPEA2,9,0.21072717,0.80472268,300.09
SPEA2,10,0.39561978,0.62354624,300.08
