Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-TS,1,92469.0000,0.6244,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,2,92469.0000,0.6244,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,3,92469.0000,0.6244,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,4,92469.0000,0.6244,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,5,92469.0000,0.6244,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,6,92469.0000,0.6244,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,7,92469.0000,0.6244,300006,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,8,92469.0000,0.6244,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,9,92469.0000,0.6244,300004,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-TS,10,92469.0000,0.6244,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,1,92469.0000,0.6244,315789,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,2,92469.0000,0.6244,318836,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,3,92469.0000,0.6244,320044,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,4,92469.0000,0.6244,308894,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,5,92469.0000,0.6244,311398,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,6,92469.0000,0.6244,315690,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,7,92469.0000,0.6244,308002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,8,92469.0000,0.6244,305903,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,9,92469.0000,0.6244,308641,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-GA,10,92469.0000,0.6244,311632,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,1,92469.0000,0.6244,314726,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,2,92469.0000,0.6244,326932,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,3,92469.0000,0.6244,310497,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,4,92469.0000,0.6244,330010,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,5,92469.0000,0.6244,337255,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,6,92469.0000,0.6244,324805,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,7,92469.0000,0.6244,319657,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,8,92469.0000,0.6244,326236,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,9,92469.0000,0.6244,320602,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
GA-ACO,10,92469.0000,0.6244,325048,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,1,92469.0000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,2,92469.0000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,3,92469.0000,0.0000,300767,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,4,92469.0000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,5,92469.0000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,6,92469.0000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,7,92469.0000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,8,92469.0000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,9,92469.0000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
ALNS,10,92469.0000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_10/printItem_10_02
