================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 5 次
实验时间: 2025-12-21 19:54:26

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 20个零件, 3台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 44050.68
初始种群平均解: Makespan = 55819.75

Gen    1 | 最优: 44050.68 | 平均: 53600.01 | 改进: 0.00 | 停滞: 1/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 39421.68 | 平均: 49375.79 | 改进: 4629.00 | 停滞: 16/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 39106.68 | 平均: 49054.24 | 改进: 315.00 | 停滞: 1/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 38140.68 | 平均: 49180.94 | 改进: 966.00 | 停滞: 35/300000 | 耗时: 0.0分钟
Gen  200 | 最优: 36429.68 | 平均: 49001.62 | 改进: 1711.00 | 停滞: 20/300000 | 耗时: 0.0分钟
Gen  250 | 最优: 36429.68 | 平均: 49351.37 | 改进: 0.00 | 停滞: 70/300000 | 耗时: 0.0分钟
Gen  300 | 最优: 36429.68 | 平均: 49011.99 | 改进: 0.00 | 停滞: 120/300000 | 耗时: 0.0分钟
Gen  350 | 最优: 36186.68 | 平均: 47982.59 | 改进: 243.00 | 停滞: 3/300000 | 耗时: 0.0分钟
Gen  400 | 最优: 36186.68 | 平均: 48264.27 | 改进: 0.00 | 停滞: 53/300000 | 耗时: 0.0分钟
Gen  450 | 最优: 35574.00 | 平均: 48524.16 | 改进: 612.68 | 停滞: 48/300000 | 耗时: 0.0分钟
Gen  500 | 最优: 35574.00 | 平均: 48615.81 | 改进: 0.00 | 停滞: 98/300000 | 耗时: 0.1分钟
Gen  550 | 最优: 35574.00 | 平均: 48215.93 | 改进: 0.00 | 停滞: 148/300000 | 耗时: 0.1分钟
Gen  600 | 最优: 35574.00 | 平均: 49114.11 | 改进: 0.00 | 停滞: 198/300000 | 耗时: 0.1分钟
Gen  650 | 最优: 35574.00 | 平均: 47789.79 | 改进: 0.00 | 停滞: 248/300000 | 耗时: 0.1分钟
Gen  700 | 最优: 35574.00 | 平均: 48614.88 | 改进: 0.00 | 停滞: 298/300000 | 耗时: 0.1分钟
Gen  750 | 最优: 35574.00 | 平均: 48128.89 | 改进: 0.00 | 停滞: 348/300000 | 耗时: 0.1分钟
Gen  800 | 最优: 35574.00 | 平均: 48127.08 | 改进: 0.00 | 停滞: 398/300000 | 耗时: 0.1分钟
Gen  850 | 最优: 35574.00 | 平均: 48420.46 | 改进: 0.00 | 停滞: 448/300000 | 耗时: 0.1分钟
Gen  900 | 最优: 35574.00 | 平均: 48843.03 | 改进: 0.00 | 停滞: 498/300000 | 耗时: 0.1分钟
Gen  950 | 最优: 35574.00 | 平均: 48752.88 | 改进: 0.00 | 停滞: 548/300000 | 耗时: 0.1分钟
Gen 1000 | 最优: 35574.00 | 平均: 48842.87 | 改进: 0.00 | 停滞: 598/300000 | 耗时: 0.1分钟
Gen 1050 | 最优: 35574.00 | 平均: 48229.99 | 改进: 0.00 | 停滞: 648/300000 | 耗时: 0.1分钟
Gen 1100 | 最优: 35574.00 | 平均: 48662.31 | 改进: 0.00 | 停滞: 698/300000 | 耗时: 0.1分钟
Gen 1150 | 最优: 35574.00 | 平均: 48411.09 | 改进: 0.00 | 停滞: 748/300000 | 耗时: 0.1分钟
Gen 1200 | 最优: 35574.00 | 平均: 48703.88 | 改进: 0.00 | 停滞: 798/300000 | 耗时: 0.1分钟
Gen 1250 | 最优: 35574.00 | 平均: 48921.84 | 改进: 0.00 | 停滞: 848/300000 | 耗时: 0.1分钟
Gen 1300 | 最优: 35574.00 | 平均: 47626.04 | 改进: 0.00 | 停滞: 898/300000 | 耗时: 0.1分钟
Gen 1350 | 最优: 35574.00 | 平均: 48142.93 | 改进: 0.00 | 停滞: 948/300000 | 耗时: 0.1分钟
Gen 1400 | 最优: 35574.00 | 平均: 48101.46 | 改进: 0.00 | 停滞: 998/300000 | 耗时: 0.2分钟
Gen 1450 | 最优: 35574.00 | 平均: 48944.82 | 改进: 0.00 | 停滞: 1048/300000 | 耗时: 0.2分钟
Gen 1500 | 最优: 35574.00 | 平均: 48671.74 | 改进: 0.00 | 停滞: 1098/300000 | 耗时: 0.2分钟
Gen 1550 | 最优: 35574.00 | 平均: 48471.78 | 改进: 0.00 | 停滞: 1148/300000 | 耗时: 0.2分钟
