Algorithm,Run,HV,IGD,RunTime
NSGAII,1,1.06182062,0.00595886,300.01
NSGAII,2,1.00804278,0.10007296,300.00
NSGAII,3,1.01092165,0.14863252,300.00
NSGAII,4,1.01425949,0.15478331,300.01
NSGAII,5,1.06033894,0.00869265,300.01
NSGAII,6,1.05878161,0.04128895,300.01
NSGAII,7,1.05930055,0.02744199,300.01
NSGAII,8,1.00329220,0.15411716,300.03
NSGAII,9,1.06068801,0.02528954,300.01
NSGAII,10,1.06266663,0.00886982,300.01
NSGAII-Basic,1,0.68113713,0.30105271,300.00
NSGAII-Basic,2,0.63267629,0.41276037,300.00
NSGAII-Basic,3,0.68694337,0.29749986,300.01
NSGAII-Basic,4,0.62711813,0.43557591,300.00
NSGAII-Basic,5,0.66889263,0.31668459,300.01
NSGAII-Basic,6,0.63226336,0.41724015,300.00
NSGAII-Basic,7,0.68114182,0.30105271,300.00
NSGAII-Basic,8,0.63310230,0.38649297,300.00
NSGAII-Basic,9,0.62961842,0.43100233,300.01
NSGAII-Basic,10,0.63310230,0.38649297,300.01
MOEAD,1,0.39890183,0.52995603,300.01
MOEAD,2,0.61555839,0.43761846,300.01
MOEAD,3,0.47433186,0.49400214,300.05
MOEAD,4,0.61020063,0.47783206,300.03
MOEAD,5,0.42999591,0.52152069,300.05
MOEAD,6,0.40377254,0.53450647,300.01
MOEAD,7,0.29087651,0.59226230,300.08
MOEAD,8,0.62556482,0.43661307,300.03
MOEAD,9,0.60715781,0.51506348,300.03
MOEAD,10,0.62451629,0.47517924,300.05
MOGWO,1,0.98554667,0.12305696,300.10
MOGWO,2,0.93941350,0.10789110,300.04
MOGWO,3,0.95349390,0.13536825,300.09
MOGWO,4,0.87121448,0.15700497,300.08
MOGWO,5,0.97133142,0.08997600,300.08
MOGWO,6,0.74208259,0.21413691,300.07
MOGWO,7,0.82888869,0.20215331,300.13
MOGWO,8,0.94455761,0.12357792,300.05
MOGWO,9,0.92981960,0.11449244,300.11
MOGWO,10,0.95979198,0.16288299,300.09
SPEA2,1,0.63056579,0.38677328,300.00
SPEA2,2,0.65911853,0.39278028,300.04
SPEA2,3,0.62955030,0.39115511,300.02
SPEA2,4,0.63265520,0.39105200,300.03
SPEA2,5,0.63226420,0.41369934,300.06
SPEA2,6,0.62711813,0.43557591,300.03
SPEA2,7,0.63282738,0.34380201,300.03
SPEA2,8,0.62911618,0.39179265,300.02
SPEA2,9,0.61796495,0.52834933,300.04
SPEA2,10,0.62911038,0.47082819,300.01
