================================================================================
                          实验结果报告
================================================================================
实验配置: ALNS - 自适应大邻域搜索
算例名称: 2M20J-03
实验次数: 第 7 次
实验时间: 2026-02-06 12:17:34

【算法参数】
  最大迭代次数: 1000000000
  种群规模: 0
  变异率: 0.0
  交叉率: 0.0

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 130050.00
运行时间: 300002 ms (300.00 秒)
迭代次数: 42666

【收敛曲线数据】
迭代次数	Cmax
1	160147.00
51	144475.50
101	141686.70
151	139254.00
201	136422.00
251	136422.00
301	136422.00
351	136422.00
401	136422.00
451	136422.00
501	136422.00
551	134540.40
601	131230.00
651	131230.00
701	131230.00
751	131230.00
801	131230.00
851	131230.00
901	131230.00
951	131230.00
1001	131230.00
1051	131230.00
1101	131230.00
1151	131230.00
1201	131230.00
1251	131230.00
1301	131230.00
1351	131230.00
1401	131230.00
1451	131230.00
1501	131230.00
1551	131230.00
1601	131230.00
1651	131230.00
1701	131230.00
1751	131230.00
1801	131230.00
1851	131230.00
1901	131230.00
1951	131230.00
2001	131230.00
2051	131230.00
2101	131230.00
2151	131230.00
2201	131230.00
2251	131230.00
2301	131230.00
2351	131230.00
2401	131230.00
2451	131230.00
2501	131230.00
2551	131230.00
2601	131230.00
2651	131230.00
2701	131230.00
2751	131230.00
2801	131230.00
2851	131230.00
2901	131230.00
2951	131230.00
3001	131230.00
3051	131230.00
3101	131230.00
3151	131230.00
3201	131230.00
3251	131230.00
3301	131230.00
3351	131230.00
3401	131230.00
3451	131230.00
3501	131230.00
3551	131230.00
3601	131230.00
3651	131230.00
3701	131230.00
3751	131230.00
3801	131230.00
3851	131230.00
3901	131230.00
3951	131230.00
4001	131230.00
4051	131230.00
4101	131230.00
4151	131230.00
4201	131230.00
4251	131230.00
4301	131230.00
4351	131230.00
4401	131230.00
4451	131230.00
4501	131230.00
4551	131230.00
4601	131230.00
4651	131230.00
4701	131230.00
4751	131230.00
4801	131230.00
4851	131230.00
4901	131230.00
4951	131230.00
5001	131230.00
5051	131230.00
5101	131230.00
5151	131230.00
5201	131230.00
5251	131230.00
5301	131230.00
5351	131230.00
5401	131230.00
5451	131230.00
5501	131230.00
5551	131230.00
5601	131230.00
5651	131230.00
5701	131230.00
5751	131230.00
5801	131230.00
5851	131230.00
5901	131230.00
5951	131230.00
6001	131230.00
6051	131230.00
6101	131230.00
6151	131230.00
6201	131230.00
6251	131230.00
6301	131230.00
6351	131230.00
6401	131230.00
6451	131230.00
6501	131230.00
6551	131230.00
6601	131230.00
6651	131230.00
6701	131230.00
6751	131230.00
6801	131230.00
6851	131230.00
6901	131230.00
6951	131230.00
7001	131230.00
7051	131230.00
7101	131230.00
7151	131230.00
7201	131230.00
7251	131230.00
7301	131230.00
7351	131104.20
7401	131104.20
7451	131104.20
7501	131104.20
7551	131104.20
7601	131104.20
7651	131104.20
7701	131104.20
7751	131104.20
7801	131104.20
7851	131104.20
7901	131104.20
7951	131104.20
8001	131104.20
8051	131104.20
8101	131104.20
8151	131104.20
8201	131104.20
8251	131104.20
8301	131104.20
8351	131104.20
8401	131104.20
8451	131104.20
8501	131104.20
8551	131104.20
8601	131104.20
8651	131104.20
8701	131104.20
8751	131104.20
8801	131104.20
8851	131104.20
8901	131104.20
8951	131104.20
9001	131104.20
9051	131104.20
9101	131104.20
9151	131104.20
9201	131104.20
9251	131104.20
9301	131104.20
9351	131104.20
9401	131104.20
9451	131104.20
9501	131104.20
9551	131104.20
9601	131104.20
9651	131104.20
9701	131104.20
9751	131104.20
9801	131104.20
9851	131104.20
9901	130050.00
9951	130050.00
10001	130050.00
10051	130050.00
10101	130050.00
10151	130050.00
10201	130050.00
10251	130050.00
10301	130050.00
10351	130050.00
10401	130050.00
10451	130050.00
10501	130050.00
10551	130050.00
10601	130050.00
10651	130050.00
10701	130050.00
10751	130050.00
10801	130050.00
10851	130050.00
10901	130050.00
10951	130050.00
11001	130050.00
11051	130050.00
11101	130050.00
11151	130050.00
11201	130050.00
11251	130050.00
11301	130050.00
11351	130050.00
11401	130050.00
11451	130050.00
11501	130050.00
11551	130050.00
11601	130050.00
11651	130050.00
11701	130050.00
11751	130050.00
11801	130050.00
11851	130050.00
11901	130050.00
11951	130050.00
12001	130050.00
12051	130050.00
12101	130050.00
12151	130050.00
12201	130050.00
12251	130050.00
12301	130050.00
12351	130050.00
12401	130050.00
12451	130050.00
12501	130050.00
12551	130050.00
12601	130050.00
12651	130050.00
12701	130050.00
12751	130050.00
12801	130050.00
12851	130050.00
12901	130050.00
12951	130050.00
13001	130050.00
13051	130050.00
13101	130050.00
13151	130050.00
13201	130050.00
13251	130050.00
13301	130050.00
13351	130050.00
13401	130050.00
13451	130050.00
13501	130050.00
13551	130050.00
13601	130050.00
13651	130050.00
13701	130050.00
13751	130050.00
13801	130050.00
13851	130050.00
13901	130050.00
13951	130050.00
14001	130050.00
14051	130050.00
14101	130050.00
14151	130050.00
14201	130050.00
14251	130050.00
14301	130050.00
14351	130050.00
14401	130050.00
14451	130050.00
14501	130050.00
14551	130050.00
14601	130050.00
14651	130050.00
14701	130050.00
14751	130050.00
14801	130050.00
14851	130050.00
14901	130050.00
14951	130050.00
15001	130050.00
15051	130050.00
15101	130050.00
15151	130050.00
15201	130050.00
15251	130050.00
15301	130050.00
15351	130050.00
15401	130050.00
15451	130050.00
15501	130050.00
15551	130050.00
15601	130050.00
15651	130050.00
15701	130050.00
15751	130050.00
15801	130050.00
15851	130050.00
15901	130050.00
15951	130050.00
16001	130050.00
16051	130050.00
16101	130050.00
16151	130050.00
16201	130050.00
16251	130050.00
16301	130050.00
16351	130050.00
16401	130050.00
16451	130050.00
16501	130050.00
16551	130050.00
16601	130050.00
16651	130050.00
16701	130050.00
16751	130050.00
16801	130050.00
16851	130050.00
16901	130050.00
16951	130050.00
17001	130050.00
17051	130050.00
17101	130050.00
17151	130050.00
17201	130050.00
17251	130050.00
17301	130050.00
17351	130050.00
17401	130050.00
17451	130050.00
17501	130050.00
17551	130050.00
17601	130050.00
17651	130050.00
17701	130050.00
17751	130050.00
17801	130050.00
17851	130050.00
17901	130050.00
17951	130050.00
18001	130050.00
18051	130050.00
18101	130050.00
18151	130050.00
18201	130050.00
18251	130050.00
18301	130050.00
18351	130050.00
18401	130050.00
18451	130050.00
18501	130050.00
18551	130050.00
18601	130050.00
18651	130050.00
18701	130050.00
18751	130050.00
18801	130050.00
18851	130050.00
18901	130050.00
18951	130050.00
19001	130050.00
19051	130050.00
19101	130050.00
19151	130050.00
19201	130050.00
19251	130050.00
19301	130050.00
19351	130050.00
19401	130050.00
19451	130050.00
19501	130050.00
19551	130050.00
19601	130050.00
19651	130050.00
19701	130050.00
19751	130050.00
19801	130050.00
19851	130050.00
19901	130050.00
19951	130050.00
20001	130050.00
20051	130050.00
20101	130050.00
20151	130050.00
20201	130050.00
20251	130050.00
20301	130050.00
