================================================================================
                          实验结果报告
================================================================================
实验名称: 无禁忌搜索 - 50%启发式+LocalSearch变异+无搜索+复杂评分
算例名称: 5M80J
运行ID: 2
实验时间: 2026-02-07 12:31:32

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 220417.4000
运行时间: 300157 ms (300.16 秒)
终止代数: 1064

【收敛曲线数据】
代数	Cmax
1	371867.7000
11	260964.0000
21	239850.8000
31	238374.3529
41	230743.8000
51	230743.8000
61	230743.8000
71	230743.8000
81	230743.8000
91	230743.8000
101	230743.8000
111	230743.8000
121	230743.8000
131	230743.8000
141	230743.8000
151	230743.8000
161	230743.8000
171	230743.8000
181	230743.8000
191	227777.4000
201	227777.4000
211	227777.4000
221	227297.4000
231	227297.4000
241	227297.4000
251	223937.4000
261	223594.0000
271	223594.0000
281	223594.0000
291	223594.0000
301	223594.0000
311	223594.0000
321	223594.0000
331	223594.0000
341	223594.0000
351	223594.0000
361	223594.0000
371	223594.0000
381	223594.0000
391	223594.0000
401	223594.0000
411	223594.0000
421	223594.0000
431	223594.0000
441	223594.0000
451	223594.0000
461	223594.0000
471	223594.0000
481	223594.0000
491	223594.0000
501	223594.0000
511	223594.0000
521	223594.0000
531	223594.0000
541	223594.0000
551	223594.0000
561	223594.0000
571	223594.0000
581	223594.0000
591	223594.0000
601	223594.0000
611	223594.0000
621	223594.0000
631	223594.0000
641	223594.0000
651	223594.0000
661	223594.0000
671	223594.0000
681	223594.0000
691	223594.0000
701	223594.0000
711	223594.0000
721	223594.0000
731	223594.0000
741	223594.0000
751	223594.0000
761	223594.0000
771	223594.0000
781	223594.0000
791	223594.0000
801	223594.0000
811	223594.0000
821	223594.0000
831	223594.0000
841	223594.0000
851	223594.0000
861	221377.4000
871	221377.4000
881	221377.4000
891	221377.4000
901	220417.4000
911	220417.4000
921	220417.4000
931	220417.4000
941	220417.4000
951	220417.4000
961	220417.4000
971	220417.4000
981	220417.4000
991	220417.4000
1001	220417.4000
1011	220417.4000
1021	220417.4000
1031	220417.4000
1041	220417.4000
1051	220417.4000
1061	220417.4000
1064	220417.4000

✓ 收敛曲线图已生成: 收敛曲线图.png

【机器负载统计】
  机器 1: 批次数=6, 完工时间=220445.6862
  机器 2: 批次数=2, 完工时间=217064.1752
  机器 3: 批次数=2, 完工时间=215237.1456
  机器 4: 批次数=6, 完工时间=219728.3879
  机器 5: 批次数=2, 完工时间=218248.2773


================================================================================
                         实验结果输出完成
================================================================================
