Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-GA,5,466492.8000,0.8069,635263,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-GA,6,470508.8000,0.8069,475481,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-GA,7,429344.8000,0.8803,462829,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-GA,8,450428.8000,0.8803,406274,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-GA,9,385168.8000,0.7449,361199,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-GA,10,444404.8000,0.8069,414458,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,1,669619.2000,0.8069,837475,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,2,636487.2000,0.6917,822384,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,3,597331.2000,0.6917,569721,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,4,452436.8000,0.7449,853326,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,5,482556.8000,0.7449,849214,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,6,492596.8000,0.8069,995070,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,7,663595.2000,0.7449,908541,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,8,628455.2000,0.8069,994680,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,9,610383.2000,0.7449,948073,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
GA-ACO,10,648535.2000,0.7449,655388,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,1,294700.8000,0.0000,300173,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,2,294490.4000,0.0000,300572,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,3,294490.4000,0.0000,300175,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,4,294490.4000,0.0000,300097,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,5,290868.3000,0.0000,300091,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,6,295795.8000,0.0000,300418,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,7,294634.7000,0.0000,300164,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,8,296045.9000,0.0000,300053,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,9,296816.8000,0.0000,300054,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
ALNS,10,294490.4000,0.0000,300002,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_03
