Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-ACO,4,568333.6000,0.7889,779926,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
GA-ACO,5,704759.2000,0.7363,791849,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
GA-ACO,6,638495.2000,0.6903,853811,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
GA-ACO,7,465336.9000,0.6903,886967,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
GA-ACO,8,558860.8000,0.7363,782868,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
GA-ACO,9,716807.2000,0.7363,795048,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
GA-ACO,10,661587.2000,0.7363,805641,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,1,364560.3000,0.0000,300044,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,2,360663.6000,0.0000,300144,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,3,366202.8000,0.0000,300156,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,4,363202.5000,0.0000,300071,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,5,361857.1000,0.0000,300139,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,6,361560.0000,0.0000,300011,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,7,361028.3000,0.0000,300147,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,8,358012.2000,0.0000,300104,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,9,372453.8000,0.0000,300093,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
ALNS,10,375813.8000,0.0000,300123,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_01
