Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-TS,1,249244.0000,0.9026,300010,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,2,257487.0000,0.7897,300010,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,3,263640.0000,0.7897,300004,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,4,248149.5000,0.9026,300014,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,5,261405.0000,0.7897,300012,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,6,260627.2500,0.7897,300007,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,7,262821.0000,0.7897,300007,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,8,264112.0000,0.9026,300008,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,9,263428.5000,0.7897,300017,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-TS,10,263400.7500,0.7897,300028,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,1,237878.2500,0.9026,426196,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,2,240040.0000,0.9026,354844,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,3,240679.5000,0.9026,396495,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,4,241456.0000,0.9026,364364,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,5,244103.2500,0.9026,377376,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,6,239804.0000,0.9026,421174,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,7,239568.0000,0.9026,334087,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,8,239332.0000,0.9026,340842,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,9,235084.0000,0.9026,422858,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-GA,10,241613.2500,0.9026,402381,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,1,280285.0000,0.7897,559958,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,2,276501.0000,0.7020,547904,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,3,274149.0000,0.7897,576887,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,4,285949.0000,0.7020,521257,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,5,276273.0000,0.7897,556157,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,6,270898.5000,0.7897,465630,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,7,272497.0000,0.7897,608303,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,8,269937.0000,0.7897,465072,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,9,266361.0000,0.7897,537178,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
GA-ACO,10,279613.5000,0.7020,450738,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
ALNS,1,230253.0000,0.0000,300011,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
ALNS,2,228876.9000,0.0000,300015,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
ALNS,3,230253.0000,0.0000,300052,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
ALNS,4,231366.9000,0.0000,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
ALNS,5,231068.1000,0.0000,300033,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
ALNS,6,228837.0000,0.0000,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
ALNS,7,231433.0000,0.0000,300026,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_40/printItem_40_04
