迭代次数,Cmax
1,354179.7000
2,354179.7000
3,336388.3000
4,332177.1000
5,332177.1000
6,332177.1000
7,332177.1000
8,332177.1000
9,332177.1000
10,320954.7000
11,320954.7000
12,320954.7000
13,320954.7000
14,320954.7000
15,320954.7000
16,320954.7000
17,320954.7000
18,320954.7000
19,320954.7000
20,320954.7000
21,320954.7000
22,320954.7000
23,320954.7000
24,320954.7000
25,320954.7000
26,320954.7000
27,320954.7000
28,320954.7000
29,320954.7000
30,320954.7000
31,320954.7000
32,320954.7000
33,320954.7000
34,320954.7000
35,320954.7000
36,320954.7000
37,320954.7000
38,320954.7000
39,320954.7000
40,320954.7000
41,320954.7000
42,320954.7000
43,320954.7000
44,320954.7000
45,320954.7000
46,320954.7000
47,320954.7000
48,320954.7000
49,320954.7000
50,320954.7000
51,320954.7000
52,320954.7000
53,320954.7000
54,320954.7000
55,315768.6000
56,315768.6000
57,315768.6000
58,315768.6000
59,315768.6000
60,315768.6000
61,315768.6000
62,315768.6000
63,315768.6000
64,315768.6000
65,315768.6000
66,315768.6000
67,315768.6000
68,315768.6000
69,315768.6000
70,315768.6000
71,315768.6000
72,315768.6000
73,315768.6000
74,315768.6000
75,315768.6000
76,315768.6000
77,315768.6000
78,315768.6000
79,315768.6000
80,315768.6000
81,315768.6000
82,315768.6000
83,315768.6000
84,315768.6000
85,315768.6000
86,315768.6000
87,315768.6000
88,315768.6000
89,315768.6000
90,315768.6000
91,315768.6000
92,315768.6000
93,315768.6000
94,315768.6000
95,315768.6000
96,315768.6000
97,315768.6000
98,315768.6000
99,315768.6000
100,315768.6000
101,315768.6000
102,315768.6000
103,315768.6000
104,315768.6000
105,315768.6000
106,315768.6000
107,315768.6000
108,315768.6000
109,315768.6000
110,315768.6000
111,315768.6000
112,315768.6000
113,315768.6000
114,315768.6000
115,315768.6000
116,315768.6000
117,315768.6000
118,315221.1000
119,315221.1000
120,315221.1000
121,315221.1000
122,315221.1000
123,315221.1000
124,315221.1000
125,315221.1000
126,315221.1000
127,315221.1000
128,315221.1000
129,315221.1000
130,315221.1000
131,315221.1000
132,315221.1000
133,315221.1000
134,315221.1000
135,315221.1000
136,315221.1000
137,315221.1000
138,315221.1000
139,315221.1000
140,315221.1000
141,315221.1000
142,315221.1000
143,315221.1000
144,315221.1000
145,315221.1000
146,315221.1000
147,315221.1000
148,315221.1000
149,315221.1000
150,315221.1000
151,315221.1000
152,315221.1000
153,315221.1000
154,315221.1000
155,315221.1000
156,315221.1000
157,315221.1000
158,315221.1000
159,315221.1000
160,315221.1000
161,315221.1000
162,315221.1000
163,315221.1000
164,315221.1000
165,315221.1000
166,315221.1000
167,315221.1000
168,315221.1000
169,315221.1000
170,315221.1000
171,315221.1000
172,315221.1000
173,315221.1000
