================================================================================
                          实验结果报告
================================================================================
实验名称: 简化变异 - 50%启发式+简单变异+禁忌搜索+复杂评分
算例名称: 3M60J
运行ID: 1
实验时间: 2026-02-07 11:02:25

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 420930.9000
运行时间: 300028 ms (300.03 秒)
终止代数: 4765

【收敛曲线数据】
代数	Cmax
1	782067.2000
11	665603.2000
21	517913.5500
31	493600.8000
41	493600.8000
51	493600.8000
61	471512.8000
71	471512.8000
81	471512.8000
91	465660.2000
101	465660.2000
111	464540.2000
121	464540.2000
131	458660.2000
141	455224.8000
151	455224.8000
161	455224.8000
171	455224.8000
181	455224.8000
191	455224.8000
201	455224.8000
211	455224.8000
221	453856.0500
231	451940.2000
241	451940.2000
251	451940.2000
261	451940.2000
271	451940.2000
281	451940.2000
291	451940.2000
301	451940.2000
311	451940.2000
321	451940.2000
331	451940.2000
341	451940.2000
351	451940.2000
361	451940.2000
371	451940.2000
381	451940.2000
391	451940.2000
401	451940.2000
411	451940.2000
421	451940.2000
431	451940.2000
441	451940.2000
451	451940.2000
461	451432.8000
471	451432.8000
481	451432.8000
491	451432.8000
501	451432.8000
511	451432.8000
521	451432.8000
531	451432.8000
541	451432.8000
551	451432.8000
561	451432.8000
571	451432.8000
581	451432.8000
591	451432.8000
601	451432.8000
611	451432.8000
621	451432.8000
631	451432.8000
641	451432.8000
651	451432.8000
661	451432.8000
671	451432.8000
681	451432.8000
691	451432.8000
701	451432.8000
711	451432.8000
721	451432.8000
731	451432.8000
741	451432.8000
751	451432.8000
761	451432.8000
771	451432.8000
781	451432.8000
791	451432.8000
801	451432.8000
811	451432.8000
821	451432.8000
831	451432.8000
841	451432.8000
851	451432.8000
861	451432.8000
871	451432.8000
881	451432.8000
891	451432.8000
901	451432.8000
911	451432.8000
921	451432.8000
931	451432.8000
941	451432.8000
951	451432.8000
961	451432.8000
971	451432.8000
981	451432.8000
991	451432.8000
1001	451432.8000
1011	451432.8000
1021	451432.8000
