# Pareto Front
# Size: 24
# Format: Cmax Energy

57406.000000	277.913752
51764.000000	292.630326
52539.000000	292.178193
52591.000000	287.011749
53583.000000	279.852574
52862.000000	283.160997
52599.000000	284.075161
56281.000000	277.961027
55185.000000	278.181691
56193.000000	278.060799
52484.000000	292.434504
54415.000000	278.761860
54868.000000	278.486283
54065.000000	279.015430
53915.000000	279.246199
52759.000000	284.020161
53734.000000	279.702680
52839.000000	283.657280
55040.000000	278.435260
53621.000000	279.830808
55118.000000	278.314369
55081.000000	278.386510
56240.000000	278.013524
55115.000000	278.318116
