================================================================================
                          实验结果报告
================================================================================
实验名称: 完整算法 - 50%启发式+LocalSearch变异+禁忌搜索+复杂评分
算例名称: 2M40J
运行ID: 8
实验时间: 2026-02-07 10:37:23

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 269193.0000
运行时间: 388023 ms (388.02 秒)
终止代数: 4514

【收敛曲线数据】
代数	Cmax
1	287083.5000
11	275283.7500
21	275283.7500
31	275283.7500
41	275283.7500
51	275283.7500
61	275283.7500
71	275283.7500
81	275283.7500
91	275283.7500
101	275283.7500
111	275283.7500
121	275283.7500
131	275283.7500
141	275283.7500
151	275283.7500
161	275283.7500
171	275283.7500
181	275283.7500
191	275283.7500
201	275283.7500
211	275283.7500
221	275283.7500
231	275283.7500
241	275283.7500
251	275283.7500
261	275283.7500
271	275283.7500
281	275283.7500
291	275283.7500
301	275283.7500
311	275283.7500
321	275283.7500
331	275283.7500
341	275283.7500
351	275283.7500
361	275283.7500
371	275283.7500
381	275283.7500
391	275283.7500
401	275283.7500
411	275283.7500
421	275283.7500
431	275283.7500
441	275283.7500
451	275283.7500
461	275283.7500
471	275283.7500
481	275283.7500
491	275283.7500
501	275283.7500
511	275283.7500
521	275283.7500
531	275283.7500
541	275283.7500
551	275283.7500
561	275283.7500
571	275283.7500
581	275283.7500
591	275283.7500
601	275283.7500
611	275283.7500
621	275283.7500
631	275283.7500
641	275283.7500
651	275283.7500
661	275283.7500
671	275283.7500
681	275283.7500
691	275283.7500
701	275283.7500
711	275283.7500
721	275283.7500
731	275283.7500
741	275283.7500
751	275283.7500
761	275283.7500
771	275283.7500
781	275283.7500
791	275283.7500
801	275283.7500
811	275283.7500
821	275283.7500
831	275283.7500
841	275283.7500
851	275283.7500
861	275283.7500
871	275283.7500
881	275283.7500
891	275283.7500
901	275283.7500
911	275283.7500
921	275283.7500
931	275283.7500
941	275283.7500
951	275283.7500
961	275283.7500
971	275283.7500
