================================================================================
                          实验结果报告
================================================================================
实验名称: 随机初始化 - 0%启发式(全随机)+LocalSearch变异+禁忌搜索+复杂评分
算例名称: 2M20J
运行ID: 4
实验时间: 2026-02-07 09:44:43

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 155058.0000
运行时间: 300010 ms (300.01 秒)
终止代数: 16506

【收敛曲线数据】
代数	Cmax
1	203696.0000
11	182787.0000
21	179027.0000
31	179027.0000
41	171554.2500
51	170531.0000
61	169115.0000
71	169115.0000
81	169115.0000
91	169115.0000
101	169115.0000
111	169115.0000
121	169115.0000
131	169115.0000
141	169115.0000
151	169115.0000
161	169115.0000
171	169115.0000
181	169115.0000
191	169115.0000
201	169115.0000
211	169115.0000
221	169115.0000
231	169115.0000
241	169115.0000
251	169115.0000
261	169115.0000
271	169115.0000
281	169115.0000
291	169115.0000
301	169115.0000
311	169115.0000
321	169115.0000
331	169115.0000
341	169115.0000
351	169115.0000
361	169115.0000
371	169115.0000
381	169115.0000
391	169115.0000
401	169115.0000
411	169115.0000
421	169115.0000
431	169115.0000
441	169115.0000
451	169115.0000
461	169115.0000
471	169115.0000
481	169115.0000
491	169115.0000
501	169115.0000
511	169115.0000
521	169115.0000
531	169115.0000
541	169115.0000
551	169115.0000
561	169115.0000
571	169115.0000
581	169115.0000
591	169115.0000
601	160383.0000
611	160383.0000
621	160383.0000
631	160383.0000
641	160383.0000
651	160383.0000
661	160383.0000
671	160383.0000
681	160383.0000
691	160383.0000
701	160383.0000
711	160383.0000
721	160383.0000
731	160383.0000
741	160383.0000
751	160383.0000
761	160383.0000
771	160383.0000
781	160383.0000
791	160383.0000
801	160383.0000
811	160383.0000
821	160383.0000
831	160383.0000
841	160383.0000
851	160383.0000
861	160383.0000
871	160383.0000
881	160383.0000
891	160383.0000
901	160383.0000
911	160383.0000
921	160383.0000
931	160383.0000
941	160383.0000
951	160383.0000
961	160383.0000
971	160383.0000
981	160383.0000
991	160383.0000
1001	160383.0000
1011	160383.0000
1021	160383.0000
1031	160383.0000
1041	160383.0000
1051	160383.0000
1061	160383.0000
1071	160383.0000
1081	160383.0000
1091	160383.0000
1101	160383.0000
1111	160383.0000
1121	160383.0000
1131	160383.0000
1141	160383.0000
1151	160383.0000
1161	160383.0000
1171	160383.0000
1181	160383.0000
1191	160383.0000
1201	160383.0000
1211	160383.0000
1221	160383.0000
1231	160383.0000
1241	160383.0000
1251	160383.0000
1261	160383.0000
1271	160383.0000
1281	160383.0000
1291	160383.0000
1301	160383.0000
1311	160383.0000
1321	160383.0000
1331	160383.0000
1341	160383.0000
1351	160383.0000
1361	160383.0000
1371	160383.0000
1381	160383.0000
1391	160383.0000
1401	160383.0000
1411	160383.0000
1421	160383.0000
1431	160383.0000
1441	160383.0000
1451	160383.0000
1461	160383.0000
1471	160383.0000
1481	160383.0000
1491	160383.0000
1501	160383.0000
1511	160383.0000
1521	160383.0000
1531	160383.0000
1541	160383.0000
1551	160383.0000
1561	160383.0000
1571	160383.0000
1581	160383.0000
1591	160383.0000
1601	160383.0000
1611	160383.0000
1621	160383.0000
1631	160383.0000
1641	160383.0000
1651	160383.0000
1661	160383.0000
1671	160383.0000
1681	160383.0000
1691	160383.0000
1701	160383.0000
1711	160383.0000
1721	160383.0000
1731	160383.0000
1741	160383.0000
1751	160383.0000
1761	160383.0000
1771	160383.0000
1781	160383.0000
1791	160383.0000
1801	160383.0000
1811	160383.0000
1821	160383.0000
1831	160383.0000
1841	160383.0000
1851	160383.0000
1861	160383.0000
1871	160383.0000
1881	160383.0000
1891	160383.0000
1901	160383.0000
1911	160383.0000
1921	160383.0000
1931	160383.0000
1941	160383.0000
1951	160383.0000
1961	160383.0000
1971	160383.0000
1981	160383.0000
1991	160383.0000
2001	160383.0000
2011	160383.0000
2021	160383.0000
2031	160383.0000
2041	160383.0000
2051	160383.0000
2061	160383.0000
2071	160383.0000
2081	160383.0000
2091	160383.0000
2101	160383.0000
2111	160383.0000
2121	160383.0000
2131	160383.0000
2141	160383.0000
2151	160383.0000
2161	160383.0000
2171	160383.0000
2181	160383.0000
2191	160383.0000
2201	160383.0000
2211	155058.0000
2221	155058.0000
2231	155058.0000
2241	155058.0000
2251	155058.0000
2261	155058.0000
2271	155058.0000
2281	155058.0000
2291	155058.0000
2301	155058.0000
2311	155058.0000
2321	155058.0000
2331	155058.0000
2341	155058.0000
2351	155058.0000
2361	155058.0000
2371	155058.0000
2381	155058.0000
2391	155058.0000
2401	155058.0000
2411	155058.0000
2421	155058.0000
2431	155058.0000
2441	155058.0000
2451	155058.0000
2461	155058.0000
2471	155058.0000
2481	155058.0000
2491	155058.0000
2501	155058.0000
2511	155058.0000
2521	155058.0000
2531	155058.0000
2541	155058.0000
2551	155058.0000
2561	155058.0000
2571	155058.0000
2581	155058.0000
2591	155058.0000
2601	155058.0000
2611	155058.0000
2621	155058.0000
2631	155058.0000
2641	155058.0000
2651	155058.0000
2661	155058.0000
2671	155058.0000
2681	155058.0000
2691	155058.0000
2701	155058.0000
2711	155058.0000
2721	155058.0000
2731	155058.0000
2741	155058.0000
2751	155058.0000
2761	155058.0000
2771	155058.0000
2781	155058.0000
2791	155058.0000
2801	155058.0000
2811	155058.0000
2821	155058.0000
2831	155058.0000
2841	155058.0000
2851	155058.0000
2861	155058.0000
2871	155058.0000
2881	155058.0000
2891	155058.0000
2901	155058.0000
2911	155058.0000
2921	155058.0000
2931	155058.0000
2941	155058.0000
2951	155058.0000
2961	155058.0000
2971	155058.0000
2981	155058.0000
2991	155058.0000
3001	155058.0000
3011	155058.0000
3021	155058.0000
3031	155058.0000
3041	155058.0000
3051	155058.0000
3061	155058.0000
3071	155058.0000
3081	155058.0000
3091	155058.0000
3101	155058.0000
3111	155058.0000
3121	155058.0000
3131	155058.0000
3141	155058.0000
3151	155058.0000
3161	155058.0000
3171	155058.0000
3181	155058.0000
3191	155058.0000
3201	155058.0000
3211	155058.0000
3221	155058.0000
3231	155058.0000
3241	155058.0000
3251	155058.0000
3261	155058.0000
3271	155058.0000
3281	155058.0000
3291	155058.0000
3301	155058.0000
3311	155058.0000
3321	155058.0000
3331	155058.0000
3341	155058.0000
3351	155058.0000
3361	155058.0000
3371	155058.0000
3381	155058.0000
3391	155058.0000
3401	155058.0000
3411	155058.0000
3421	155058.0000
3431	155058.0000
3441	155058.0000
3451	155058.0000
3461	155058.0000
3471	155058.0000
3481	155058.0000
3491	155058.0000
3501	155058.0000
3511	155058.0000
3521	155058.0000
3531	155058.0000
3541	155058.0000
3551	155058.0000
3561	155058.0000
3571	155058.0000
3581	155058.0000
3591	155058.0000
3601	155058.0000
3611	155058.0000
3621	155058.0000
3631	155058.0000
3641	155058.0000
3651	155058.0000
3661	155058.0000
3671	155058.0000
3681	155058.0000
3691	155058.0000
3701	155058.0000
3711	155058.0000
3721	155058.0000
3731	155058.0000
3741	155058.0000
3751	155058.0000
3761	155058.0000
3771	155058.0000
3781	155058.0000
3791	155058.0000
3801	155058.0000
3811	155058.0000
3821	155058.0000
3831	155058.0000
3841	155058.0000
3851	155058.0000
