================================================================================
                          实验结果报告
================================================================================
实验名称: 无禁忌搜索 - 50%启发式+LocalSearch变异+无搜索+复杂评分
算例名称: 3M60J
运行ID: 1
实验时间: 2026-02-07 11:02:25

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 429417.1500
运行时间: 300048 ms (300.05 秒)
终止代数: 4713

【收敛曲线数据】
代数	Cmax
1	803151.2000
11	491936.9000
21	487253.5500
31	486572.8000
41	481016.9000
51	465278.4000
61	465278.4000
71	465278.4000
81	465278.4000
91	465278.4000
101	465278.4000
111	465278.4000
121	465278.4000
131	465278.4000
141	465278.4000
151	465278.4000
161	465278.4000
171	465278.4000
181	465278.4000
191	465278.4000
201	465278.4000
211	465278.4000
221	465278.4000
231	465278.4000
241	465278.4000
251	465278.4000
261	459220.2000
271	459220.2000
281	459220.2000
291	459220.2000
301	459220.2000
311	459220.2000
321	459220.2000
331	459220.2000
341	459220.2000
351	459220.2000
361	459220.2000
371	459220.2000
381	454460.2000
391	454460.2000
401	454460.2000
411	454460.2000
421	454460.2000
431	454460.2000
441	454460.2000
451	454460.2000
461	454460.2000
471	454460.2000
481	454460.2000
491	454460.2000
501	454460.2000
511	454460.2000
521	454460.2000
531	454460.2000
541	454460.2000
551	454460.2000
561	454460.2000
571	454460.2000
581	454460.2000
591	454460.2000
601	454460.2000
611	454460.2000
621	454460.2000
631	454460.2000
641	454460.2000
651	454460.2000
661	454460.2000
671	454460.2000
681	454460.2000
691	454460.2000
701	454460.2000
711	454460.2000
721	454460.2000
731	454460.2000
741	454460.2000
751	454460.2000
761	454460.2000
771	454460.2000
781	454460.2000
791	454460.2000
801	454460.2000
811	454460.2000
821	454460.2000
831	454460.2000
841	454460.2000
851	454460.2000
861	454460.2000
871	454460.2000
881	454460.2000
891	454460.2000
901	454460.2000
911	454460.2000
921	454460.2000
931	454460.2000
941	454460.2000
951	454460.2000
961	454460.2000
971	454460.2000
981	454460.2000
991	454460.2000
1001	454460.2000
1011	454460.2000
1021	454460.2000
1031	454460.2000
1041	454460.2000
1051	454460.2000
1061	454460.2000
1071	454460.2000
1081	454460.2000
1091	454460.2000
1101	454460.2000
1111	454460.2000
1121	454460.2000
1131	454460.2000
1141	454460.2000
1151	454460.2000
1161	454460.2000
1171	454460.2000
1181	454460.2000
1191	454460.2000
1201	454460.2000
1211	454460.2000
1221	454460.2000
1231	454460.2000
1241	454460.2000
1251	454460.2000
1261	454460.2000
1271	454460.2000
1281	454460.2000
1291	454460.2000
1301	454460.2000
1311	454460.2000
1321	454460.2000
1331	454460.2000
