╔═══════════════════════════════════════════════════════════════╗
║           NSGA-II 多目标优化结果                              ║
╚═══════════════════════════════════════════════════════════════╝

生成时间: Mon Jan 26 12:35:40 CST 2026
算例文件: C:\Users\Zhang Hailong\Desktop\毕设相关\毕设程序\Article\chapter-3\src\main\resources\instance\J100P5B4D10_02.txt

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  问题信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
工件数:       100
机器总数:     17
打印机数:     5
批处理机数:   2

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  算法参数
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
种群规模:     100
最大代数:     200
交叉率:       0.9
变异率:       0.1
最大运行时间: 1.0 分钟

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  Pareto前沿（共 100 个解）
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

序号     Cmax         能耗(kWh)        PackingQ     批次数        拥挤距离        
────────────────────────────────────────────────────────────────────────
1      69449.05     870.59         0.5330       12         INF         
2      69449.05     870.59         0.5330       12         INF         
3      69449.05     870.59         0.5330       12         0.0000      
4      69449.05     870.59         0.5330       12         0.0000      
5      69449.05     870.59         0.5330       12         0.0000      
6      69449.05     870.59         0.5330       12         0.0000      
7      69449.05     870.59         0.5330       12         0.0000      
8      69449.05     870.59         0.5330       12         0.0000      
9      69449.05     870.59         0.5330       12         0.0000      
10     69449.05     870.59         0.5330       12         0.0000      
11     69449.05     870.59         0.5330       12         0.0000      
12     69449.05     870.59         0.5330       12         0.0000      
13     69449.05     870.59         0.5330       12         0.0000      
14     69449.05     870.59         0.5330       12         0.0000      
15     69449.05     870.59         0.5330       12         0.0000      
16     69449.05     870.59         0.5330       12         0.0000      
17     69449.05     870.59         0.5330       12         0.0000      
18     69449.05     870.59         0.5330       12         0.0000      
19     69449.05     870.59         0.5330       12         0.0000      
20     69449.05     870.59         0.5330       12         0.0000      
21     69449.05     870.59         0.5330       12         0.0000      
22     69449.05     870.59         0.5330       12         0.0000      
23     69449.05     870.59         0.5330       12         0.0000      
24     69449.05     870.59         0.5330       12         0.0000      
25     69449.05     870.59         0.5330       12         0.0000      
26     69760.05     870.51         0.5330       12         0.8448      
27     69760.05     870.51         0.5330       12         0.4523      
28     69760.05     870.51         0.5330       12         0.0000      
29     69760.05     870.51         0.5330       12         0.0000      
30     69760.05     870.51         0.5330       12         0.0000      
31     69760.05     870.51         0.5330       12         0.0000      
32     69760.05     870.51         0.5330       12         0.0000      
33     69760.05     870.51         0.5330       12         0.0000      
34     69760.05     870.51         0.5330       12         0.0000      
35     69760.05     870.51         0.5330       12         0.0000      
36     69760.05     870.51         0.5330       12         0.0000      
37     69760.05     870.51         0.5330       12         0.0000      
38     69760.05     870.51         0.5330       12         0.0000      
39     69760.05     870.51         0.5330       12         0.0000      
40     69760.05     870.51         0.5330       12         0.0000      
41     69760.05     870.51         0.5330       12         0.0000      
42     69760.05     870.51         0.5330       12         0.0000      
43     69760.05     870.51         0.5330       12         0.0000      
44     69760.05     870.51         0.5330       12         0.0000      
45     69760.05     870.51         0.5330       12         0.0000      
46     69760.05     870.51         0.5330       12         0.0000      
47     69760.05     870.51         0.5330       12         0.0000      
48     69760.05     870.51         0.5330       12         0.0000      
49     69760.05     870.51         0.5330       12         0.0000      
50     69760.05     870.51         0.5330       12         0.0000      
51     70016.05     870.13         0.5330       12         0.8539      
52     70016.05     870.13         0.5330       12         0.6168      
53     70016.05     870.13         0.5330       12         0.0000      
54     70016.05     870.13         0.5330       12         0.0000      
55     70016.05     870.13         0.5330       12         0.0000      
56     70016.05     870.13         0.5330       12         0.0000      
57     70016.05     870.13         0.5330       12         0.0000      
58     70016.05     870.13         0.5330       12         0.0000      
59     70016.05     870.13         0.5330       12         0.0000      
60     70016.05     870.13         0.5330       12         0.0000      
