╔═══════════════════════════════════════════════════════════════╗
║           NSGA-II 多目标优化结果                              ║
╚═══════════════════════════════════════════════════════════════╝

生成时间: Mon Jan 26 12:35:40 CST 2026
算例文件: C:\Users\Zhang Hailong\Desktop\毕设相关\毕设程序\Article\chapter-3\src\main\resources\instance\J100P5B4D10_02.txt

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  问题信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
工件数:       100
机器总数:     17
打印机数:     5
批处理机数:   2

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  算法参数
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
种群规模:     100
最大代数:     200
交叉率:       0.9
变异率:       0.1
最大运行时间: 1.0 分钟

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  Pareto前沿（共 100 个解）
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

序号     Cmax         能耗(kWh)        PackingQ     批次数        拥挤距离        
61     70016.05     870.13         0.5330       12         0.0000      
62     70016.05     870.13         0.5330       12         0.0000      
63     70016.05     870.13         0.5330       12         0.0000      
64     70016.05     870.13         0.5330       12         0.0000      
65     70016.05     870.13         0.5330       12         0.0000      
66     70016.05     870.13         0.5330       12         0.0000      
67     70016.05     870.13         0.5330       12         0.0000      
68     70016.05     870.13         0.5330       12         0.0000      
69     70016.05     870.13         0.5330       12         0.0000      
70     70016.05     870.13         0.5330       12         0.0000      
71     70016.05     870.13         0.5330       12         0.0000      
72     70016.05     870.13         0.5330       12         0.0000      
73     70016.05     870.13         0.5330       12         0.0000      
74     70016.05     870.13         0.5330       12         0.0000      
75     70016.05     870.13         0.5330       12         0.0000      
76     70164.05     869.67         0.5330       12         INF         
77     70164.05     869.67         0.5330       12         INF         
78     70164.05     869.67         0.5330       12         0.0000      
79     70164.05     869.67         0.5330       12         0.0000      
80     70164.05     869.67         0.5330       12         0.0000      
81     70164.05     869.67         0.5330       12         0.0000      
82     70164.05     869.67         0.5330       12         0.0000      
83     70164.05     869.67         0.5330       12         0.0000      
84     70164.05     869.67         0.5330       12         0.0000      
85     70164.05     869.67         0.5330       12         0.0000      
86     70164.05     869.67         0.5330       12         0.0000      
87     70164.05     869.67         0.5330       12         0.0000      
88     70164.05     869.67         0.5330       12         0.0000      
89     70164.05     869.67         0.5330       12         0.0000      
90     70164.05     869.67         0.5330       12         0.0000      
91     70164.05     869.67         0.5330       12         0.0000      
92     70164.05     869.67         0.5330       12         0.0000      
93     70164.05     869.67         0.5330       12         0.0000      
94     70164.05     869.67         0.5330       12         0.0000      
95     70164.05     869.67         0.5330       12         0.0000      
96     70164.05     869.67         0.5330       12         0.0000      
97     70164.05     869.67         0.5330       12         0.0000      
98     70164.05     869.67         0.5330       12         0.0000      
99     70164.05     869.67         0.5330       12         0.0000      
100    70164.05     869.67         0.5330       12         0.0000      

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  统计信息
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

Cmax范围:      [69449.05, 70164.05]
能耗范围:      [869.67, 870.59] kWh
Cmax变化幅度:  1.03%
能耗变化幅度:  0.11%

═══════════════════════════════════════════════════════════════
