================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 9 次
实验时间: 2025-12-21 20:06:32

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 50个零件, 3台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 69823.67
初始种群平均解: Makespan = 93262.36

Gen    1 | 最优: 69823.67 | 平均: 88871.00 | 改进: 0.00 | 停滞: 1/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 60110.91 | 平均: 82471.05 | 改进: 9712.75 | 停滞: 4/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 59545.04 | 平均: 81439.37 | 改进: 565.87 | 停滞: 20/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 59161.67 | 平均: 82725.61 | 改进: 383.38 | 停滞: 21/300000 | 耗时: 0.1分钟
Gen  200 | 最优: 59161.67 | 平均: 80942.12 | 改进: 0.00 | 停滞: 71/300000 | 耗时: 0.1分钟
Gen  250 | 最优: 59070.40 | 平均: 82019.36 | 改进: 91.27 | 停滞: 22/300000 | 耗时: 0.1分钟
Gen  300 | 最优: 58930.33 | 平均: 82102.24 | 改进: 140.06 | 停滞: 33/300000 | 耗时: 0.1分钟
Gen  350 | 最优: 58846.13 | 平均: 82015.23 | 改进: 84.20 | 停滞: 49/300000 | 耗时: 0.2分钟
Gen  400 | 最优: 58846.13 | 平均: 82643.63 | 改进: 0.00 | 停滞: 99/300000 | 耗时: 0.2分钟
Gen  450 | 最优: 58708.30 | 平均: 83396.30 | 改进: 137.83 | 停滞: 19/300000 | 耗时: 0.2分钟
Gen  500 | 最优: 58708.30 | 平均: 82443.39 | 改进: 0.00 | 停滞: 69/300000 | 耗时: 0.2分钟
Gen  550 | 最优: 58708.30 | 平均: 84157.12 | 改进: 0.00 | 停滞: 119/300000 | 耗时: 0.2分钟
Gen  600 | 最优: 57980.18 | 平均: 82777.66 | 改进: 728.13 | 停滞: 26/300000 | 耗时: 0.3分钟
Gen  650 | 最优: 57980.18 | 平均: 82077.45 | 改进: 0.00 | 停滞: 76/300000 | 耗时: 0.3分钟
Gen  700 | 最优: 57980.18 | 平均: 82434.28 | 改进: 0.00 | 停滞: 126/300000 | 耗时: 0.3分钟
Gen  750 | 最优: 57585.18 | 平均: 81542.47 | 改进: 395.00 | 停滞: 8/300000 | 耗时: 0.3分钟
Gen  800 | 最优: 57585.18 | 平均: 83217.50 | 改进: 0.00 | 停滞: 58/300000 | 耗时: 0.3分钟
Gen  850 | 最优: 57585.18 | 平均: 81973.85 | 改进: 0.00 | 停滞: 108/300000 | 耗时: 0.4分钟
Gen  900 | 最优: 57585.18 | 平均: 81437.30 | 改进: 0.00 | 停滞: 158/300000 | 耗时: 0.4分钟
Gen  950 | 最优: 57585.18 | 平均: 83036.77 | 改进: 0.00 | 停滞: 208/300000 | 耗时: 0.4分钟
Gen 1000 | 最优: 57585.18 | 平均: 83019.32 | 改进: 0.00 | 停滞: 258/300000 | 耗时: 0.4分钟
Gen 1050 | 最优: 57585.18 | 平均: 82638.09 | 改进: 0.00 | 停滞: 308/300000 | 耗时: 0.4分钟
Gen 1100 | 最优: 57585.18 | 平均: 82423.43 | 改进: 0.00 | 停滞: 358/300000 | 耗时: 0.5分钟
Gen 1150 | 最优: 57585.18 | 平均: 82741.87 | 改进: 0.00 | 停滞: 408/300000 | 耗时: 0.5分钟
Gen 1200 | 最优: 57585.18 | 平均: 82077.85 | 改进: 0.00 | 停滞: 458/300000 | 耗时: 0.5分钟
Gen 1250 | 最优: 57585.18 | 平均: 82264.04 | 改进: 0.00 | 停滞: 508/300000 | 耗时: 0.5分钟
Gen 1300 | 最优: 57585.18 | 平均: 81584.99 | 改进: 0.00 | 停滞: 558/300000 | 耗时: 0.5分钟
Gen 1350 | 最优: 57585.18 | 平均: 83280.22 | 改进: 0.00 | 停滞: 608/300000 | 耗时: 0.6分钟
Gen 1400 | 最优: 57208.00 | 平均: 80697.57 | 改进: 377.18 | 停滞: 39/300000 | 耗时: 0.6分钟
Gen 1450 | 最优: 57208.00 | 平均: 81551.01 | 改进: 0.00 | 停滞: 89/300000 | 耗时: 0.6分钟
Gen 1500 | 最优: 57208.00 | 平均: 82493.53 | 改进: 0.00 | 停滞: 139/300000 | 耗时: 0.6分钟
Gen 1550 | 最优: 57131.67 | 平均: 81948.23 | 改进: 76.33 | 停滞: 7/300000 | 耗时: 0.6分钟
Gen 1600 | 最优: 57131.67 | 平均: 80783.76 | 改进: 0.00 | 停滞: 57/300000 | 耗时: 0.7分钟
Gen 1650 | 最优: 57131.67 | 平均: 81306.80 | 改进: 0.00 | 停滞: 107/300000 | 耗时: 0.7分钟
Gen 1700 | 最优: 57131.67 | 平均: 82318.45 | 改进: 0.00 | 停滞: 157/300000 | 耗时: 0.7分钟
Gen 1750 | 最优: 57131.67 | 平均: 81821.22 | 改进: 0.00 | 停滞: 207/300000 | 耗时: 0.7分钟
Gen 1800 | 最优: 57131.67 | 平均: 83151.34 | 改进: 0.00 | 停滞: 257/300000 | 耗时: 0.7分钟
Gen 1850 | 最优: 57131.67 | 平均: 82105.79 | 改进: 0.00 | 停滞: 307/300000 | 耗时: 0.7分钟
Gen 1900 | 最优: 57131.67 | 平均: 82097.51 | 改进: 0.00 | 停滞: 357/300000 | 耗时: 0.8分钟
Gen 1950 | 最优: 57131.67 | 平均: 82860.67 | 改进: 0.00 | 停滞: 407/300000 | 耗时: 0.8分钟
Gen 2000 | 最优: 57131.67 | 平均: 82192.28 | 改进: 0.00 | 停滞: 457/300000 | 耗时: 0.8分钟
Gen 2050 | 最优: 57131.67 | 平均: 82707.76 | 改进: 0.00 | 停滞: 507/300000 | 耗时: 0.8分钟
Gen 2100 | 最优: 57131.67 | 平均: 83521.65 | 改进: 0.00 | 停滞: 557/300000 | 耗时: 0.8分钟
Gen 2150 | 最优: 57131.67 | 平均: 81119.00 | 改进: 0.00 | 停滞: 607/300000 | 耗时: 0.9分钟
Gen 2200 | 最优: 57131.67 | 平均: 81588.74 | 改进: 0.00 | 停滞: 657/300000 | 耗时: 0.9分钟
Gen 2250 | 最优: 57131.67 | 平均: 81208.43 | 改进: 0.00 | 停滞: 707/300000 | 耗时: 0.9分钟
Gen 2300 | 最优: 57127.18 | 平均: 81847.36 | 改进: 4.49 | 停滞: 32/300000 | 耗时: 0.9分钟
Gen 2350 | 最优: 57127.18 | 平均: 82310.11 | 改进: 0.00 | 停滞: 82/300000 | 耗时: 0.9分钟
Gen 2400 | 最优: 57127.18 | 平均: 81444.08 | 改进: 0.00 | 停滞: 132/300000 | 耗时: 1.0分钟
Gen 2450 | 最优: 57127.18 | 平均: 82884.31 | 改进: 0.00 | 停滞: 182/300000 | 耗时: 1.0分钟
Gen 2500 | 最优: 57127.18 | 平均: 82525.74 | 改进: 0.00 | 停滞: 232/300000 | 耗时: 1.0分钟
Gen 2550 | 最优: 57127.18 | 平均: 81793.36 | 改进: 0.00 | 停滞: 282/300000 | 耗时: 1.0分钟
Gen 2600 | 最优: 57127.18 | 平均: 80334.13 | 改进: 0.00 | 停滞: 332/300000 | 耗时: 1.0分钟
Gen 2650 | 最优: 57127.18 | 平均: 81943.27 | 改进: 0.00 | 停滞: 382/300000 | 耗时: 1.0分钟
Gen 2700 | 最优: 57127.18 | 平均: 82195.31 | 改进: 0.00 | 停滞: 432/300000 | 耗时: 1.1分钟
Gen 2750 | 最优: 57127.18 | 平均: 81460.63 | 改进: 0.00 | 停滞: 482/300000 | 耗时: 1.1分钟
Gen 2800 | 最优: 57127.18 | 平均: 82199.52 | 改进: 0.00 | 停滞: 532/300000 | 耗时: 1.1分钟
Gen 2850 | 最优: 57127.18 | 平均: 81197.70 | 改进: 0.00 | 停滞: 582/300000 | 耗时: 1.1分钟
Gen 2900 | 最优: 57127.18 | 平均: 81383.03 | 改进: 0.00 | 停滞: 632/300000 | 耗时: 1.1分钟
Gen 2950 | 最优: 57127.18 | 平均: 82750.05 | 改进: 0.00 | 停滞: 682/300000 | 耗时: 1.2分钟
Gen 3000 | 最优: 57127.18 | 平均: 82839.27 | 改进: 0.00 | 停滞: 732/300000 | 耗时: 1.2分钟
Gen 3050 | 最优: 57127.18 | 平均: 82068.87 | 改进: 0.00 | 停滞: 782/300000 | 耗时: 1.2分钟
Gen 3100 | 最优: 57127.18 | 平均: 80636.11 | 改进: 0.00 | 停滞: 832/300000 | 耗时: 1.2分钟
Gen 3150 | 最优: 57127.18 | 平均: 83234.68 | 改进: 0.00 | 停滞: 882/300000 | 耗时: 1.2分钟
Gen 3200 | 最优: 57127.18 | 平均: 81791.96 | 改进: 0.00 | 停滞: 932/300000 | 耗时: 1.3分钟
Gen 3250 | 最优: 57127.18 | 平均: 82601.25 | 改进: 0.00 | 停滞: 982/300000 | 耗时: 1.3分钟
Gen 3300 | 最优: 57127.18 | 平均: 81414.98 | 改进: 0.00 | 停滞: 1032/300000 | 耗时: 1.3分钟
Gen 3350 | 最优: 57127.18 | 平均: 81789.91 | 改进: 0.00 | 停滞: 1082/300000 | 耗时: 1.3分钟
Gen 3400 | 最优: 57127.18 | 平均: 81228.55 | 改进: 0.00 | 停滞: 1132/300000 | 耗时: 1.3分钟
Gen 3450 | 最优: 57127.18 | 平均: 81797.67 | 改进: 0.00 | 停滞: 1182/300000 | 耗时: 1.3分钟
Gen 3500 | 最优: 57127.18 | 平均: 82502.77 | 改进: 0.00 | 停滞: 1232/300000 | 耗时: 1.4分钟
Gen 3550 | 最优: 57127.18 | 平均: 82534.15 | 改进: 0.00 | 停滞: 1282/300000 | 耗时: 1.4分钟
Gen 3600 | 最优: 57127.18 | 平均: 82476.44 | 改进: 0.00 | 停滞: 1332/300000 | 耗时: 1.4分钟
Gen 3650 | 最优: 57127.18 | 平均: 81222.53 | 改进: 0.00 | 停滞: 1382/300000 | 耗时: 1.4分钟
Gen 3700 | 最优: 57127.18 | 平均: 81702.23 | 改进: 0.00 | 停滞: 1432/300000 | 耗时: 1.4分钟
Gen 3750 | 最优: 57127.18 | 平均: 82926.30 | 改进: 0.00 | 停滞: 1482/300000 | 耗时: 1.5分钟
Gen 3800 | 最优: 57127.18 | 平均: 81258.02 | 改进: 0.00 | 停滞: 1532/300000 | 耗时: 1.5分钟
Gen 3850 | 最优: 57127.18 | 平均: 82997.22 | 改进: 0.00 | 停滞: 1582/300000 | 耗时: 1.5分钟
Gen 3900 | 最优: 57127.18 | 平均: 83376.80 | 改进: 0.00 | 停滞: 1632/300000 | 耗时: 1.5分钟
Gen 3950 | 最优: 57127.18 | 平均: 81146.83 | 改进: 0.00 | 停滞: 1682/300000 | 耗时: 1.5分钟
Gen 4000 | 最优: 57127.18 | 平均: 82305.77 | 改进: 0.00 | 停滞: 1732/300000 | 耗时: 1.6分钟
Gen 4050 | 最优: 57127.18 | 平均: 82419.57 | 改进: 0.00 | 停滞: 1782/300000 | 耗时: 1.6分钟
Gen 4100 | 最优: 57127.18 | 平均: 81924.25 | 改进: 0.00 | 停滞: 1832/300000 | 耗时: 1.6分钟
Gen 4150 | 最优: 57127.18 | 平均: 82434.65 | 改进: 0.00 | 停滞: 1882/300000 | 耗时: 1.6分钟
Gen 4200 | 最优: 57127.18 | 平均: 83410.09 | 改进: 0.00 | 停滞: 1932/300000 | 耗时: 1.6分钟
Gen 4250 | 最优: 57127.18 | 平均: 82134.13 | 改进: 0.00 | 停滞: 1982/300000 | 耗时: 1.6分钟
