第1代 :	436035.5
第2代 :	396063.6
第3代 :	396063.6
第4代 :	377039.6
第5代 :	345743.5
第6代 :	333662.4
第7代 :	333662.4
第8代 :	298334.4
第9代 :	298334.4
第10代 :	296126.4
第11代 :	268034.0
第12代 :	268034.0
第13代 :	268034.0
第14代 :	265783.19999999995
第15代 :	245738.80000000005
第16代 :	245738.80000000005
第17代 :	243530.80000000005
第18代 :	243530.80000000005
第19代 :	243530.80000000005
第20代 :	243530.80000000005
第21代 :	242708.94117647057
第22代 :	242708.94117647057
第23代 :	242708.94117647057
第24代 :	242708.94117647057
第25代 :	242708.94117647057
第26代 :	226220.29999999996
第27代 :	226220.29999999996
第28代 :	226220.29999999996
第29代 :	226220.29999999996
第30代 :	224780.29999999996
第31代 :	224780.29999999996
第32代 :	224780.29999999996
第33代 :	224780.29999999996
第34代 :	224780.29999999996
第35代 :	224620.29999999996
第36代 :	223020.29999999996
第37代 :	223020.29999999996
第38代 :	223020.29999999996
第39代 :	223020.29999999996
第40代 :	223020.29999999996
第41代 :	223020.29999999996
第42代 :	222855.79999999996
第43代 :	222855.79999999996
第44代 :	222855.79999999996
第45代 :	222855.79999999996
第46代 :	222855.79999999996
第47代 :	222855.79999999996
第48代 :	222079.0
第49代 :	222079.0
第50代 :	222079.0
第51代 :	222079.0
第52代 :	222079.0
第53代 :	222079.0
第54代 :	222079.0
第55代 :	222079.0
第56代 :	222079.0
第57代 :	222079.0
第58代 :	222079.0
第59代 :	222079.0
第60代 :	222079.0
第61代 :	222079.0
第62代 :	222079.0
第63代 :	222079.0
第64代 :	222079.0
第65代 :	222079.0
第66代 :	222079.0
第67代 :	222079.0
第68代 :	222079.0
第69代 :	222079.0
第70代 :	222079.0
第71代 :	222079.0
第72代 :	222079.0
第73代 :	222079.0
第74代 :	222079.0
第75代 :	222079.0
第76代 :	222079.0
第77代 :	222079.0
第78代 :	222079.0
第79代 :	222079.0
第80代 :	222079.0
第81代 :	222079.0
第82代 :	222079.0
第83代 :	222079.0
第84代 :	222079.0
第85代 :	222079.0
第86代 :	222079.0
第87代 :	222079.0
第88代 :	220940.29999999996
第89代 :	220940.29999999996
第90代 :	220940.29999999996
第91代 :	220940.29999999996
第92代 :	220940.29999999996
第93代 :	220940.29999999996
第94代 :	220940.29999999996
第95代 :	220940.29999999996
第96代 :	220940.29999999996
第97代 :	220940.29999999996
第98代 :	220940.29999999996
第99代 :	220940.29999999996
第100代 :	220940.29999999996
第101代 :	220940.29999999996
第102代 :	220940.29999999996
第103代 :	220940.29999999996
第104代 :	220940.29999999996
第105代 :	220940.29999999996
第106代 :	220940.29999999996
第107代 :	220940.29999999996
第108代 :	220940.29999999996
第109代 :	220940.29999999996
第110代 :	220940.29999999996
第111代 :	220940.29999999996
第112代 :	220940.29999999996
第113代 :	220940.29999999996
第114代 :	220940.29999999996
第115代 :	220940.29999999996
第116代 :	220940.29999999996
第117代 :	220940.29999999996
第118代 :	220940.29999999996
第119代 :	220940.29999999996
第120代 :	220940.29999999996
第121代 :	220940.29999999996
第122代 :	220940.29999999996
第123代 :	220460.29999999996
第124代 :	220460.29999999996
第125代 :	220460.29999999996
第126代 :	220460.29999999996
第127代 :	220460.29999999996
第128代 :	220460.29999999996
第129代 :	220460.29999999996
第130代 :	220460.29999999996
第131代 :	220460.29999999996
第132代 :	220460.29999999996
第133代 :	220460.29999999996
第134代 :	220460.29999999996
第135代 :	220460.29999999996
第136代 :	220460.29999999996
第137代 :	220460.29999999996
第138代 :	220460.29999999996
第139代 :	220460.29999999996
第140代 :	220460.29999999996
第141代 :	220460.29999999996
第142代 :	220460.29999999996
第143代 :	220460.29999999996
第144代 :	220460.29999999996
第145代 :	220460.29999999996
第146代 :	220460.29999999996
第147代 :	220460.29999999996
第148代 :	220460.29999999996
第149代 :	220460.29999999996
第150代 :	220460.29999999996
第151代 :	220460.29999999996
第152代 :	220460.29999999996
第153代 :	220460.29999999996
第154代 :	220460.29999999996
第155代 :	220460.29999999996
第156代 :	220140.29999999996
第157代 :	220140.29999999996
第158代 :	220140.29999999996
第159代 :	220140.29999999996
第160代 :	220140.29999999996
第161代 :	220140.29999999996
第162代 :	220140.29999999996
第163代 :	220140.29999999996
第164代 :	220140.29999999996
第165代 :	220140.29999999996
第166代 :	220140.29999999996
第167代 :	220140.29999999996
第168代 :	220140.29999999996
第169代 :	220140.29999999996
第170代 :	220140.29999999996
第171代 :	220140.29999999996
第172代 :	220140.29999999996
第173代 :	220140.29999999996
第174代 :	220140.29999999996
第175代 :	220140.29999999996
第176代 :	220140.29999999996
第177代 :	220140.29999999996
第178代 :	220140.29999999996
第179代 :	220140.29999999996
第180代 :	220140.29999999996
第181代 :	220140.29999999996
第182代 :	220140.29999999996
第183代 :	220140.29999999996
第184代 :	220140.29999999996
第185代 :	220140.29999999996
第186代 :	220140.29999999996
第187代 :	220140.29999999996
第188代 :	220140.29999999996
第189代 :	220140.29999999996
第190代 :	220140.29999999996
第191代 :	220140.29999999996
第192代 :	220140.29999999996
第193代 :	220140.29999999996
第194代 :	220140.29999999996
第195代 :	220140.29999999996
第196代 :	220140.29999999996
第197代 :	220140.29999999996
第198代 :	220140.29999999996
第199代 :	220140.29999999996
第200代 :	220140.29999999996
第201代 :	220140.29999999996
第202代 :	220140.29999999996
第203代 :	220140.29999999996
第204代 :	220140.29999999996
第205代 :	220140.29999999996
第206代 :	220140.29999999996
第207代 :	220140.29999999996
第208代 :	220140.29999999996
第209代 :	220140.29999999996
第210代 :	220140.29999999996
第211代 :	220140.29999999996
第212代 :	220140.29999999996
