第1代 :	491251.50000000006
第2代 :	447317.6
第3代 :	385391.6
第4代 :	242426.80000000005
第5代 :	242426.80000000005
第6代 :	232940.29999999996
第7代 :	232940.29999999996
第8代 :	232940.29999999996
第9代 :	232940.29999999996
第10代 :	232140.29999999996
第11代 :	232140.29999999996
第12代 :	232140.29999999996
第13代 :	232140.29999999996
第14代 :	232140.29999999996
第15代 :	231754.80000000005
第16代 :	231754.80000000005
第17代 :	231754.80000000005
第18代 :	230220.29999999996
第19代 :	228442.80000000005
第20代 :	228442.80000000005
第21代 :	228442.80000000005
第22代 :	228442.80000000005
第23代 :	221039.88235294117
第24代 :	219674.0
第25代 :	219674.0
第26代 :	219674.0
第27代 :	219554.0
第28代 :	219370.47058823527
第29代 :	219370.47058823527
第30代 :	218763.41176470587
第31代 :	218763.41176470587
第32代 :	218763.41176470587
第33代 :	218763.41176470587
第34代 :	218763.41176470587
第35代 :	218763.41176470587
第36代 :	218763.41176470587
第37代 :	218763.41176470587
第38代 :	218763.41176470587
第39代 :	218763.41176470587
第40代 :	218763.41176470587
第41代 :	218763.41176470587
第42代 :	218763.41176470587
第43代 :	218763.41176470587
第44代 :	218763.41176470587
第45代 :	218763.41176470587
第46代 :	218138.80000000002
第47代 :	218138.80000000002
第48代 :	218138.80000000002
第49代 :	218138.80000000002
第50代 :	218138.80000000002
第51代 :	217751.79999999996
第52代 :	217751.79999999996
第53代 :	217751.79999999996
第54代 :	217751.79999999996
第55代 :	217751.79999999996
第56代 :	217751.79999999996
第57代 :	217751.79999999996
第58代 :	217751.79999999996
第59代 :	217751.79999999996
第60代 :	217751.79999999996
第61代 :	217751.79999999996
第62代 :	217751.79999999996
第63代 :	217751.79999999996
第64代 :	217751.79999999996
第65代 :	217751.79999999996
第66代 :	217751.79999999996
第67代 :	217751.79999999996
第68代 :	217751.79999999996
第69代 :	217751.79999999996
第70代 :	217751.79999999996
第71代 :	217751.79999999996
第72代 :	217751.79999999996
第73代 :	217751.79999999996
第74代 :	217751.79999999996
第75代 :	217751.79999999996
第76代 :	217751.79999999996
第77代 :	217751.79999999996
第78代 :	217751.79999999996
第79代 :	217751.79999999996
第80代 :	217751.79999999996
第81代 :	217751.79999999996
第82代 :	217751.79999999996
第83代 :	217751.79999999996
第84代 :	217751.79999999996
第85代 :	217751.79999999996
第86代 :	217751.79999999996
