第1代 :	386083.0
第2代 :	386083.0
第3代 :	386083.0
第4代 :	383682.0
第5代 :	313423.5
第6代 :	313423.5
第7代 :	313422.4
第8代 :	306907.69999999995
第9代 :	306907.69999999995
第10代 :	306907.69999999995
第11代 :	306907.69999999995
第12代 :	253479.79999999993
第13代 :	253479.79999999993
第14代 :	253479.79999999993
第15代 :	253479.79999999993
第16代 :	253479.79999999993
第17代 :	253479.79999999993
第18代 :	236906.80000000002
第19代 :	234704.0
第20代 :	234704.0
第21代 :	234704.0
第22代 :	234704.0
第23代 :	234704.0
第24代 :	234704.0
第25代 :	234704.0
第26代 :	233420.29999999996
第27代 :	233420.29999999996
第28代 :	233420.29999999996
第29代 :	233226.80000000005
第30代 :	230743.79999999993
第31代 :	230743.79999999993
第32代 :	230743.79999999993
第33代 :	230664.0
第34代 :	230664.0
第35代 :	230664.0
第36代 :	230664.0
第37代 :	230664.0
第38代 :	230664.0
第39代 :	230664.0
第40代 :	230664.0
第41代 :	230664.0
第42代 :	230664.0
第43代 :	230664.0
第44代 :	228644.0
第45代 :	228644.0
第46代 :	228644.0
第47代 :	228644.0
第48代 :	225407.76470588232
第49代 :	225407.76470588232
第50代 :	224247.79999999996
第51代 :	224247.79999999996
第52代 :	224247.79999999996
第53代 :	224247.79999999996
第54代 :	224247.79999999996
第55代 :	224247.79999999996
第56代 :	224247.79999999996
第57代 :	224247.79999999996
第58代 :	224247.79999999996
第59代 :	224247.79999999996
第60代 :	224247.79999999996
第61代 :	224247.79999999996
第62代 :	224247.79999999996
第63代 :	224247.79999999996
第64代 :	224247.79999999996
第65代 :	224247.79999999996
第66代 :	224247.79999999996
第67代 :	224247.79999999996
第68代 :	224247.79999999996
第69代 :	224247.79999999996
第70代 :	224247.79999999996
第71代 :	224247.79999999996
第72代 :	224247.79999999996
第73代 :	224247.79999999996
第74代 :	224247.79999999996
第75代 :	224247.79999999996
第76代 :	224247.79999999996
第77代 :	224247.79999999996
第78代 :	224247.79999999996
第79代 :	224247.79999999996
第80代 :	224247.79999999996
第81代 :	224247.79999999996
第82代 :	224247.79999999996
第83代 :	224247.79999999996
第84代 :	224247.79999999996
第85代 :	224247.79999999996
第86代 :	224247.79999999996
第87代 :	224247.79999999996
第88代 :	224247.79999999996
第89代 :	224247.79999999996
第90代 :	224247.79999999996
第91代 :	224247.79999999996
第92代 :	224247.79999999996
第93代 :	224247.79999999996
第94代 :	224247.79999999996
第95代 :	224247.79999999996
第96代 :	224247.79999999996
第97代 :	224247.79999999996
