迭代次数,Cmax
1,208222.5000
2,208080.6000
3,208080.6000
4,208080.6000
5,207912.9000
6,207461.4000
7,205305.6000
8,203002.2000
9,201879.0000
10,201879.0000
11,201879.0000
12,201879.0000
13,201879.0000
14,201879.0000
15,201879.0000
16,199171.8000
17,199171.8000
18,199171.8000
19,199171.8000
20,199171.8000
21,199171.8000
22,199171.8000
23,199171.8000
24,199171.8000
25,199171.8000
26,199171.8000
27,199171.8000
28,199171.8000
29,199171.8000
30,199171.8000
31,199171.8000
32,198322.8000
33,198322.8000
34,198263.8000
35,198263.8000
36,198263.8000
37,198263.8000
38,198263.8000
39,198263.8000
40,198263.8000
41,198263.8000
42,198263.8000
43,198263.8000
44,198263.8000
45,198263.8000
46,198263.8000
47,196706.5000
48,196706.5000
49,196706.5000
50,196706.5000
51,196706.5000
52,196706.5000
53,196706.5000
54,196706.5000
55,196706.5000
56,196324.0000
57,196324.0000
58,196324.0000
59,196324.0000
60,196324.0000
61,196324.0000
62,196324.0000
63,195493.9000
64,195493.9000
65,195493.9000
66,195493.9000
67,195493.9000
68,195493.9000
69,195493.9000
70,195493.9000
71,195493.9000
72,195493.9000
73,195493.9000
74,195493.9000
75,195493.9000
76,195493.9000
77,195493.9000
78,195493.9000
79,195493.9000
80,195493.9000
81,195493.9000
82,195493.9000
83,195493.9000
84,195493.9000
85,195493.9000
86,195493.9000
87,195493.9000
88,195493.9000
89,195493.9000
90,195493.9000
91,195493.9000
92,195493.9000
93,195493.9000
94,195493.9000
95,195493.9000
96,195493.9000
97,195493.9000
98,195493.9000
99,195493.9000
100,195493.9000
101,195493.9000
102,195493.9000
103,195493.9000
104,195493.9000
105,195493.9000
106,195493.9000
107,195493.9000
108,195493.9000
109,195493.9000
110,195493.9000
111,195493.9000
112,195493.9000
113,195493.9000
114,195493.9000
115,195493.9000
116,195493.9000
117,195493.9000
118,195369.6000
119,195369.6000
120,195369.6000
121,195369.6000
122,195369.6000
123,195369.6000
124,195369.6000
125,195369.6000
126,195369.6000
127,195369.6000
128,195369.6000
129,195369.6000
130,195369.6000
131,195369.6000
132,195369.6000
133,195369.6000
134,195369.6000
135,195369.6000
136,195369.6000
137,195369.6000
138,195369.6000
139,195369.6000
140,195369.6000
141,195369.6000
142,195369.6000
143,195369.6000
144,195369.6000
145,195369.6000
146,195369.6000
147,195369.6000
148,195369.6000
149,195369.6000
150,195369.6000
151,195369.6000
152,195369.6000
153,195369.6000
154,195369.6000
155,195369.6000
156,195369.6000
157,195369.6000
158,195369.6000
159,195369.6000
160,195189.4000
161,195189.4000
162,195189.4000
163,195189.4000
164,195189.4000
165,195189.4000
166,195189.4000
167,195189.4000
168,195189.4000
169,195189.4000
170,195189.4000
171,195189.4000
172,195189.4000
173,195189.4000
174,195189.4000
175,195189.4000
176,194732.8000
177,194732.8000
178,194732.8000
179,194732.8000
180,194732.8000
181,194732.8000
182,194732.8000
183,194732.8000
184,194732.8000
185,194732.8000
186,194732.8000
187,193829.8000
188,193829.8000
189,193675.0000
190,193675.0000
191,193675.0000
192,193675.0000
193,193675.0000
194,193675.0000
195,193675.0000
196,193675.0000
197,193675.0000
198,193675.0000
199,193675.0000
200,193675.0000
201,193675.0000
202,193675.0000
203,193675.0000
204,193675.0000
205,193675.0000
206,193675.0000
207,193675.0000
208,193675.0000
209,193675.0000
210,193675.0000
211,193675.0000
212,193675.0000
213,193675.0000
214,193675.0000
215,193675.0000
216,193675.0000
217,193675.0000
218,193675.0000
219,193675.0000
220,193675.0000
221,193675.0000
222,193675.0000
223,193675.0000
224,193675.0000
225,193675.0000
226,193675.0000
227,193675.0000
228,193675.0000
229,193675.0000
230,193675.0000
231,193675.0000
232,193675.0000
233,193675.0000
234,193675.0000
235,193675.0000
236,193675.0000
237,193675.0000
238,193675.0000
239,193675.0000
240,193675.0000
241,193675.0000
242,193675.0000
243,193675.0000
244,193675.0000
245,193675.0000
246,193675.0000
247,193675.0000
248,193675.0000
249,193675.0000
250,193675.0000
251,193675.0000
252,193675.0000
253,193675.0000
254,193675.0000
255,193675.0000
256,193675.0000
257,193675.0000
258,193675.0000
259,193675.0000
260,193675.0000
261,193675.0000
262,193675.0000
263,193675.0000
264,193675.0000
265,193675.0000
266,193675.0000
267,193675.0000
268,193675.0000
269,193675.0000
270,193675.0000
271,193675.0000
272,193675.0000
273,193675.0000
274,193675.0000
275,193675.0000
276,193675.0000
277,193675.0000
278,193675.0000
279,193675.0000
280,193675.0000
281,193675.0000
282,193675.0000
283,193675.0000
284,193675.0000
285,193675.0000
286,193675.0000
287,193675.0000
288,193675.0000
289,193675.0000
290,193675.0000
291,193675.0000
292,193675.0000
293,193675.0000
294,193675.0000
295,193675.0000
296,193675.0000
297,193675.0000
298,193675.0000
299,193675.0000
300,193675.0000
301,193675.0000
302,193675.0000
303,193675.0000
304,193675.0000
305,193675.0000
306,193675.0000
307,193675.0000
308,193675.0000
309,193675.0000
310,193675.0000
311,193675.0000
312,193675.0000
313,193675.0000
314,193675.0000
315,193675.0000
316,193675.0000
317,193675.0000
318,193675.0000
319,193675.0000
320,193675.0000
321,193675.0000
322,193675.0000
323,193675.0000
324,193675.0000
325,193675.0000
326,193675.0000
327,193675.0000
328,193675.0000
329,193675.0000
330,193675.0000
331,193675.0000
332,193675.0000
333,193675.0000
334,193675.0000
335,193675.0000
336,193675.0000
337,193675.0000
338,193675.0000
339,193675.0000
340,193675.0000
341,193675.0000
342,193675.0000
343,193675.0000
344,193675.0000
345,193675.0000
346,193675.0000
347,193675.0000
348,193675.0000
349,193675.0000
350,193675.0000
351,193675.0000
352,193675.0000
353,193675.0000
354,193675.0000
355,193675.0000
