================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 7 次
实验时间: 2025-12-21 20:06:32

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 50个零件, 3台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 64005.04
初始种群平均解: Makespan = 93335.84

Gen    1 | 最优: 64005.04 | 平均: 87683.15 | 改进: 0.00 | 停滞: 1/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 59972.39 | 平均: 83489.67 | 改进: 4032.65 | 停滞: 16/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 59966.33 | 平均: 82587.70 | 改进: 6.06 | 停滞: 16/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 59712.18 | 平均: 82719.79 | 改进: 254.16 | 停滞: 30/300000 | 耗时: 0.1分钟
Gen  200 | 最优: 59302.30 | 平均: 82625.57 | 改进: 409.87 | 停滞: 16/300000 | 耗时: 0.1分钟
Gen  250 | 最优: 57841.67 | 平均: 82861.90 | 改进: 1460.64 | 停滞: 40/300000 | 耗时: 0.1分钟
Gen  300 | 最优: 57841.67 | 平均: 83426.33 | 改进: 0.00 | 停滞: 90/300000 | 耗时: 0.1分钟
Gen  350 | 最优: 57841.67 | 平均: 82207.92 | 改进: 0.00 | 停滞: 140/300000 | 耗时: 0.2分钟
Gen  400 | 最优: 57841.67 | 平均: 81816.78 | 改进: 0.00 | 停滞: 190/300000 | 耗时: 0.2分钟
Gen  450 | 最优: 57841.67 | 平均: 82158.47 | 改进: 0.00 | 停滞: 240/300000 | 耗时: 0.2分钟
Gen  500 | 最优: 57841.67 | 平均: 83618.39 | 改进: 0.00 | 停滞: 290/300000 | 耗时: 0.2分钟
Gen  550 | 最优: 57841.67 | 平均: 82057.51 | 改进: 0.00 | 停滞: 340/300000 | 耗时: 0.2分钟
Gen  600 | 最优: 57841.67 | 平均: 82736.40 | 改进: 0.00 | 停滞: 390/300000 | 耗时: 0.3分钟
Gen  650 | 最优: 57601.18 | 平均: 82455.63 | 改进: 240.49 | 停滞: 43/300000 | 耗时: 0.3分钟
Gen  700 | 最优: 57601.18 | 平均: 82126.29 | 改进: 0.00 | 停滞: 93/300000 | 耗时: 0.3分钟
Gen  750 | 最优: 57601.18 | 平均: 80463.29 | 改进: 0.00 | 停滞: 143/300000 | 耗时: 0.3分钟
Gen  800 | 最优: 57601.18 | 平均: 82596.61 | 改进: 0.00 | 停滞: 193/300000 | 耗时: 0.3分钟
Gen  850 | 最优: 57601.18 | 平均: 82677.10 | 改进: 0.00 | 停滞: 243/300000 | 耗时: 0.4分钟
Gen  900 | 最优: 57601.18 | 平均: 82251.65 | 改进: 0.00 | 停滞: 293/300000 | 耗时: 0.4分钟
Gen  950 | 最优: 57601.18 | 平均: 82641.94 | 改进: 0.00 | 停滞: 343/300000 | 耗时: 0.4分钟
Gen 1000 | 最优: 57601.18 | 平均: 83584.24 | 改进: 0.00 | 停滞: 393/300000 | 耗时: 0.4分钟
Gen 1050 | 最优: 57601.18 | 平均: 83345.70 | 改进: 0.00 | 停滞: 443/300000 | 耗时: 0.4分钟
Gen 1100 | 最优: 57601.18 | 平均: 82814.99 | 改进: 0.00 | 停滞: 493/300000 | 耗时: 0.5分钟
Gen 1150 | 最优: 57601.18 | 平均: 82844.90 | 改进: 0.00 | 停滞: 543/300000 | 耗时: 0.5分钟
Gen 1200 | 最优: 57601.18 | 平均: 82642.66 | 改进: 0.00 | 停滞: 593/300000 | 耗时: 0.5分钟
Gen 1250 | 最优: 57601.18 | 平均: 83341.01 | 改进: 0.00 | 停滞: 643/300000 | 耗时: 0.5分钟
Gen 1300 | 最优: 57601.18 | 平均: 82847.62 | 改进: 0.00 | 停滞: 693/300000 | 耗时: 0.5分钟
Gen 1350 | 最优: 57601.18 | 平均: 81541.33 | 改进: 0.00 | 停滞: 743/300000 | 耗时: 0.5分钟
Gen 1400 | 最优: 57601.18 | 平均: 82604.81 | 改进: 0.00 | 停滞: 793/300000 | 耗时: 0.6分钟
Gen 1450 | 最优: 57601.18 | 平均: 82511.96 | 改进: 0.00 | 停滞: 843/300000 | 耗时: 0.6分钟
Gen 1500 | 最优: 57601.18 | 平均: 82134.02 | 改进: 0.00 | 停滞: 893/300000 | 耗时: 0.6分钟
