================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 8 次
实验时间: 2025-12-21 19:45:22

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 20个零件, 2台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 40553.79
初始种群平均解: Makespan = 44100.96

Gen    1 | 最优: 37328.33 | 平均: 43516.08 | 改进: 3225.46 | 停滞: 0/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 32535.79 | 平均: 41336.41 | 改进: 4792.54 | 停滞: 37/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 32535.79 | 平均: 41364.95 | 改进: 0.00 | 停滞: 87/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 32535.79 | 平均: 41211.88 | 改进: 0.00 | 停滞: 137/300000 | 耗时: 0.0分钟
Gen  200 | 最优: 32535.79 | 平均: 41651.90 | 改进: 0.00 | 停滞: 187/300000 | 耗时: 0.0分钟
Gen  250 | 最优: 32535.79 | 平均: 41358.92 | 改进: 0.00 | 停滞: 237/300000 | 耗时: 0.0分钟
Gen  300 | 最优: 32535.79 | 平均: 41638.01 | 改进: 0.00 | 停滞: 287/300000 | 耗时: 0.0分钟
Gen  350 | 最优: 32535.79 | 平均: 41782.50 | 改进: 0.00 | 停滞: 337/300000 | 耗时: 0.0分钟
Gen  400 | 最优: 32535.79 | 平均: 41265.34 | 改进: 0.00 | 停滞: 387/300000 | 耗时: 0.0分钟
Gen  450 | 最优: 32535.79 | 平均: 41720.50 | 改进: 0.00 | 停滞: 437/300000 | 耗时: 0.0分钟
Gen  500 | 最优: 32535.79 | 平均: 41270.76 | 改进: 0.00 | 停滞: 487/300000 | 耗时: 0.1分钟
Gen  550 | 最优: 32535.79 | 平均: 41689.03 | 改进: 0.00 | 停滞: 537/300000 | 耗时: 0.1分钟
Gen  600 | 最优: 32535.79 | 平均: 41782.91 | 改进: 0.00 | 停滞: 587/300000 | 耗时: 0.1分钟
Gen  650 | 最优: 32535.79 | 平均: 41624.57 | 改进: 0.00 | 停滞: 637/300000 | 耗时: 0.1分钟
Gen  700 | 最优: 32535.79 | 平均: 41694.69 | 改进: 0.00 | 停滞: 687/300000 | 耗时: 0.1分钟
Gen  750 | 最优: 32535.79 | 平均: 41576.42 | 改进: 0.00 | 停滞: 737/300000 | 耗时: 0.1分钟
Gen  800 | 最优: 32535.79 | 平均: 41454.12 | 改进: 0.00 | 停滞: 787/300000 | 耗时: 0.1分钟
Gen  850 | 最优: 32535.79 | 平均: 41267.29 | 改进: 0.00 | 停滞: 837/300000 | 耗时: 0.1分钟
Gen  900 | 最优: 32535.79 | 平均: 41605.29 | 改进: 0.00 | 停滞: 887/300000 | 耗时: 0.1分钟
