# Pareto Front
# Size: 22
# Format: Cmax Energy

50228.217391	344.870333
48561.304348	348.314683
49249.304348	345.434152
48999.217391	347.394230
49968.217391	345.077338
49348.304348	345.383544
48945.217391	348.066533
48969.217391	347.471092
48790.217391	348.157033
48890.217391	348.086453
48998.304348	347.398372
47006.428571	406.629802
47958.428571	404.322727
47154.217391	405.398973
48343.217391	403.086664
48139.428571	403.173019
47136.428571	406.554263
46629.217391	409.760325
45835.428571	410.555421
46185.217391	410.241863
45756.217391	412.151669
46197.217391	409.830935
