Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-TS,1,211393.5294,0.7944,300049,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,2,216054.5000,0.7477,300023,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,3,214503.8000,0.7944,300026,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,4,213494.5000,0.7944,300039,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,5,211574.5000,0.7944,300013,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,6,210027.6471,0.7944,300180,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,7,215339.4118,0.7944,300010,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,8,214294.5000,0.7944,300033,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,9,224099.0000,0.7477,300022,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-TS,10,219100.2353,0.7477,300013,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,1,241269.0000,0.7944,391494,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,2,320414.4000,0.7477,405036,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,3,282170.8000,0.8474,362333,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,4,265610.8000,0.8474,408985,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,5,313423.5000,0.7944,401887,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,6,240586.8000,0.7944,543129,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,7,259354.8000,0.7944,421373,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,8,253466.8000,0.7944,405916,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,9,306353.5000,0.7477,600990,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-GA,10,317579.7000,0.7944,463198,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,1,352430.4000,0.7062,954690,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,2,316187.7000,0.7477,577792,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,3,317115.7000,0.7477,799600,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,4,349783.5000,0.7062,847263,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,5,280698.8000,0.7477,585034,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,6,328068.5000,0.7477,865022,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,7,348667.7000,0.7062,896004,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,8,321291.7000,0.7477,842982,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,9,338168.5000,0.6690,581517,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
GA-ACO,10,310619.7000,0.7062,912072,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
