Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
ALNS,1,174609.0000,0.0000,300043,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,2,171440.4000,0.0000,300153,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,3,172084.0000,0.0000,300066,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,4,170887.8000,0.0000,300128,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,5,172094.5000,0.0000,300566,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,6,169959.8000,0.0000,300445,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,7,171351.8000,0.0000,300024,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,8,169555.7000,0.0000,300225,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,9,168128.4000,0.0000,300382,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
ALNS,10,175619.0000,0.0000,300048,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_04
