# Pareto Front
# Size: 23
# Format: Cmax Energy

76600.000000	840.244944
75150.070175	843.909270
76344.000000	840.998673
75951.000000	841.715907
75446.341463	843.158854
75650.682927	842.181239
75576.341463	842.862239
75648.000000	842.344533
73313.146341	845.068695
72804.097561	846.488274
73064.000000	845.384384
66133.102564	871.149577
66702.102564	869.408976
67981.000000	867.932296
66291.102564	871.015267
66620.102564	869.950033
70155.245614	848.037967
68429.245614	851.630389
69015.245614	848.742200
68574.823529	850.571039
69395.947368	848.340145
69341.947368	848.461386
68375.000000	864.190588
