Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-GA,9,480548.8000,0.7924,495642,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-GA,10,364860.2000,0.7924,493337,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,1,520023.2000,0.7358,858014,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,2,420458.5500,0.7358,1097922,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,3,685683.2000,0.7358,737711,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,4,619419.2000,0.7358,725607,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,5,591307.2000,0.7358,861717,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,6,603355.2000,0.7358,797023,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,7,397620.2000,0.7924,644541,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,8,668615.2000,0.7924,907595,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,9,668615.2000,0.7358,854680,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
GA-ACO,10,391460.2000,0.7358,962457,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,1,309733.8000,0.0000,300109,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,2,302840.8000,0.0000,300070,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,3,298774.2000,0.0000,300108,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,4,299965.9000,0.0000,300049,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,5,298248.6000,0.0000,300096,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,6,299828.8000,0.0000,300161,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,7,302228.3000,0.0000,300035,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,8,302343.9000,0.0000,300054,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,9,301248.9000,0.0000,300029,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
ALNS,10,299828.8000,0.0000,300009,chapter-1/src/main/resources/Machine/machine_3,chapter-1/src/main/resources/PrintItem/printItem_60/printItem_60_02
