Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-TS,1,126423.0000,0.7115,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,2,126982.0000,0.7115,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,3,130050.0000,0.7115,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,4,130050.0000,0.7115,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,5,130158.0000,0.7115,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,6,122688.0000,0.7115,300006,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,7,126423.0000,0.7115,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,8,126423.0000,0.7115,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,9,129342.0000,0.7115,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-TS,10,125094.0000,0.7115,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,1,120820.5000,0.7115,335644,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,2,122376.7500,0.7115,331936,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,3,123678.0000,0.7115,323266,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,4,122688.0000,0.7115,322927,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,5,123678.0000,0.7115,351688,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,6,123678.0000,0.7115,351403,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,7,120820.5000,0.7115,339327,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,8,125094.0000,0.7115,335863,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,9,124858.0000,0.7115,338622,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-GA,10,123678.0000,0.7115,316016,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,1,130469.2500,0.7115,349086,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,2,130780.5000,0.7115,370227,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,3,125094.0000,0.7115,328166,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,4,126423.0000,0.7115,337879,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,5,126982.0000,0.7115,416705,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,6,134204.2500,0.7115,347948,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,7,127356.7500,0.7115,392702,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,8,130158.0000,0.7115,346315,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,9,130469.2500,0.7115,375821,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
GA-ACO,10,132174.0000,0.7115,353211,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,1,113350.5000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,2,113350.5000,0.0000,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,3,113350.5000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,4,113350.5000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,5,113350.5000,0.0000,300021,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,6,113350.5000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,7,113350.5000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,8,113350.5000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,9,114919.2000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
ALNS,10,113350.5000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_02
