Algorithm,Cmax,AvgUtilization,TimeMs
GA-TS,126423.0000,0.7115,300003
GA-TS,126982.0000,0.7115,300003
GA-TS,130050.0000,0.7115,300001
GA-TS,130050.0000,0.7115,300001
GA-TS,130158.0000,0.7115,300001
GA-TS,122688.0000,0.7115,300006
GA-TS,126423.0000,0.7115,300002
GA-TS,126423.0000,0.7115,300002
GA-TS,129342.0000,0.7115,300001
GA-TS,125094.0000,0.7115,300001
GA-GA,120820.5000,0.7115,335644
GA-GA,122376.7500,0.7115,331936
GA-GA,123678.0000,0.7115,323266
GA-GA,122688.0000,0.7115,322927
GA-GA,123678.0000,0.7115,351688
GA-GA,123678.0000,0.7115,351403
GA-GA,120820.5000,0.7115,339327
GA-GA,125094.0000,0.7115,335863
GA-GA,124858.0000,0.7115,338622
GA-GA,123678.0000,0.7115,316016
GA-ACO,130469.2500,0.7115,349086
GA-ACO,130780.5000,0.7115,370227
GA-ACO,125094.0000,0.7115,328166
GA-ACO,126423.0000,0.7115,337879
GA-ACO,126982.0000,0.7115,416705
GA-ACO,134204.2500,0.7115,347948
GA-ACO,127356.7500,0.7115,392702
GA-ACO,130158.0000,0.7115,346315
GA-ACO,130469.2500,0.7115,375821
GA-ACO,132174.0000,0.7115,353211
ALNS,113350.5000,0.0000,300000
ALNS,113350.5000,0.0000,300003
ALNS,113350.5000,0.0000,300001
ALNS,113350.5000,0.0000,300001
ALNS,113350.5000,0.0000,300021
ALNS,113350.5000,0.0000,300000
ALNS,113350.5000,0.0000,300001
ALNS,113350.5000,0.0000,300000
ALNS,114919.2000,0.0000,300001
ALNS,113350.5000,0.0000,300001
