================================================================================
                          实验结果报告
================================================================================
实验名称: 简化评分 - 50%启发式+LocalSearch变异+禁忌搜索+简化评分
算例名称: 2M40J
运行ID: 7
实验时间: 2026-02-07 10:37:23

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 261405.0000
运行时间: 388046 ms (388.05 秒)
终止代数: 4698

【收敛曲线数据】
代数	Cmax
1	421677.0000
11	283478.0000
21	280858.5000
31	280858.5000
41	280858.5000
51	280858.5000
61	280858.5000
71	280858.5000
81	280858.5000
91	280858.5000
101	280858.5000
111	280858.5000
121	280858.5000
131	280858.5000
141	280858.5000
151	280858.5000
161	280858.5000
171	280858.5000
181	280858.5000
191	280858.5000
201	280858.5000
211	280858.5000
221	280858.5000
231	280858.5000
241	280858.5000
251	280858.5000
261	280858.5000
271	280858.5000
281	280858.5000
291	280858.5000
301	280858.5000
311	280858.5000
321	280858.5000
331	280858.5000
341	280858.5000
351	280858.5000
361	280858.5000
371	280858.5000
381	280858.5000
391	280858.5000
401	280858.5000
411	280858.5000
421	280858.5000
431	280858.5000
441	280858.5000
451	280858.5000
461	280858.5000
471	280858.5000
481	280858.5000
491	280858.5000
501	280858.5000
511	280858.5000
521	280858.5000
531	280858.5000
541	280858.5000
551	280858.5000
561	280858.5000
571	280858.5000
581	280858.5000
591	280858.5000
601	280858.5000
611	280858.5000
621	280858.5000
631	280858.5000
641	280858.5000
651	280858.5000
661	280858.5000
671	280858.5000
681	280858.5000
691	280858.5000
701	280858.5000
711	280858.5000
721	280858.5000
731	280858.5000
741	280757.0000
751	280757.0000
761	280757.0000
771	280757.0000
781	280757.0000
791	280757.0000
801	280757.0000
811	280757.0000
821	280757.0000
831	280757.0000
841	280757.0000
851	280757.0000
861	280757.0000
871	280757.0000
881	280757.0000
891	280757.0000
901	280757.0000
911	280757.0000
921	280757.0000
931	280757.0000
941	280757.0000
951	280757.0000
961	280757.0000
971	280757.0000
981	280757.0000
991	280757.0000
1001	280757.0000
1011	280757.0000
1021	280757.0000
1031	280757.0000
1041	280757.0000
1051	280757.0000
1061	280757.0000
1071	280757.0000
1081	280757.0000
1091	280757.0000
1101	280757.0000
1111	280757.0000
1121	280757.0000
1131	280757.0000
1141	280757.0000
1151	280757.0000
1161	280757.0000
1171	280757.0000
1181	280757.0000
1191	280757.0000
1201	280757.0000
1211	280757.0000
1221	280757.0000
1231	280757.0000
1241	280757.0000
1251	280757.0000
1261	280757.0000
1271	280757.0000
1281	280757.0000
1291	280757.0000
1301	280757.0000
1311	280757.0000
1321	280757.0000
1331	280757.0000
1341	280757.0000
1351	280757.0000
1361	280757.0000
1371	280757.0000
1381	280757.0000
1391	280757.0000
1401	280757.0000
1411	280757.0000
1421	280757.0000
1431	280757.0000
1441	280757.0000
1451	280757.0000
1461	280757.0000
1471	280757.0000
1481	280757.0000
1491	280757.0000
1501	280757.0000
1511	280757.0000
1521	280757.0000
1531	280757.0000
1541	280757.0000
1551	280757.0000
1561	280757.0000
1571	280757.0000
1581	280757.0000
1591	280757.0000
1601	280757.0000
1611	280757.0000
1621	280757.0000
1631	280757.0000
1641	280757.0000
1651	280757.0000
1661	280757.0000
1671	280757.0000
1681	280757.0000
1691	280757.0000
1701	280757.0000
1711	280757.0000
1721	280757.0000
1731	280757.0000
1741	280757.0000
1751	280757.0000
1761	280757.0000
1771	280757.0000
1781	280757.0000
1791	280757.0000
1801	280757.0000
1811	280757.0000
1821	280757.0000
1831	280757.0000
1841	280757.0000
1851	280757.0000
1861	280757.0000
1871	280757.0000
1881	280757.0000
1891	280757.0000
1901	280757.0000
1911	280757.0000
1921	280757.0000
1931	280757.0000
1941	280757.0000
1951	280757.0000
1961	280757.0000
1971	280757.0000
1981	280757.0000
1991	280757.0000
2001	280757.0000
2011	280757.0000
2021	280757.0000
2031	280757.0000
2041	280757.0000
2051	280757.0000
2061	280757.0000
2071	280757.0000
2081	280757.0000
2091	280757.0000
2101	280757.0000
2111	280757.0000
2121	280757.0000
2131	280757.0000
2141	280757.0000
2151	280757.0000
2161	280757.0000
2171	280757.0000
2181	280757.0000
2191	280757.0000
2201	280757.0000
2211	280757.0000
2221	280757.0000
2231	280757.0000
2241	280757.0000
2251	280757.0000
2261	280757.0000
2271	280757.0000
2281	280757.0000
2291	280757.0000
2301	280757.0000
2311	280757.0000
2321	280757.0000
2331	280757.0000
2341	280757.0000
2351	280757.0000
2361	280757.0000
2371	280757.0000
2381	280757.0000
2391	280757.0000
2401	280757.0000
2411	280757.0000
2421	280757.0000
2431	280757.0000
2441	280757.0000
2451	280757.0000
2461	280757.0000
2471	280757.0000
2481	280757.0000
2491	280757.0000
2501	280757.0000
2511	280757.0000
2521	280757.0000
2531	280757.0000
2541	280757.0000
2551	280757.0000
2561	275565.0000
2571	275565.0000
2581	275565.0000
2591	275565.0000
2601	275565.0000
2611	275565.0000
2621	275565.0000
2631	275565.0000
2641	275565.0000
2651	275565.0000
2661	275565.0000
2671	275565.0000
2681	275565.0000
2691	274322.2500
2701	274149.0000
2711	261405.0000
2721	261405.0000
2731	261405.0000
2741	261405.0000
2751	261405.0000
2761	261405.0000
2771	261405.0000
2781	261405.0000
2791	261405.0000
2801	261405.0000
2811	261405.0000
2821	261405.0000
2831	261405.0000
2841	261405.0000
2851	261405.0000
2861	261405.0000
2871	261405.0000
2881	261405.0000
2891	261405.0000
2901	261405.0000
2911	261405.0000
2921	261405.0000
2931	261405.0000
2941	261405.0000
2951	261405.0000
2961	261405.0000
2971	261405.0000
2981	261405.0000
2991	261405.0000
3001	261405.0000
3011	261405.0000
3021	261405.0000
3031	261405.0000
3041	261405.0000
3051	261405.0000
3061	261405.0000
3071	261405.0000
3081	261405.0000
3091	261405.0000
3101	261405.0000
3111	261405.0000
3121	261405.0000
3131	261405.0000
3141	261405.0000
3151	261405.0000
3161	261405.0000
3171	261405.0000
3181	261405.0000
3191	261405.0000
3201	261405.0000
3211	261405.0000
3221	261405.0000
3231	261405.0000
3241	261405.0000
3251	261405.0000
3261	261405.0000
3271	261405.0000
3281	261405.0000
3291	261405.0000
3301	261405.0000
3311	261405.0000
3321	261405.0000
3331	261405.0000
3341	261405.0000
3351	261405.0000
3361	261405.0000
3371	261405.0000
3381	261405.0000
3391	261405.0000
3401	261405.0000
3411	261405.0000
3421	261405.0000
3431	261405.0000
3441	261405.0000
3451	261405.0000
3461	261405.0000
3471	261405.0000
3481	261405.0000
3491	261405.0000
3501	261405.0000
3511	261405.0000
3521	261405.0000
3531	261405.0000
3541	261405.0000
3551	261405.0000
3561	261405.0000
3571	261405.0000
3581	261405.0000
3591	261405.0000
3601	261405.0000
3611	261405.0000
3621	261405.0000
3631	261405.0000
3641	261405.0000
3651	261405.0000
3661	261405.0000
3671	261405.0000
3681	261405.0000
3691	261405.0000
3701	261405.0000
3711	261405.0000
3721	261405.0000
3731	261405.0000
3741	261405.0000
3751	261405.0000
3761	261405.0000
3771	261405.0000
3781	261405.0000
3791	261405.0000
3801	261405.0000
3811	261405.0000
3821	261405.0000
3831	261405.0000
3841	261405.0000
3851	261405.0000
3861	261405.0000
3871	261405.0000
3881	261405.0000
3891	261405.0000
3901	261405.0000
3911	261405.0000
3921	261405.0000
3931	261405.0000
3941	261405.0000
3951	261405.0000
3961	261405.0000
3971	261405.0000
3981	261405.0000
3991	261405.0000
4001	261405.0000
4011	261405.0000
4021	261405.0000
4031	261405.0000
4041	261405.0000
4051	261405.0000
4061	261405.0000
4071	261405.0000
4081	261405.0000
4091	261405.0000
4101	261405.0000
4111	261405.0000
4121	261405.0000
4131	261405.0000
4141	261405.0000
4151	261405.0000
4161	261405.0000
4171	261405.0000
4181	261405.0000
4191	261405.0000
4201	261405.0000
4211	261405.0000
4221	261405.0000
4231	261405.0000
4241	261405.0000
4251	261405.0000
4261	261405.0000
4271	261405.0000
4281	261405.0000
4291	261405.0000
4301	261405.0000
4311	261405.0000
4321	261405.0000
4331	261405.0000
4341	261405.0000
4351	261405.0000
4361	261405.0000
4371	261405.0000
4381	261405.0000
4391	261405.0000
4401	261405.0000
4411	261405.0000
4421	261405.0000
4431	261405.0000
4441	261405.0000
4451	261405.0000
4461	261405.0000
4471	261405.0000
4481	261405.0000
4491	261405.0000
4501	261405.0000
4511	261405.0000
4521	261405.0000
4531	261405.0000
4541	261405.0000
4551	261405.0000
4561	261405.0000
4571	261405.0000
4581	261405.0000
4591	261405.0000
4601	261405.0000
4611	261405.0000
4621	261405.0000
4631	261405.0000
4641	261405.0000
4651	261405.0000
4661	261405.0000
4671	261405.0000
4681	261405.0000
4691	261405.0000
4698	261405.0000

✓ 收敛曲线图已生成: 收敛曲线图.png

【机器负载统计】
  机器 1: 批次数=5, 完工时间=261424.7894
  机器 2: 批次数=4, 完工时间=254735.0311


================================================================================
                         实验结果输出完成
================================================================================
