================================================================================
                          实验结果报告
================================================================================
实验名称: 随机初始化 - 0%启发式(全随机)+LocalSearch变异+禁忌搜索+复杂评分
算例名称: 2M40J
运行ID: 1
实验时间: 2026-02-07 10:20:40

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 282409.0000
运行时间: 300020 ms (300.02 秒)
终止代数: 8022

【收敛曲线数据】
代数	Cmax
1	326328.7500
11	305662.0000
21	293308.5000
31	293308.5000
41	293308.5000
51	293308.5000
61	293308.5000
71	293308.5000
81	293308.5000
91	293308.5000
101	293308.5000
111	293308.5000
121	293308.5000
131	293308.5000
141	293308.5000
151	291752.2500
161	291752.2500
171	291752.2500
181	291752.2500
191	291752.2500
201	291752.2500
211	291752.2500
221	291752.2500
231	291752.2500
241	291752.2500
251	291752.2500
261	291752.2500
271	291752.2500
281	291752.2500
291	291752.2500
301	291752.2500
311	291752.2500
321	291752.2500
331	288951.0000
341	288951.0000
351	288951.0000
361	288951.0000
371	288951.0000
381	288951.0000
391	288951.0000
401	288951.0000
411	288951.0000
421	288951.0000
431	288951.0000
441	288951.0000
451	288951.0000
461	288951.0000
471	288951.0000
481	287706.0000
491	287706.0000
501	287706.0000
511	287706.0000
521	287706.0000
531	287706.0000
541	287706.0000
551	287706.0000
561	287706.0000
571	287706.0000
581	287706.0000
591	287706.0000
601	287706.0000
611	287706.0000
621	282409.0000
631	282409.0000
641	282409.0000
651	282409.0000
661	282409.0000
671	282409.0000
681	282409.0000
691	282409.0000
701	282409.0000
711	282409.0000
721	282409.0000
731	282409.0000
741	282409.0000
751	282409.0000
761	282409.0000
771	282409.0000
781	282409.0000
791	282409.0000
801	282409.0000
811	282409.0000
821	282409.0000
831	282409.0000
841	282409.0000
851	282409.0000
861	282409.0000
871	282409.0000
881	282409.0000
891	282409.0000
901	282409.0000
911	282409.0000
921	282409.0000
931	282409.0000
941	282409.0000
951	282409.0000
961	282409.0000
971	282409.0000
981	282409.0000
991	282409.0000
1001	282409.0000
1011	282409.0000
1021	282409.0000
1031	282409.0000
1041	282409.0000
1051	282409.0000
1061	282409.0000
1071	282409.0000
1081	282409.0000
1091	282409.0000
1101	282409.0000
1111	282409.0000
1121	282409.0000
1131	282409.0000
1141	282409.0000
1151	282409.0000
1161	282409.0000
1171	282409.0000
1181	282409.0000
1191	282409.0000
1201	282409.0000
1211	282409.0000
1221	282409.0000
1231	282409.0000
1241	282409.0000
1251	282409.0000
1261	282409.0000
1271	282409.0000
1281	282409.0000
1291	282409.0000
1301	282409.0000
1311	282409.0000
1321	282409.0000
1331	282409.0000
1341	282409.0000
1351	282409.0000
1361	282409.0000
1371	282409.0000
1381	282409.0000
1391	282409.0000
1401	282409.0000
1411	282409.0000
1421	282409.0000
1431	282409.0000
1441	282409.0000
1451	282409.0000
1461	282409.0000
1471	282409.0000
1481	282409.0000
1491	282409.0000
1501	282409.0000
1511	282409.0000
1521	282409.0000
1531	282409.0000
1541	282409.0000
1551	282409.0000
1561	282409.0000
1571	282409.0000
1581	282409.0000
1591	282409.0000
1601	282409.0000
1611	282409.0000
1621	282409.0000
1631	282409.0000
1641	282409.0000
1651	282409.0000
1661	282409.0000
1671	282409.0000
1681	282409.0000
1691	282409.0000
1701	282409.0000
1711	282409.0000
1721	282409.0000
1731	282409.0000
1741	282409.0000
1751	282409.0000
1761	282409.0000
1771	282409.0000
1781	282409.0000
1791	282409.0000
1801	282409.0000
1811	282409.0000
1821	282409.0000
1831	282409.0000
1841	282409.0000
1851	282409.0000
1861	282409.0000
1871	282409.0000
1881	282409.0000
1891	282409.0000
1901	282409.0000
1911	282409.0000
1921	282409.0000
1931	282409.0000
1941	282409.0000
1951	282409.0000
1961	282409.0000
1971	282409.0000
1981	282409.0000
1991	282409.0000
2001	282409.0000
2011	282409.0000
2021	282409.0000
2031	282409.0000
2041	282409.0000
2051	282409.0000
2061	282409.0000
2071	282409.0000
2081	282409.0000
2091	282409.0000
2101	282409.0000
2111	282409.0000
2121	282409.0000
2131	282409.0000
2141	282409.0000
2151	282409.0000
2161	282409.0000
2171	282409.0000
2181	282409.0000
2191	282409.0000
2201	282409.0000
2211	282409.0000
2221	282409.0000
2231	282409.0000
2241	282409.0000
2251	282409.0000
2261	282409.0000
2271	282409.0000
2281	282409.0000
2291	282409.0000
2301	282409.0000
2311	282409.0000
2321	282409.0000
2331	282409.0000
2341	282409.0000
2351	282409.0000
2361	282409.0000
2371	282409.0000
2381	282409.0000
2391	282409.0000
2401	282409.0000
2411	282409.0000
2421	282409.0000
2431	282409.0000
2441	282409.0000
2451	282409.0000
2461	282409.0000
2471	282409.0000
2481	282409.0000
2491	282409.0000
2501	282409.0000
2511	282409.0000
2521	282409.0000
2531	282409.0000
2541	282409.0000
2551	282409.0000
2561	282409.0000
2571	282409.0000
2581	282409.0000
2591	282409.0000
2601	282409.0000
2611	282409.0000
2621	282409.0000
2631	282409.0000
2641	282409.0000
2651	282409.0000
2661	282409.0000
2671	282409.0000
2681	282409.0000
2691	282409.0000
2701	282409.0000
2711	282409.0000
2721	282409.0000
2731	282409.0000
2741	282409.0000
2751	282409.0000
2761	282409.0000
2771	282409.0000
2781	282409.0000
2791	282409.0000
2801	282409.0000
2811	282409.0000
2821	282409.0000
2831	282409.0000
2841	282409.0000
2851	282409.0000
2861	282409.0000
2871	282409.0000
2881	282409.0000
2891	282409.0000
2901	282409.0000
2911	282409.0000
2921	282409.0000
2931	282409.0000
2941	282409.0000
2951	282409.0000
2961	282409.0000
2971	282409.0000
2981	282409.0000
2991	282409.0000
3001	282409.0000
3011	282409.0000
3021	282409.0000
3031	282409.0000
3041	282409.0000
3051	282409.0000
3061	282409.0000
3071	282409.0000
3081	282409.0000
3091	282409.0000
3101	282409.0000
3111	282409.0000
3121	282409.0000
3131	282409.0000
3141	282409.0000
3151	282409.0000
3161	282409.0000
3171	282409.0000
3181	282409.0000
3191	282409.0000
3201	282409.0000
3211	282409.0000
3221	282409.0000
3231	282409.0000
3241	282409.0000
3251	282409.0000
3261	282409.0000
3271	282409.0000
3281	282409.0000
3291	282409.0000
3301	282409.0000
3311	282409.0000
3321	282409.0000
3331	282409.0000
3341	282409.0000
3351	282409.0000
3361	282409.0000
3371	282409.0000
3381	282409.0000
3391	282409.0000
3401	282409.0000
3411	282409.0000
3421	282409.0000
3431	282409.0000
3441	282409.0000
3451	282409.0000
3461	282409.0000
3471	282409.0000
3481	282409.0000
3491	282409.0000
3501	282409.0000
3511	282409.0000
3521	282409.0000
3531	282409.0000
3541	282409.0000
3551	282409.0000
3561	282409.0000
3571	282409.0000
3581	282409.0000
3591	282409.0000
3601	282409.0000
3611	282409.0000
3621	282409.0000
3631	282409.0000
3641	282409.0000
3651	282409.0000
3661	282409.0000
3671	282409.0000
3681	282409.0000
3691	282409.0000
3701	282409.0000
3711	282409.0000
3721	282409.0000
3731	282409.0000
3741	282409.0000
3751	282409.0000
3761	282409.0000
3771	282409.0000
3781	282409.0000
3791	282409.0000
3801	282409.0000
3811	282409.0000
3821	282409.0000
3831	282409.0000
3841	282409.0000
3851	282409.0000
3861	282409.0000
3871	282409.0000
3881	282409.0000
3891	282409.0000
3901	282409.0000
3911	282409.0000
3921	282409.0000
3931	282409.0000
3941	282409.0000
3951	282409.0000
3961	282409.0000
3971	282409.0000
3981	282409.0000
