Algorithm,Run,HV,IGD,RunTime
NSGAII,1,0.90598031,0.17043192,300.01
NSGAII,2,0.62111314,0.30362745,300.04
NSGAII,3,0.51448500,0.38539466,300.02
NSGAII,4,0.87431523,0.16389262,300.08
NSGAII,5,0.80578452,0.20560562,300.19
NSGAII,6,0.67704967,0.25967628,300.01
NSGAII,7,0.90029906,0.18119986,300.22
NSGAII,8,0.89287525,0.17807535,300.02
NSGAII,9,0.94011421,0.16904361,300.03
NSGAII,10,0.73622138,0.24364745,300.04
NSGAII-Basic,1,0.30501228,0.57590513,300.03
NSGAII-Basic,2,0.23214912,0.65949327,300.00
NSGAII-Basic,3,0.55687733,0.34556847,300.04
NSGAII-Basic,4,0.43003871,0.43223633,300.01
NSGAII-Basic,5,0.23343814,0.64848160,300.00
NSGAII-Basic,6,0.73050161,0.30038313,300.02
NSGAII-Basic,7,0.18771690,0.72261016,300.01
NSGAII-Basic,8,0.54146653,0.38771342,300.01
NSGAII-Basic,9,0.43668040,0.44658597,300.03
NSGAII-Basic,10,0.33881722,0.53123653,300.03
MOEAD,1,0.38610776,0.48525238,300.30
MOEAD,2,0.07312660,0.95554526,300.03
MOEAD,3,0.04338779,1.03990181,300.09
MOEAD,4,0.05702808,0.96804710,300.08
MOEAD,5,0.11905911,0.82633798,300.13
MOEAD,6,0.23710701,0.64621961,300.23
MOEAD,7,0.09257667,0.87910550,300.03
MOEAD,8,0.08750795,0.89622510,300.24
MOEAD,9,0.09928562,0.85481885,300.32
MOEAD,10,0.17035905,0.73798416,300.15
MOGWO,1,0.41822820,0.45003583,300.04
MOGWO,2,0.23642474,0.64051806,300.14
MOGWO,3,0.36279682,0.50907547,300.28
MOGWO,4,0.33356213,0.52283021,300.17
MOGWO,5,0.08915604,0.83627550,300.54
MOGWO,6,0.22244338,0.65980166,300.08
MOGWO,7,0.68545619,0.26177272,300.37
MOGWO,8,0.39641698,0.46618602,300.46
MOGWO,9,0.10907543,0.79197816,300.29
MOGWO,10,0.24395375,0.62637094,300.45
SPEA2,1,0.22461911,0.66664379,300.10
SPEA2,2,0.47518393,0.41696941,300.05
SPEA2,3,0.38968347,0.47212628,300.03
SPEA2,4,0.14845221,0.78867382,300.02
SPEA2,5,0.43676179,0.42746427,300.03
SPEA2,6,0.31026672,0.56869221,300.03
SPEA2,7,0.45655707,0.41073583,300.05
SPEA2,8,0.59902256,0.32662268,300.04
SPEA2,9,0.29762124,0.57412911,300.01
SPEA2,10,0.38390188,0.49676501,300.09
