================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 4 次
实验时间: 2025-12-21 20:03:30

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 50个零件, 2台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 88329.93
初始种群平均解: Makespan = 121464.13

Gen    1 | 最优: 88329.93 | 平均: 113680.56 | 改进: 0.00 | 停滞: 1/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 85104.13 | 平均: 103020.29 | 改进: 3225.80 | 停滞: 2/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 83189.73 | 平均: 101971.58 | 改进: 1914.40 | 停滞: 23/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 82353.73 | 平均: 102542.46 | 改进: 836.00 | 停滞: 3/300000 | 耗时: 0.1分钟
Gen  200 | 最优: 82353.73 | 平均: 103143.79 | 改进: 0.00 | 停滞: 53/300000 | 耗时: 0.1分钟
Gen  250 | 最优: 80900.81 | 平均: 104760.01 | 改进: 1452.92 | 停滞: 27/300000 | 耗时: 0.1分钟
Gen  300 | 最优: 80900.81 | 平均: 106276.52 | 改进: 0.00 | 停滞: 77/300000 | 耗时: 0.1分钟
Gen  350 | 最优: 80900.81 | 平均: 104429.33 | 改进: 0.00 | 停滞: 127/300000 | 耗时: 0.1分钟
Gen  400 | 最优: 80900.81 | 平均: 104205.32 | 改进: 0.00 | 停滞: 177/300000 | 耗时: 0.1分钟
Gen  450 | 最优: 80900.81 | 平均: 106728.84 | 改进: 0.00 | 停滞: 227/300000 | 耗时: 0.2分钟
Gen  500 | 最优: 80900.81 | 平均: 103221.77 | 改进: 0.00 | 停滞: 277/300000 | 耗时: 0.2分钟
Gen  550 | 最优: 80900.81 | 平均: 103827.35 | 改进: 0.00 | 停滞: 327/300000 | 耗时: 0.2分钟
Gen  600 | 最优: 80900.81 | 平均: 105360.08 | 改进: 0.00 | 停滞: 377/300000 | 耗时: 0.2分钟
Gen  650 | 最优: 80900.81 | 平均: 106199.96 | 改进: 0.00 | 停滞: 427/300000 | 耗时: 0.2分钟
Gen  700 | 最优: 80900.81 | 平均: 103190.24 | 改进: 0.00 | 停滞: 477/300000 | 耗时: 0.2分钟
Gen  750 | 最优: 80900.81 | 平均: 105886.35 | 改进: 0.00 | 停滞: 527/300000 | 耗时: 0.3分钟
Gen  800 | 最优: 80900.81 | 平均: 104194.65 | 改进: 0.00 | 停滞: 577/300000 | 耗时: 0.3分钟
Gen  850 | 最优: 80900.81 | 平均: 104627.61 | 改进: 0.00 | 停滞: 627/300000 | 耗时: 0.3分钟
Gen  900 | 最优: 80900.81 | 平均: 104670.11 | 改进: 0.00 | 停滞: 677/300000 | 耗时: 0.3分钟
Gen  950 | 最优: 80900.81 | 平均: 104284.56 | 改进: 0.00 | 停滞: 727/300000 | 耗时: 0.3分钟
Gen 1000 | 最优: 80900.81 | 平均: 105956.42 | 改进: 0.00 | 停滞: 777/300000 | 耗时: 0.3分钟
Gen 1050 | 最优: 80845.81 | 平均: 104362.13 | 改进: 55.00 | 停滞: 18/300000 | 耗时: 0.4分钟
Gen 1100 | 最优: 80845.81 | 平均: 103862.27 | 改进: 0.00 | 停滞: 68/300000 | 耗时: 0.4分钟
