Algorithm,Run,HV,IGD,RunTime
NSGAII,1,0.95936547,0.14945215,300.05
NSGAII,2,0.77165781,0.25491617,300.11
NSGAII,3,0.82033663,0.22355882,300.01
NSGAII,4,0.99904728,0.15238830,300.01
NSGAII,5,1.16857551,0.07525768,300.06
NSGAII,6,0.69335889,0.32091458,300.35
NSGAII,7,1.16584569,0.08855984,300.11
NSGAII,8,0.99992448,0.13683125,300.06
NSGAII,9,0.91193390,0.16937426,300.09
NSGAII,10,1.09075737,0.10040679,300.08
NSGAII-Basic,1,0.28806943,0.70084725,300.05
NSGAII-Basic,2,0.42534733,0.56150647,300.08
NSGAII-Basic,3,0.33047569,0.65753208,300.02
NSGAII-Basic,4,0.32527327,0.67423025,300.01
NSGAII-Basic,5,0.55588454,0.50352724,300.06
NSGAII-Basic,6,0.44026221,0.56549199,300.04
NSGAII-Basic,7,0.53033037,0.48834381,300.08
NSGAII-Basic,8,0.27973138,0.70736721,300.04
NSGAII-Basic,9,0.60025478,0.43779431,300.07
NSGAII-Basic,10,0.55491982,0.45808924,300.02
MOEAD,1,0.08632450,1.02860979,300.37
MOEAD,2,0.12099500,0.95129145,300.34
MOEAD,3,0.07025076,1.06336822,300.61
MOEAD,4,0.26551907,0.73534426,300.58
MOEAD,5,0.13619219,0.92816815,300.66
MOEAD,6,0.12155740,0.93701749,300.85
MOEAD,7,0.05180451,1.12427770,300.14
MOEAD,8,0.15629850,0.85961838,300.43
MOEAD,9,0.11600902,0.95624402,301.01
MOEAD,10,0.09319406,0.96563899,301.08
MOGWO,1,0.04924493,1.07762602,300.71
MOGWO,2,0.26121876,0.73793191,300.44
MOGWO,3,0.09497695,1.00051474,301.25
MOGWO,4,0.29330972,0.69315322,300.69
MOGWO,5,0.19471178,0.83292041,300.58
MOGWO,6,0.23984474,0.76771350,300.70
MOGWO,7,0.18121576,0.85529784,300.86
MOGWO,8,0.24468752,0.77059241,300.91
MOGWO,9,0.13884136,0.92250144,301.21
MOGWO,10,0.22787719,0.78638442,300.99
SPEA2,1,0.24337659,0.75478717,300.18
SPEA2,2,0.35764592,0.63434832,300.15
SPEA2,3,0.17907469,0.83743540,300.18
SPEA2,4,0.37413661,0.64592826,300.18
SPEA2,5,0.31074642,0.67191282,300.04
SPEA2,6,0.13479045,0.93706153,300.03
SPEA2,7,0.46432820,0.58263913,300.04
SPEA2,8,0.25685472,0.73746586,300.14
SPEA2,9,0.48327673,0.52767071,300.09
SPEA2,10,0.28205800,0.70813418,300.10
