Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-ACO,5,151011.7500,0.8218,358603,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
GA-ACO,6,141674.2500,0.8218,358946,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
GA-ACO,7,150078.0000,0.8218,365761,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
GA-ACO,8,144164.2500,0.8218,399872,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
GA-ACO,9,150078.0000,0.8218,347851,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
GA-ACO,10,149763.0000,0.6574,346755,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,1,130481.7000,0.0000,300007,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,2,130050.0000,0.0000,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,3,130481.7000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,4,130050.0000,0.0000,300001,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,5,130481.7000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,6,130050.0000,0.0000,300005,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,7,130050.0000,0.0000,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,8,130050.0000,0.0000,300002,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,9,130481.7000,0.0000,300000,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
ALNS,10,130050.0000,0.0000,300003,chapter-1/src/main/resources/Machine/machine_2,chapter-1/src/main/resources/PrintItem/printItem_20/printItem_20_03
