================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 8 次
实验时间: 2025-12-21 19:39:20

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 10个零件, 3台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 35376.68
初始种群平均解: Makespan = 47933.48

Gen    1 | 最优: 34210.68 | 平均: 44788.85 | 改进: 1166.00 | 停滞: 0/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 33371.68 | 平均: 40543.00 | 改进: 839.00 | 停滞: 23/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 33371.68 | 平均: 40254.11 | 改进: 0.00 | 停滞: 73/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 33371.68 | 平均: 40321.60 | 改进: 0.00 | 停滞: 123/300000 | 耗时: 0.0分钟
Gen  200 | 最优: 33371.68 | 平均: 40079.58 | 改进: 0.00 | 停滞: 173/300000 | 耗时: 0.0分钟
Gen  250 | 最优: 33371.68 | 平均: 39661.86 | 改进: 0.00 | 停滞: 223/300000 | 耗时: 0.0分钟
Gen  300 | 最优: 33371.68 | 平均: 39850.60 | 改进: 0.00 | 停滞: 273/300000 | 耗时: 0.0分钟
Gen  350 | 最优: 33371.68 | 平均: 40222.90 | 改进: 0.00 | 停滞: 323/300000 | 耗时: 0.0分钟
Gen  400 | 最优: 33371.68 | 平均: 39572.38 | 改进: 0.00 | 停滞: 373/300000 | 耗时: 0.0分钟
Gen  450 | 最优: 33371.68 | 平均: 39347.49 | 改进: 0.00 | 停滞: 423/300000 | 耗时: 0.0分钟
Gen  500 | 最优: 33371.68 | 平均: 39407.74 | 改进: 0.00 | 停滞: 473/300000 | 耗时: 0.0分钟
Gen  550 | 最优: 33371.68 | 平均: 39400.41 | 改进: 0.00 | 停滞: 523/300000 | 耗时: 0.0分钟
Gen  600 | 最优: 33371.68 | 平均: 40025.98 | 改进: 0.00 | 停滞: 573/300000 | 耗时: 0.0分钟
Gen  650 | 最优: 33371.68 | 平均: 41162.97 | 改进: 0.00 | 停滞: 623/300000 | 耗时: 0.0分钟
Gen  700 | 最优: 33371.68 | 平均: 40038.59 | 改进: 0.00 | 停滞: 673/300000 | 耗时: 0.0分钟
Gen  750 | 最优: 33371.68 | 平均: 39185.00 | 改进: 0.00 | 停滞: 723/300000 | 耗时: 0.0分钟
Gen  800 | 最优: 33371.68 | 平均: 39923.63 | 改进: 0.00 | 停滞: 773/300000 | 耗时: 0.0分钟
Gen  850 | 最优: 33371.68 | 平均: 39460.42 | 改进: 0.00 | 停滞: 823/300000 | 耗时: 0.0分钟
Gen  900 | 最优: 33371.68 | 平均: 39518.04 | 改进: 0.00 | 停滞: 873/300000 | 耗时: 0.0分钟
Gen  950 | 最优: 33371.68 | 平均: 41345.20 | 改进: 0.00 | 停滞: 923/300000 | 耗时: 0.0分钟
Gen 1000 | 最优: 33371.68 | 平均: 39446.56 | 改进: 0.00 | 停滞: 973/300000 | 耗时: 0.0分钟
Gen 1050 | 最优: 33371.68 | 平均: 39571.95 | 改进: 0.00 | 停滞: 1023/300000 | 耗时: 0.1分钟
Gen 1100 | 最优: 33371.68 | 平均: 40755.44 | 改进: 0.00 | 停滞: 1073/300000 | 耗时: 0.1分钟
Gen 1150 | 最优: 33371.68 | 平均: 39678.67 | 改进: 0.00 | 停滞: 1123/300000 | 耗时: 0.1分钟
Gen 1200 | 最优: 33371.68 | 平均: 39246.69 | 改进: 0.00 | 停滞: 1173/300000 | 耗时: 0.1分钟
Gen 1250 | 最优: 33371.68 | 平均: 40551.90 | 改进: 0.00 | 停滞: 1223/300000 | 耗时: 0.1分钟
Gen 1300 | 最优: 33371.68 | 平均: 39663.18 | 改进: 0.00 | 停滞: 1273/300000 | 耗时: 0.1分钟
Gen 1350 | 最优: 33371.68 | 平均: 39879.41 | 改进: 0.00 | 停滞: 1323/300000 | 耗时: 0.1分钟
Gen 1400 | 最优: 33371.68 | 平均: 40537.97 | 改进: 0.00 | 停滞: 1373/300000 | 耗时: 0.1分钟
Gen 1450 | 最优: 33371.68 | 平均: 39586.40 | 改进: 0.00 | 停滞: 1423/300000 | 耗时: 0.1分钟
Gen 1500 | 最优: 33371.68 | 平均: 40136.29 | 改进: 0.00 | 停滞: 1473/300000 | 耗时: 0.1分钟
Gen 1550 | 最优: 33371.68 | 平均: 40275.12 | 改进: 0.00 | 停滞: 1523/300000 | 耗时: 0.1分钟
Gen 1600 | 最优: 33371.68 | 平均: 40796.06 | 改进: 0.00 | 停滞: 1573/300000 | 耗时: 0.1分钟
Gen 1650 | 最优: 33371.68 | 平均: 39850.79 | 改进: 0.00 | 停滞: 1623/300000 | 耗时: 0.1分钟
Gen 1700 | 最优: 33371.68 | 平均: 39714.49 | 改进: 0.00 | 停滞: 1673/300000 | 耗时: 0.1分钟
Gen 1750 | 最优: 33371.68 | 平均: 39935.32 | 改进: 0.00 | 停滞: 1723/300000 | 耗时: 0.1分钟
Gen 1800 | 最优: 33371.68 | 平均: 39499.17 | 改进: 0.00 | 停滞: 1773/300000 | 耗时: 0.1分钟
Gen 1850 | 最优: 33371.68 | 平均: 39953.07 | 改进: 0.00 | 停滞: 1823/300000 | 耗时: 0.1分钟
Gen 1900 | 最优: 33371.68 | 平均: 40459.17 | 改进: 0.00 | 停滞: 1873/300000 | 耗时: 0.1分钟
Gen 1950 | 最优: 33371.68 | 平均: 40078.46 | 改进: 0.00 | 停滞: 1923/300000 | 耗时: 0.1分钟
Gen 2000 | 最优: 33371.68 | 平均: 39837.67 | 改进: 0.00 | 停滞: 1973/300000 | 耗时: 0.1分钟
Gen 2050 | 最优: 33371.68 | 平均: 40698.35 | 改进: 0.00 | 停滞: 2023/300000 | 耗时: 0.1分钟
Gen 2100 | 最优: 33371.68 | 平均: 39898.36 | 改进: 0.00 | 停滞: 2073/300000 | 耗时: 0.1分钟
Gen 2150 | 最优: 33371.68 | 平均: 40243.94 | 改进: 0.00 | 停滞: 2123/300000 | 耗时: 0.1分钟
Gen 2200 | 最优: 33371.68 | 平均: 40172.37 | 改进: 0.00 | 停滞: 2173/300000 | 耗时: 0.1分钟
Gen 2250 | 最优: 33371.68 | 平均: 39401.46 | 改进: 0.00 | 停滞: 2223/300000 | 耗时: 0.1分钟
