================================================================================
                          田口实验结果报告
================================================================================
算例名称: 随机密钥GA算法
实验次数: 第 4 次
实验时间: 2025-12-21 19:48:24

【参数配置】
GAParameters{
  popSize=200, pr=0.15, pc=0.90, pm=0.30
  maxStagnantStep=300000 (早停阈值), maxRunTime=3.0分钟
  localSearch: 启用 (maxIter=10, noImprove=3)
  heuristicInit: 启用 (ratio=0.80)
  candidates: N1N2=10, N3=5, N4=8, N5=6
}

========== 随机密钥遗传算法开始 ==========
问题规模: 20个零件, 3台打印机
种群大小: 200
交叉率: 0.9
变异率: 0.3
精英保留比例: 10.0%
终止条件: 3.0分钟 或 300000代无改进
==========================================

正在初始化种群...
初始种群最优解: Makespan = 41643.68
初始种群平均解: Makespan = 51768.61

Gen    1 | 最优: 39121.33 | 平均: 48656.16 | 改进: 2522.35 | 停滞: 0/300000 | 耗时: 0.0分钟
Gen   50 | 最优: 35769.68 | 平均: 46625.46 | 改进: 3351.65 | 停滞: 30/300000 | 耗时: 0.0分钟
Gen  100 | 最优: 35536.33 | 平均: 46445.87 | 改进: 233.35 | 停滞: 26/300000 | 耗时: 0.0分钟
Gen  150 | 最优: 34768.68 | 平均: 46559.48 | 改进: 767.65 | 停滞: 40/300000 | 耗时: 0.0分钟
Gen  200 | 最优: 34768.68 | 平均: 45998.07 | 改进: 0.00 | 停滞: 90/300000 | 耗时: 0.0分钟
Gen  250 | 最优: 34768.68 | 平均: 46773.93 | 改进: 0.00 | 停滞: 140/300000 | 耗时: 0.0分钟
Gen  300 | 最优: 34768.68 | 平均: 46609.00 | 改进: 0.00 | 停滞: 190/300000 | 耗时: 0.0分钟
Gen  350 | 最优: 34768.68 | 平均: 46458.30 | 改进: 0.00 | 停滞: 240/300000 | 耗时: 0.0分钟
Gen  400 | 最优: 34768.68 | 平均: 46338.97 | 改进: 0.00 | 停滞: 290/300000 | 耗时: 0.1分钟
Gen  450 | 最优: 34768.68 | 平均: 45556.45 | 改进: 0.00 | 停滞: 340/300000 | 耗时: 0.1分钟
Gen  500 | 最优: 34768.68 | 平均: 46484.43 | 改进: 0.00 | 停滞: 390/300000 | 耗时: 0.1分钟
Gen  550 | 最优: 34757.68 | 平均: 46506.91 | 改进: 11.00 | 停滞: 33/300000 | 耗时: 0.1分钟
Gen  600 | 最优: 34757.68 | 平均: 46330.90 | 改进: 0.00 | 停滞: 83/300000 | 耗时: 0.1分钟
Gen  650 | 最优: 34757.68 | 平均: 45616.98 | 改进: 0.00 | 停滞: 133/300000 | 耗时: 0.1分钟
Gen  700 | 最优: 34757.68 | 平均: 46682.24 | 改进: 0.00 | 停滞: 183/300000 | 耗时: 0.1分钟
Gen  750 | 最优: 34757.68 | 平均: 45697.73 | 改进: 0.00 | 停滞: 233/300000 | 耗时: 0.1分钟
Gen  800 | 最优: 34757.68 | 平均: 46657.29 | 改进: 0.00 | 停滞: 283/300000 | 耗时: 0.1分钟
Gen  850 | 最优: 34757.68 | 平均: 46180.72 | 改进: 0.00 | 停滞: 333/300000 | 耗时: 0.1分钟
Gen  900 | 最优: 34757.68 | 平均: 46770.83 | 改进: 0.00 | 停滞: 383/300000 | 耗时: 0.1分钟
Gen  950 | 最优: 34757.68 | 平均: 46717.33 | 改进: 0.00 | 停滞: 433/300000 | 耗时: 0.1分钟
Gen 1000 | 最优: 34757.68 | 平均: 45739.43 | 改进: 0.00 | 停滞: 483/300000 | 耗时: 0.1分钟
Gen 1050 | 最优: 34757.68 | 平均: 46578.56 | 改进: 0.00 | 停滞: 533/300000 | 耗时: 0.1分钟
Gen 1100 | 最优: 34757.68 | 平均: 46241.63 | 改进: 0.00 | 停滞: 583/300000 | 耗时: 0.1分钟
Gen 1150 | 最优: 34757.68 | 平均: 47772.83 | 改进: 0.00 | 停滞: 633/300000 | 耗时: 0.1分钟
Gen 1200 | 最优: 34757.68 | 平均: 46724.13 | 改进: 0.00 | 停滞: 683/300000 | 耗时: 0.2分钟
Gen 1250 | 最优: 34757.68 | 平均: 47125.69 | 改进: 0.00 | 停滞: 733/300000 | 耗时: 0.2分钟
Gen 1300 | 最优: 34757.68 | 平均: 46710.08 | 改进: 0.00 | 停滞: 783/300000 | 耗时: 0.2分钟
Gen 1350 | 最优: 34757.68 | 平均: 45831.41 | 改进: 0.00 | 停滞: 833/300000 | 耗时: 0.2分钟
Gen 1400 | 最优: 34757.68 | 平均: 45768.09 | 改进: 0.00 | 停滞: 883/300000 | 耗时: 0.2分钟
Gen 1450 | 最优: 34757.68 | 平均: 46618.34 | 改进: 0.00 | 停滞: 933/300000 | 耗时: 0.2分钟
Gen 1500 | 最优: 34757.68 | 平均: 47208.83 | 改进: 0.00 | 停滞: 983/300000 | 耗时: 0.2分钟
Gen 1550 | 最优: 34757.68 | 平均: 46698.74 | 改进: 0.00 | 停滞: 1033/300000 | 耗时: 0.2分钟
Gen 1600 | 最优: 34757.68 | 平均: 46904.44 | 改进: 0.00 | 停滞: 1083/300000 | 耗时: 0.2分钟
Gen 1650 | 最优: 34757.68 | 平均: 46419.70 | 改进: 0.00 | 停滞: 1133/300000 | 耗时: 0.2分钟
Gen 1700 | 最优: 34757.68 | 平均: 46486.36 | 改进: 0.00 | 停滞: 1183/300000 | 耗时: 0.2分钟
Gen 1750 | 最优: 34757.68 | 平均: 47033.87 | 改进: 0.00 | 停滞: 1233/300000 | 耗时: 0.2分钟
Gen 1800 | 最优: 34757.68 | 平均: 46273.42 | 改进: 0.00 | 停滞: 1283/300000 | 耗时: 0.2分钟
Gen 1850 | 最优: 34757.68 | 平均: 45851.68 | 改进: 0.00 | 停滞: 1333/300000 | 耗时: 0.2分钟
Gen 1900 | 最优: 34757.68 | 平均: 46944.40 | 改进: 0.00 | 停滞: 1383/300000 | 耗时: 0.2分钟
Gen 1950 | 最优: 34757.68 | 平均: 46264.69 | 改进: 0.00 | 停滞: 1433/300000 | 耗时: 0.2分钟
Gen 2000 | 最优: 34757.68 | 平均: 46767.46 | 改进: 0.00 | 停滞: 1483/300000 | 耗时: 0.3分钟
Gen 2050 | 最优: 34757.68 | 平均: 45897.06 | 改进: 0.00 | 停滞: 1533/300000 | 耗时: 0.3分钟
Gen 2100 | 最优: 34757.68 | 平均: 46447.91 | 改进: 0.00 | 停滞: 1583/300000 | 耗时: 0.3分钟
Gen 2150 | 最优: 34757.68 | 平均: 46547.22 | 改进: 0.00 | 停滞: 1633/300000 | 耗时: 0.3分钟
Gen 2200 | 最优: 34757.68 | 平均: 46979.64 | 改进: 0.00 | 停滞: 1683/300000 | 耗时: 0.3分钟
Gen 2250 | 最优: 34757.68 | 平均: 46728.44 | 改进: 0.00 | 停滞: 1733/300000 | 耗时: 0.3分钟
Gen 2300 | 最优: 34757.68 | 平均: 46778.58 | 改进: 0.00 | 停滞: 1783/300000 | 耗时: 0.3分钟
Gen 2350 | 最优: 34757.68 | 平均: 46432.03 | 改进: 0.00 | 停滞: 1833/300000 | 耗时: 0.3分钟
Gen 2400 | 最优: 34757.68 | 平均: 46370.33 | 改进: 0.00 | 停滞: 1883/300000 | 耗时: 0.3分钟
Gen 2450 | 最优: 34757.68 | 平均: 46984.96 | 改进: 0.00 | 停滞: 1933/300000 | 耗时: 0.3分钟
Gen 2500 | 最优: 34757.68 | 平均: 46376.88 | 改进: 0.00 | 停滞: 1983/300000 | 耗时: 0.3分钟
Gen 2550 | 最优: 34757.68 | 平均: 46559.24 | 改进: 0.00 | 停滞: 2033/300000 | 耗时: 0.3分钟
Gen 2600 | 最优: 34757.68 | 平均: 45909.06 | 改进: 0.00 | 停滞: 2083/300000 | 耗时: 0.3分钟
Gen 2650 | 最优: 34757.68 | 平均: 46479.04 | 改进: 0.00 | 停滞: 2133/300000 | 耗时: 0.3分钟
Gen 2700 | 最优: 34757.68 | 平均: 46230.12 | 改进: 0.00 | 停滞: 2183/300000 | 耗时: 0.3分钟
Gen 2750 | 最优: 34757.68 | 平均: 46252.50 | 改进: 0.00 | 停滞: 2233/300000 | 耗时: 0.3分钟
Gen 2800 | 最优: 34757.68 | 平均: 46532.75 | 改进: 0.00 | 停滞: 2283/300000 | 耗时: 0.4分钟
Gen 2850 | 最优: 34757.68 | 平均: 47060.74 | 改进: 0.00 | 停滞: 2333/300000 | 耗时: 0.4分钟
Gen 2900 | 最优: 34757.68 | 平均: 46337.94 | 改进: 0.00 | 停滞: 2383/300000 | 耗时: 0.4分钟
Gen 2950 | 最优: 34757.68 | 平均: 46881.65 | 改进: 0.00 | 停滞: 2433/300000 | 耗时: 0.4分钟
Gen 3000 | 最优: 34757.68 | 平均: 46683.11 | 改进: 0.00 | 停滞: 2483/300000 | 耗时: 0.4分钟
Gen 3050 | 最优: 34757.68 | 平均: 45718.43 | 改进: 0.00 | 停滞: 2533/300000 | 耗时: 0.4分钟
Gen 3100 | 最优: 34757.68 | 平均: 47027.47 | 改进: 0.00 | 停滞: 2583/300000 | 耗时: 0.4分钟
Gen 3150 | 最优: 34699.68 | 平均: 46843.59 | 改进: 58.00 | 停滞: 8/300000 | 耗时: 0.4分钟
Gen 3200 | 最优: 34357.00 | 平均: 47243.40 | 改进: 342.68 | 停滞: 49/300000 | 耗时: 0.4分钟
Gen 3250 | 最优: 34357.00 | 平均: 45948.73 | 改进: 0.00 | 停滞: 99/300000 | 耗时: 0.4分钟
Gen 3300 | 最优: 34357.00 | 平均: 45982.91 | 改进: 0.00 | 停滞: 149/300000 | 耗时: 0.4分钟
Gen 3350 | 最优: 34357.00 | 平均: 45820.56 | 改进: 0.00 | 停滞: 199/300000 | 耗时: 0.4分钟
Gen 3400 | 最优: 34357.00 | 平均: 46481.13 | 改进: 0.00 | 停滞: 249/300000 | 耗时: 0.4分钟
Gen 3450 | 最优: 34357.00 | 平均: 46091.08 | 改进: 0.00 | 停滞: 299/300000 | 耗时: 0.4分钟
Gen 3500 | 最优: 34357.00 | 平均: 46304.56 | 改进: 0.00 | 停滞: 349/300000 | 耗时: 0.4分钟
Gen 3550 | 最优: 34357.00 | 平均: 45893.45 | 改进: 0.00 | 停滞: 399/300000 | 耗时: 0.4分钟
Gen 3600 | 最优: 34357.00 | 平均: 45744.00 | 改进: 0.00 | 停滞: 449/300000 | 耗时: 0.5分钟
Gen 3650 | 最优: 34357.00 | 平均: 45794.54 | 改进: 0.00 | 停滞: 499/300000 | 耗时: 0.5分钟
Gen 3700 | 最优: 34357.00 | 平均: 45898.63 | 改进: 0.00 | 停滞: 549/300000 | 耗时: 0.5分钟
Gen 3750 | 最优: 34357.00 | 平均: 45767.34 | 改进: 0.00 | 停滞: 599/300000 | 耗时: 0.5分钟
Gen 3800 | 最优: 34357.00 | 平均: 45816.11 | 改进: 0.00 | 停滞: 649/300000 | 耗时: 0.5分钟
Gen 3850 | 最优: 34357.00 | 平均: 46167.88 | 改进: 0.00 | 停滞: 699/300000 | 耗时: 0.5分钟
Gen 3900 | 最优: 34357.00 | 平均: 45917.24 | 改进: 0.00 | 停滞: 749/300000 | 耗时: 0.5分钟
Gen 3950 | 最优: 34357.00 | 平均: 46651.78 | 改进: 0.00 | 停滞: 799/300000 | 耗时: 0.5分钟
Gen 4000 | 最优: 34357.00 | 平均: 46212.56 | 改进: 0.00 | 停滞: 849/300000 | 耗时: 0.5分钟
Gen 4050 | 最优: 34357.00 | 平均: 46061.19 | 改进: 0.00 | 停滞: 899/300000 | 耗时: 0.5分钟
Gen 4100 | 最优: 34357.00 | 平均: 46296.31 | 改进: 0.00 | 停滞: 949/300000 | 耗时: 0.5分钟
