Algorithm,Run,HV,IGD,RunTime
NSGAII,1,0.98790148,0.02233576,300.06
NSGAII,2,0.98786501,0.02224395,300.04
NSGAII,3,0.98758444,0.02074743,300.06
NSGAII,4,0.98554377,0.02071608,300.05
NSGAII,5,0.98288322,0.02239721,300.05
NSGAII,6,0.98514649,0.02307854,300.04
NSGAII,7,0.94899091,0.02463572,300.05
NSGAII,8,0.95321115,0.02260532,300.06
NSGAII,9,0.98502335,0.02313662,300.06
NSGAII,10,0.95639216,0.02277831,300.05
NSGAII-Basic,1,0.24476402,0.60368876,300.01
NSGAII-Basic,2,0.25275054,0.60189286,300.01
NSGAII-Basic,3,0.24727276,0.60321514,300.01
NSGAII-Basic,4,0.24438182,0.60386795,300.01
NSGAII-Basic,5,0.24667617,0.60330125,300.01
NSGAII-Basic,6,0.25186166,0.60205174,300.00
NSGAII-Basic,7,0.24685713,0.60321439,300.01
NSGAII-Basic,8,0.25183698,0.60205174,300.01
NSGAII-Basic,9,0.25185521,0.60205174,300.00
NSGAII-Basic,10,0.25187432,0.60205336,300.01
MOEAD,1,0.14257286,0.84319223,300.08
MOEAD,2,0.11830562,0.85977428,300.02
MOEAD,3,0.13889528,0.80230487,300.05
MOEAD,4,0.12471153,0.87945277,300.03
MOEAD,5,0.19515615,0.66299105,300.08
MOEAD,6,0.12969385,0.80635654,300.02
MOEAD,7,0.13848557,0.84409373,300.08
MOEAD,8,0.14352974,0.79712906,300.07
MOEAD,9,0.14192528,0.80429868,300.02
MOEAD,10,0.19930166,0.66262914,300.05
MOGWO,1,0.89069864,0.09461730,300.08
MOGWO,2,0.90944992,0.07657292,300.17
MOGWO,3,0.90327087,0.07662621,300.14
MOGWO,4,0.81884978,0.12728495,300.06
MOGWO,5,0.94297041,0.08786859,300.04
MOGWO,6,0.91314500,0.09634523,300.20
MOGWO,7,0.90594624,0.08160042,300.11
MOGWO,8,0.88851705,0.07295432,300.07
MOGWO,9,0.82279648,0.11574065,300.15
MOGWO,10,0.87677620,0.08873833,300.18
SPEA2,1,0.24868409,0.60287016,300.05
SPEA2,2,0.25155016,0.60213755,300.04
SPEA2,3,0.24507985,0.60428175,300.06
SPEA2,4,0.25130368,0.60261865,300.02
SPEA2,5,0.24860026,0.60327125,300.02
SPEA2,6,0.24591762,0.60386168,300.02
SPEA2,7,0.24597295,0.60411457,300.02
SPEA2,8,0.25045366,0.60232899,300.01
SPEA2,9,0.24584008,0.60361565,300.05
SPEA2,10,0.24542542,0.60408827,300.05
