================================================================================
                          实验结果报告
================================================================================
实验名称: 简化评分 - 50%启发式+LocalSearch变异+禁忌搜索+简化评分
算例名称: 2M40J
运行ID: 10
实验时间: 2026-02-07 10:45:44

【参数配置】
  最大代数: 1000000
  种群规模: 100
  变异率: 0.2
  交叉率: 0.8

================================================================================
                          最终实验结果
================================================================================
最优Cmax: 375060.0000
运行时间: 302370 ms (302.37 秒)
终止代数: 306

【收敛曲线数据】
代数	Cmax
1	418137.0000
11	403235.2500
21	403235.2500
31	403235.2500
41	403235.2500
51	403235.2500
61	403235.2500
71	403235.2500
81	403235.2500
91	401679.0000
101	401679.0000
111	401679.0000
121	400201.0000
131	400201.0000
141	400201.0000
151	400201.0000
161	400201.0000
171	400201.0000
181	400201.0000
191	400201.0000
201	400201.0000
211	400201.0000
221	400201.0000
231	400201.0000
241	400201.0000
251	395454.0000
261	393586.5000
271	393586.5000
281	392341.5000
291	389851.5000
301	380514.0000
306	375060.0000

