# Pareto Front
# Size: 19
# Format: Cmax Energy

50005.777778	213.737986
49667.000000	213.846118
51269.000000	199.260167
51390.000000	199.227400
51375.000000	199.238553
52495.000000	181.825977
51925.000000	182.617519
52083.000000	182.235182
53079.000000	181.169085
51985.000000	182.465952
50053.000000	211.073620
53113.000000	180.921924
51487.000000	182.871410
52891.000000	181.365669
52170.000000	181.914130
49165.777778	214.398490
51236.000000	208.681671
50070.000000	209.438557
50270.000000	208.781443
