Algorithm,RunID,Cmax,AvgUtilization,TimeMs,MachinePath,ItemPath
GA-TS,1,229351.8000,0.7885,300038,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,2,224897.4000,0.7885,300074,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,3,226119.0000,0.7885,300034,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,4,222817.4000,0.7885,300062,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,5,229178.8000,0.7447,300061,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,6,226567.8000,0.7447,300031,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,7,231754.8000,0.7447,300032,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,8,224867.2941,0.7885,300039,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,9,225109.0000,0.7447,300033,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-TS,10,228423.8000,0.7447,300043,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,1,281608.5000,0.7885,458974,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,2,314938.5000,0.8378,411090,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,3,304590.4000,0.7885,399469,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,4,300875.7000,0.8378,362369,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,5,262363.7000,0.7447,469097,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,6,267082.8000,0.7885,395942,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,7,308373.5000,0.7885,648781,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,8,316453.5000,0.8378,480821,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,9,277568.5000,0.7055,674146,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-GA,10,288173.5000,0.7885,411118,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-ACO,1,304590.4000,0.7447,533525,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-ACO,2,346248.5000,0.7447,1091038,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-ACO,3,337531.7000,0.7447,609428,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-ACO,4,330571.7000,0.7447,797986,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-ACO,5,352308.5000,0.7447,649546,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
GA-ACO,6,358873.5000,0.7447,762944,chapter-1/src/main/resources/Machine/machine_5,chapter-1/src/main/resources/PrintItem/printItem_80/printItem_80_01
