# Pareto Front
# Size: 22
# Format: Cmax Energy

59615.666667	206.603373
52788.666667	239.474648
55866.666667	228.663669
56139.246575	216.665492
54865.222222	235.623760
56167.438356	213.638957
55400.666667	228.866545
55024.222222	234.839744
57511.666667	208.818933
59235.666667	206.639062
58627.666667	206.639580
57898.666667	207.396410
58272.666667	207.352113
55747.666667	228.791831
59545.273973	206.632998
57641.273973	208.432815
58299.666667	207.216347
58450.273973	206.720357
58520.666667	206.644405
57536.666667	208.576852
57597.666667	208.466541
58476.273973	206.673512
