迭代次数,Cmax
1,174176.9000
2,173857.7000
3,173857.7000
4,173857.7000
5,173857.7000
6,173641.3000
7,173641.3000
8,173641.3000
9,173641.3000
10,172261.7000
11,172261.7000
12,172261.7000
13,172261.7000
14,172261.7000
15,172261.7000
16,172261.7000
17,172261.7000
18,172119.1000
19,172119.1000
20,172119.1000
21,172119.1000
22,172119.1000
23,172119.1000
24,172119.1000
25,172119.1000
26,172119.1000
27,172119.1000
28,172119.1000
29,172119.1000
30,171203.2000
31,171203.2000
32,171203.2000
33,171203.2000
34,171203.2000
35,171203.2000
36,171203.2000
37,171203.2000
38,171203.2000
39,171203.2000
40,171203.2000
41,171203.2000
42,171203.2000
43,171203.2000
44,171203.2000
45,171203.2000
46,171203.2000
47,171203.2000
48,171203.2000
49,171203.2000
50,171203.2000
51,171203.2000
52,170751.7000
53,169591.2000
54,169591.2000
55,169591.2000
56,169591.2000
57,169591.2000
58,169591.2000
59,169591.2000
60,169591.2000
61,168481.3000
62,168481.3000
63,168481.3000
64,168481.3000
65,168481.3000
66,168481.3000
67,168481.3000
68,168481.3000
69,168481.3000
70,168481.3000
71,168481.3000
72,168481.3000
73,168481.3000
74,168481.3000
75,168481.3000
76,168481.3000
77,168481.3000
78,168481.3000
79,168481.3000
80,168481.3000
81,168481.3000
82,168481.3000
83,168481.3000
84,168481.3000
85,168481.3000
86,168481.3000
87,168481.3000
88,168481.3000
89,168481.3000
90,168481.3000
91,168481.3000
92,168481.3000
93,168481.3000
94,168481.3000
95,168481.3000
96,168481.3000
97,168481.3000
98,168481.3000
99,168481.3000
100,168481.3000
101,168481.3000
102,168481.3000
103,168481.3000
104,168481.3000
105,168481.3000
106,168481.3000
107,168481.3000
108,168481.3000
109,168481.3000
110,168481.3000
111,168481.3000
112,168481.3000
113,168481.3000
114,168481.3000
115,168481.3000
116,168481.3000
117,168481.3000
118,168481.3000
119,168481.3000
120,168481.3000
121,168481.3000
122,168481.3000
123,168481.3000
124,168481.3000
125,168481.3000
126,168481.3000
127,168481.3000
128,168481.3000
129,168481.3000
130,168481.3000
131,168481.3000
132,168481.3000
133,168481.3000
134,168481.3000
135,168481.3000
136,168481.3000
137,168481.3000
138,168481.3000
139,168481.3000
140,168481.3000
141,168481.3000
142,168481.3000
143,168481.3000
144,168481.3000
145,168481.3000
146,168481.3000
147,168481.3000
148,168481.3000
149,168481.3000
150,168481.3000
151,168481.3000
152,168481.3000
153,168481.3000
154,168481.3000
155,168481.3000
156,168481.3000
157,168481.3000
158,168481.3000
159,168481.3000
160,168481.3000
161,168481.3000
162,168481.3000
163,168481.3000
164,168481.3000
165,168481.3000
166,168481.3000
167,168481.3000
168,168481.3000
169,168481.3000
170,168481.3000
171,168481.3000
172,168481.3000
173,168481.3000
174,168481.3000
175,168481.3000
176,168481.3000
177,168481.3000
178,168481.3000
179,168481.3000
180,168481.3000
181,168481.3000
182,168481.3000
183,168481.3000
184,168481.3000
185,168481.3000
186,168481.3000
187,168481.3000
188,168481.3000
189,168481.3000
190,168481.3000
191,168481.3000
192,168481.3000
193,168481.3000
194,168481.3000
195,168481.3000
196,168481.3000
197,168481.3000
198,168481.3000
199,168481.3000
200,168016.9000
201,168016.9000
202,168016.9000
203,168016.9000
204,168016.9000
205,168016.9000
206,168016.9000
207,168016.9000
208,168016.9000
209,168016.9000
210,168016.9000
211,168016.9000
212,168016.9000
213,168016.9000
214,168016.9000
215,168016.9000
216,168016.9000
217,168016.9000
218,168016.9000
219,168016.9000
220,168016.9000
221,168016.9000
222,168016.9000
223,168016.9000
224,168016.9000
225,168016.9000
226,168016.9000
227,168016.9000
228,168016.9000
229,168016.9000
230,168016.9000
231,168016.9000
232,168016.9000
233,168016.9000
234,168016.9000
235,168016.9000
236,168016.9000
237,168016.9000
238,168016.9000
239,168016.9000
240,168016.9000
241,168016.9000
242,168016.9000
243,168016.9000
244,168016.9000
245,168016.9000
246,168016.9000
247,168016.9000
248,168016.9000
249,168016.9000
250,168016.9000
251,168016.9000
252,168016.9000
253,168016.9000
254,168016.9000
255,168016.9000
256,168016.9000
257,168016.9000
258,168016.9000
259,168016.9000
260,168016.9000
261,168016.9000
262,168016.9000
263,168016.9000
264,168016.9000
265,168016.9000
266,168016.9000
267,168016.9000
268,168016.9000
269,168016.9000
270,168016.9000
271,168016.9000
272,168016.9000
273,168016.9000
274,168016.9000
275,168016.9000
276,168016.9000
277,168016.9000
278,168016.9000
279,168016.9000
280,168016.9000
281,168016.9000
282,168016.9000
283,168016.9000
284,168016.9000
285,168016.9000
286,168016.9000
287,168016.9000
288,168016.9000
289,168016.9000
290,168016.9000
291,168016.9000
292,168016.9000
293,168016.9000
294,168016.9000
295,168016.9000
296,168016.9000
297,168016.9000
298,168016.9000
299,168016.9000
300,168016.9000
301,168016.9000
302,168016.9000
303,168016.9000
304,168016.9000
305,168016.9000
306,167113.9000
307,167113.9000
308,167113.9000
