迭代次数,Cmax
1,208222.5000
2,208222.5000
3,208222.5000
4,207771.0000
5,207009.9000
6,203359.2000
7,203359.2000
8,203359.2000
9,203359.2000
10,203359.2000
11,203359.2000
12,203359.2000
13,203359.2000
14,203359.2000
15,201879.0000
16,201879.0000
17,201879.0000
18,201879.0000
19,197128.5000
20,196407.8000
21,196407.8000
22,196407.8000
23,196407.8000
24,196407.8000
25,196407.8000
26,196407.8000
27,196407.8000
28,196407.8000
29,196407.8000
30,196407.8000
31,196407.8000
32,196407.8000
33,196407.8000
34,196407.8000
35,196407.8000
36,196407.8000
37,196407.8000
38,196407.8000
39,196407.8000
40,195369.6000
41,195369.6000
42,195369.6000
43,195369.6000
44,195369.6000
45,195369.6000
46,195369.6000
47,194983.2000
48,194983.2000
49,194983.2000
50,194983.2000
51,194983.2000
52,194983.2000
53,194983.2000
54,194983.2000
55,194983.2000
56,194983.2000
57,194983.2000
58,194983.2000
59,194983.2000
60,194983.2000
61,194983.2000
62,194983.2000
63,194983.2000
64,194983.2000
65,194983.2000
66,194983.2000
67,194983.2000
68,194983.2000
69,194983.2000
70,194983.2000
71,194983.2000
72,194983.2000
73,194983.2000
74,194983.2000
75,194983.2000
76,194983.2000
77,194983.2000
78,194983.2000
79,194983.2000
80,194983.2000
81,194983.2000
82,194983.2000
83,194983.2000
84,194983.2000
85,194983.2000
86,194983.2000
87,194983.2000
88,194983.2000
89,194983.2000
90,194983.2000
91,194983.2000
92,194983.2000
93,194983.2000
94,194983.2000
95,194983.2000
96,194983.2000
97,194983.2000
98,194983.2000
99,194983.2000
100,194983.2000
101,194983.2000
102,194809.0000
103,194809.0000
104,194809.0000
105,194809.0000
106,194809.0000
107,194809.0000
108,193207.3000
109,193207.3000
110,193207.3000
111,193207.3000
112,193207.3000
113,193207.3000
114,193207.3000
115,193207.3000
116,191767.8000
117,191767.8000
118,191767.8000
119,191767.8000
120,191767.8000
121,191767.8000
122,191767.8000
123,191767.8000
124,191767.8000
125,191767.8000
126,191767.8000
127,191767.8000
128,191767.8000
129,191767.8000
130,191767.8000
131,191767.8000
132,191767.8000
133,191767.8000
134,191767.8000
135,191767.8000
136,191767.8000
137,191767.8000
138,191767.8000
139,191767.8000
140,191767.8000
141,191767.8000
142,191767.8000
143,191767.8000
144,191767.8000
145,191767.8000
146,191767.8000
147,191767.8000
148,191767.8000
149,191767.8000
150,191767.8000
151,191767.8000
152,191767.8000
153,191767.8000
154,191767.8000
155,191767.8000
156,191767.8000
157,191767.8000
158,191767.8000
159,191767.8000
160,191767.8000
161,191767.8000
162,191767.8000
163,191767.8000
164,191767.8000
165,191767.8000
166,191767.8000
167,191767.8000
168,191767.8000
169,191767.8000
170,191767.8000
171,191767.8000
172,191767.8000
173,191767.8000
174,191767.8000
175,191767.8000
176,191767.8000
177,191767.8000
178,191767.8000
179,191767.8000
180,191767.8000
181,191767.8000
182,191767.8000
183,191767.8000
184,191767.8000
185,191767.8000
186,191767.8000
187,191767.8000
188,191767.8000
189,191767.8000
190,191767.8000
191,191767.8000
192,191767.8000
193,191767.8000
194,191767.8000
195,191767.8000
196,191767.8000
197,191767.8000
198,191767.8000
199,191767.8000
200,191767.8000
201,191767.8000
202,191767.8000
203,191767.8000
204,191767.8000
205,191767.8000
206,191767.8000
207,191767.8000
208,191767.8000
209,191767.8000
210,191767.8000
211,191767.8000
212,191767.8000
